aluno,cluster,final_result,faixa_volume,semanas_mortas,centro_massa
DDD_2013B_528184,1,Pass,alto,0,0.3536487570168404
DDD_2013B_528846,1,Fail,alto,0,0.4436151489472654
DDD_2013B_528923,3,Fail,medio,14,0.1849755467838434
DDD_2013B_529025,1,Pass,alto,0,0.3659859126146133
DDD_2013B_529078,1,Pass,medio,6,0.4627153023687557
DDD_2013B_529404,1,Pass,medio,0,0.3869325745908273
DDD_2013B_529760,3,Fail,baixo,18,0.081235455891686
DDD_2013B_529789,3,Fail,baixo,21,0.1669278996865203
DDD_2013B_529863,1,Pass,medio,1,0.348791492104415
DDD_2013B_530234,1,Pass,medio,1,0.394359905067709
DDD_2013B_531047,1,Pass,alto,0,0.4216246279650061
DDD_2013B_531075,1,Fail,medio,3,0.3300855714648817
DDD_2013B_531202,1,Distinction,alto,0,0.474621144444264
DDD_2013B_531377,3,Fail,baixo,25,0.07005444646098
DDD_2013B_531787,1,Fail,medio,3,0.3770561093304215
DDD_2013B_531924,0,Pass,medio,1,0.5915765634132085
DDD_2013B_532491,1,Pass,medio,1,0.3632413167849439
DDD_2013B_532565,1,Pass,alto,1,0.4521729611384784
DDD_2013B_532695,1,Fail,alto,0,0.4505165571975917
DDD_2013B_532718,1,Distinction,medio,6,0.4042545137968886
DDD_2013B_532745,1,Pass,alto,1,0.3655092868790519
DDD_2013B_532855,1,Pass,medio,1,0.3547426003712025
DDD_2013B_532988,3,Fail,baixo,25,0.1179673321234119
DDD_2013B_533004,1,Fail,medio,8,0.3318481208833785
DDD_2013B_533291,1,Pass,medio,3,0.3390689655172413
DDD_2013B_533522,3,Fail,baixo,19,0.1245828698553948
DDD_2013B_533877,1,Distinction,alto,0,0.3884504862953138
DDD_2013B_534203,1,Pass,medio,4,0.263703805467784
DDD_2013B_53488,1,Pass,medio,4,0.3786303232935709
DDD_2013B_534910,1,Pass,medio,4,0.3569195402298851
DDD_2013B_535215,1,Pass,alto,0,0.3617919708478499
DDD_2013B_535424,1,Fail,medio,6,0.3344233055885852
DDD_2013B_535620,3,Fail,baixo,18,0.209068693999457
DDD_2013B_535799,1,Pass,alto,2,0.3945370011623402
DDD_2013B_535831,1,Pass,alto,0,0.3695232749850913
DDD_2013B_535986,1,Distinction,alto,0,0.5129988197390667
DDD_2013B_536032,1,Pass,baixo,9,0.3174638487208009
DDD_2013B_536170,1,Distinction,alto,0,0.3135603155197535
DDD_2013B_536261,1,Pass,medio,4,0.3869731800766284
DDD_2013B_536536,1,Pass,medio,8,0.3369186966149952
DDD_2013B_536696,3,Fail,medio,18,0.1019568852533104
DDD_2013B_536926,1,Pass,alto,0,0.4393234169819169
DDD_2013B_537138,1,Pass,alto,3,0.3875152455926377
DDD_2013B_537139,1,Pass,medio,0,0.3708435960591132
DDD_2013B_537452,3,Fail,baixo,18,0.1895910780669145
DDD_2013B_537603,1,Pass,alto,1,0.4226527461216088
DDD_2013B_537622,1,Pass,alto,1,0.4003712429499534
DDD_2013B_537658,1,Pass,medio,2,0.3990147783251233
DDD_2013B_537868,1,Fail,alto,0,0.4168745414526778
DDD_2013B_537926,1,Fail,medio,4,0.3260338618205903
DDD_2013B_538251,1,Distinction,medio,1,0.3842806183115339
DDD_2013B_538611,1,Fail,medio,7,0.2933567496369347
DDD_2013B_538701,1,Pass,medio,2,0.409391863446745
DDD_2013B_539035,3,Fail,baixo,26,0.0423472474289171
DDD_2013B_539043,3,Fail,baixo,20,0.2283061765820386
DDD_2013B_539066,1,Pass,medio,6,0.4480387041692358
DDD_2013B_539142,1,Fail,baixo,18,0.2714550796350704
DDD_2013B_539209,1,Pass,alto,0,0.4499563083955098
DDD_2013B_539328,1,Pass,alto,0,0.3843661217561789
DDD_2013B_539622,1,Pass,medio,0,0.3647142468789862
DDD_2013B_539643,1,Pass,medio,4,0.3601145555168544
DDD_2013B_540207,1,Pass,medio,2,0.4091174751607246
DDD_2013B_540298,1,Fail,medio,1,0.3089655172413793
DDD_2013B_540310,1,Pass,alto,0,0.480648611151256
DDD_2013B_540547,3,Fail,baixo,21,0.0923248053392658
DDD_2013B_540592,1,Fail,alto,3,0.3251336427186747
DDD_2013B_540605,1,Pass,alto,0,0.4213263979193757
DDD_2013B_540686,1,Pass,alto,0,0.4105506017334913
DDD_2013B_540694,1,Pass,alto,0,0.4048215946896237
DDD_2013B_540758,1,Fail,alto,2,0.4875445552485082
DDD_2013B_540848,1,Pass,alto,0,0.3628652720863232
DDD_2013B_541228,1,Fail,medio,2,0.3463090676883781
DDD_2013B_541977,3,Fail,baixo,22,0.1852057842046718
DDD_2013B_542036,1,Pass,medio,3,0.3469141225565561
DDD_2013B_542049,2,Pass,medio,0,0.5282723877356033
DDD_2013B_542054,1,Pass,alto,0,0.4497941237201054
DDD_2013B_542205,1,Pass,medio,2,0.5450975579825745
DDD_2013B_542293,1,Pass,alto,0,0.4510253179058311
DDD_2013B_542372,1,Fail,medio,4,0.2212620962246149
DDD_2013B_543060,1,Pass,alto,0,0.3358453042306302
DDD_2013B_543202,1,Pass,alto,0,0.4725983963473923
DDD_2013B_543340,1,Pass,alto,0,0.3859099158554694
DDD_2013B_543459,1,Pass,medio,3,0.3953544061302682
DDD_2013B_543510,1,Pass,baixo,11,0.3342827707411672
DDD_2013B_543573,1,Pass,alto,0,0.3313242538394667
DDD_2013B_543749,3,Fail,baixo,15,0.1218514731852402
DDD_2013B_543756,1,Pass,alto,0,0.3508374018119144
DDD_2013B_543860,1,Pass,alto,0,0.4527556919872872
DDD_2013B_543919,1,Pass,baixo,7,0.4725648124842689
DDD_2013B_544053,1,Pass,medio,3,0.4851082136474948
DDD_2013B_544063,3,Fail,baixo,14,0.1889869018978883
DDD_2013B_544091,1,Pass,alto,0,0.4140430647637865
DDD_2013B_544226,3,Fail,medio,15,0.1609026369168357
DDD_2013B_544284,1,Fail,medio,3,0.3171127880613177
DDD_2013B_544307,1,Pass,alto,0,0.497680250783699
DDD_2013B_544467,1,Pass,medio,4,0.281363516714925
DDD_2013B_544603,1,Pass,medio,4,0.286630195311533
DDD_2013B_544839,1,Distinction,alto,0,0.4228459741890872
DDD_2013B_544907,3,Fail,medio,13,0.1982758620689655
DDD_2013B_544943,3,Fail,baixo,20,0.0868874773139746
DDD_2013B_545083,1,Pass,baixo,10,0.3212201591511937
DDD_2013B_545115,3,Fail,medio,17,0.1215632183908046
DDD_2013B_545118,1,Pass,medio,2,0.3934510946161796
DDD_2013B_545245,1,Fail,alto,1,0.3576267147768662
DDD_2013B_545387,3,Fail,medio,9,0.2284901238701037
DDD_2013B_545704,1,Pass,baixo,8,0.3003031451307313
DDD_2013B_545993,1,Fail,medio,7,0.446863063157344
DDD_2013B_546000,3,Fail,medio,20,0.1587736630760405
DDD_2013B_546054,1,Pass,medio,4,0.3874716246892228
DDD_2013B_546074,1,Pass,alto,0,0.4511135555661835
DDD_2013B_546089,1,Fail,medio,13,0.2703256462792623
DDD_2013B_546191,1,Pass,medio,7,0.2719118877219072
DDD_2013B_546221,1,Pass,alto,0,0.3988080741515407
DDD_2013B_546675,1,Pass,medio,3,0.4205717653993516
DDD_2013B_546804,1,Fail,baixo,13,0.4420225120600321
DDD_2013B_546826,1,Pass,medio,2,0.4293674663682357
DDD_2013B_546830,1,Fail,medio,5,0.356852676395073
DDD_2013B_546862,1,Pass,alto,1,0.4001077841377678
DDD_2013B_546953,1,Pass,medio,6,0.2730873369285506
DDD_2013B_547349,0,Pass,alto,0,0.4525520880720589
DDD_2013B_547445,1,Pass,medio,1,0.4139891674631767
DDD_2013B_547486,3,Fail,baixo,16,0.1817305632897836
DDD_2013B_547679,1,Fail,alto,7,0.2675683709869203
DDD_2013B_547986,1,Fail,medio,3,0.3635594585884626
DDD_2013B_548069,1,Pass,alto,1,0.4818188792144529
DDD_2013B_548267,1,Pass,medio,1,0.4279249029168734
DDD_2013B_548271,0,Fail,medio,5,0.4811719906917707
DDD_2013B_548473,1,Fail,alto,2,0.3251345888286269
DDD_2013B_548535,1,Pass,medio,2,0.4299658681297648
DDD_2013B_548602,1,Pass,baixo,5,0.4591198577084169
DDD_2013B_548677,1,Pass,alto,0,0.3424180538618633
DDD_2013B_548869,1,Fail,baixo,18,0.2486711189859616
DDD_2013B_548959,3,Fail,medio,9,0.1962362667246818
DDD_2013B_548996,1,Pass,alto,5,0.3844755177241056
DDD_2013B_549038,1,Pass,alto,1,0.4597202843664872
DDD_2013B_549095,1,Pass,medio,1,0.2316278683762811
DDD_2013B_549125,1,Pass,medio,2,0.3883394960873677
DDD_2013B_549135,1,Pass,medio,4,0.4914120886324898
DDD_2013B_549283,1,Fail,medio,7,0.3074000189987651
DDD_2013B_549354,3,Fail,baixo,24,0.0448275862068965
DDD_2013B_549545,1,Pass,medio,1,0.4816455408659307
DDD_2013B_549684,1,Pass,alto,1,0.3818231841526044
DDD_2013B_549690,0,Pass,medio,8,0.4943573667711599
DDD_2013B_549698,1,Pass,medio,0,0.4273087964904357
DDD_2013B_549710,1,Pass,medio,5,0.2844563147873916
DDD_2013B_549731,0,Pass,medio,1,0.4988807759953099
DDD_2013B_549783,1,Pass,alto,0,0.4178480204342273
DDD_2013B_549795,1,Pass,medio,0,0.4371674717837982
DDD_2013B_549872,1,Pass,medio,2,0.3061979648473635
DDD_2013B_549897,2,Fail,baixo,12,0.4547134935304991
DDD_2013B_550064,1,Pass,medio,1,0.346679663701718
DDD_2013B_550092,1,Pass,medio,4,0.3612674064061862
DDD_2013B_550348,3,Fail,baixo,20,0.1229783338419285
DDD_2013B_550371,3,Fail,baixo,25,0.0586501620984379
DDD_2013B_550545,1,Pass,alto,0,0.3843319475014267
DDD_2013B_550604,1,Pass,alto,0,0.373182465665063
DDD_2013B_550711,3,Fail,baixo,16,0.1367705570291777
DDD_2013B_550725,1,Pass,medio,1,0.4140061478528166
DDD_2013B_550762,1,Pass,medio,3,0.3448936029751557
DDD_2013B_550865,1,Pass,medio,0,0.415868454661558
DDD_2013B_550893,3,Fail,baixo,17,0.1587438423645319
DDD_2013B_550974,3,Fail,baixo,27,0.063115763546798
DDD_2013B_551169,1,Fail,alto,0,0.2864750746524145
DDD_2013B_551183,1,Pass,medio,3,0.387316783868508
DDD_2013B_551334,1,Pass,alto,0,0.392423108953096
DDD_2013B_551375,1,Pass,alto,1,0.3857097869851766
DDD_2013B_551478,1,Pass,baixo,9,0.3549201009251472
DDD_2013B_551550,1,Pass,alto,2,0.361758937045239
DDD_2013B_551573,1,Pass,alto,0,0.3679843005326605
DDD_2013B_552114,3,Fail,medio,17,0.1422236897966885
DDD_2013B_552166,1,Pass,medio,4,0.340258697866823
DDD_2013B_552635,1,Pass,medio,1,0.4137161902320216
DDD_2013B_552661,1,Pass,alto,0,0.3844897815857854
DDD_2013B_552789,0,Pass,medio,4,0.5717626979360915
DDD_2013B_552921,1,Distinction,medio,1,0.4727991592012411
DDD_2013B_552955,3,Fail,baixo,15,0.1842812360053739
DDD_2013B_553275,1,Pass,baixo,6,0.3371182692882328
DDD_2013B_553382,1,Pass,alto,0,0.3538869270921277
DDD_2013B_553575,1,Pass,alto,0,0.4439946193444913
DDD_2013B_553964,1,Pass,alto,0,0.2939483408538058
DDD_2013B_554161,1,Pass,medio,2,0.4264021603656002
DDD_2013B_554174,1,Distinction,medio,0,0.4681087370425217
DDD_2013B_554193,1,Fail,medio,2,0.4026672024512142
DDD_2013B_554205,1,Pass,alto,0,0.4063905846120001
DDD_2013B_554245,1,Pass,medio,0,0.397979525862069
DDD_2013B_554295,1,Pass,baixo,8,0.4115590092277805
DDD_2013B_554300,1,Pass,medio,10,0.3083978713278241
DDD_2013B_554446,1,Pass,medio,2,0.4290016563770516
DDD_2013B_554484,1,Pass,medio,2,0.4402739396852097
DDD_2013B_554574,1,Pass,medio,1,0.3630394383646499
DDD_2013B_554773,1,Fail,baixo,11,0.2736373748609566
DDD_2013B_554881,1,Fail,medio,5,0.3597025016903312
DDD_2013B_554885,1,Fail,baixo,12,0.2832916094645886
DDD_2013B_554995,1,Pass,alto,0,0.3444669694547864
DDD_2013B_555360,3,Fail,baixo,22,0.0901732232475311
DDD_2013B_555408,1,Fail,baixo,5,0.4226261253609648
DDD_2013B_555497,3,Fail,baixo,23,0.0625445897740784
DDD_2013B_555740,0,Pass,medio,1,0.5828344996206053
DDD_2013B_555765,3,Fail,baixo,16,0.1889869018978883
DDD_2013B_555772,3,Fail,baixo,17,0.1552909112454082
DDD_2013B_556030,3,Fail,baixo,24,0.1479082793628566
DDD_2013B_556082,1,Pass,alto,0,0.3738213228714984
DDD_2013B_556165,1,Fail,medio,6,0.2702942106928187
DDD_2013B_556185,1,Distinction,medio,4,0.4356959301978127
DDD_2013B_556295,1,Fail,medio,0,0.3887538835399428
DDD_2013B_556337,1,Pass,alto,6,0.2949417156000069
DDD_2013B_556362,1,Pass,alto,1,0.2950826882477128
DDD_2013B_556370,1,Fail,medio,5,0.3685060230988947
DDD_2013B_556373,1,Distinction,medio,2,0.4120567568300822
DDD_2013B_556389,1,Pass,medio,5,0.3817644856703132
DDD_2013B_556575,1,Distinction,medio,1,0.4498432601880878
DDD_2013B_556584,1,Pass,alto,0,0.4067994497555112
DDD_2013B_556660,1,Fail,alto,1,0.3821862013925201
DDD_2013B_556721,1,Pass,medio,1,0.3916902204635387
DDD_2013B_556756,3,Fail,baixo,26,0.0411140583554376
DDD_2013B_556774,1,Distinction,medio,3,0.3630697089266311
DDD_2013B_556780,1,Pass,alto,0,0.4558806455358179
DDD_2013B_556785,1,Pass,alto,3,0.2961566091954022
DDD_2013B_556835,1,Pass,alto,0,0.4145518927577776
DDD_2013B_556918,1,Pass,alto,0,0.2962018172583103
DDD_2013B_556934,1,Pass,medio,3,0.4675403731156229
DDD_2013B_557005,3,Fail,baixo,26,0.1231527093596059
DDD_2013B_557045,1,Pass,medio,8,0.3270225090386036
DDD_2013B_557237,3,Fail,medio,14,0.1821501014198783
DDD_2013B_557358,1,Fail,medio,6,0.4020695636570266
DDD_2013B_557432,3,Fail,medio,17,0.1341222879684418
DDD_2013B_557477,1,Fail,baixo,19,0.3769863702028767
DDD_2013B_557694,1,Pass,alto,0,0.4400862068965518
DDD_2013B_557742,1,Pass,alto,0,0.4100975184779248
DDD_2013B_557764,1,Fail,medio,0,0.3190152838910884
DDD_2013B_557846,1,Pass,medio,1,0.3672231344645137
DDD_2013B_557850,1,Fail,medio,14,0.2945859872611465
DDD_2013B_557911,1,Pass,medio,2,0.3742424242424241
DDD_2013B_557924,1,Pass,alto,0,0.370422282597865
DDD_2013B_558153,3,Fail,baixo,18,0.1651193633952254
DDD_2013B_558200,1,Pass,alto,0,0.3846162936352247
DDD_2013B_558224,1,Fail,medio,0,0.4616412723870623
DDD_2013B_558290,1,Pass,alto,1,0.4209724552704511
DDD_2013B_558415,1,Pass,medio,1,0.4532163742690058
DDD_2013B_558440,1,Pass,medio,4,0.3743518916838363
DDD_2013B_558488,1,Fail,baixo,11,0.4071110377825441
DDD_2013B_558645,1,Fail,medio,1,0.3970100839150978
DDD_2013B_558678,1,Pass,alto,0,0.4251655629139073
DDD_2013B_558779,3,Fail,baixo,24,0.1387423935091278
DDD_2013B_558787,1,Distinction,medio,0,0.4292208403994725
DDD_2013B_558806,1,Pass,medio,4,0.4401994522087226
DDD_2013B_558837,1,Pass,baixo,5,0.3372391474165829
DDD_2013B_558914,1,Fail,alto,0,0.3044358102638821
DDD_2013B_558948,1,Pass,baixo,6,0.3315380849129188
DDD_2013B_559081,1,Pass,medio,2,0.3813438324752304
DDD_2013B_559282,1,Distinction,medio,1,0.3568833903658857
DDD_2013B_559293,1,Fail,medio,2,0.4054934601664685
DDD_2013B_559410,3,Fail,baixo,17,0.2193103448275861
DDD_2013B_559420,1,Pass,alto,0,0.452146375791696
DDD_2013B_559459,1,Fail,baixo,17,0.3545833844643514
DDD_2013B_559469,1,Pass,alto,4,0.302514469140606
DDD_2013B_559474,1,Pass,medio,2,0.3774110095949177
DDD_2013B_559612,1,Fail,alto,1,0.3491462361304897
DDD_2013B_559672,1,Pass,medio,1,0.3855425812416532
DDD_2013B_559706,1,Pass,medio,1,0.4452366073964665
DDD_2013B_559823,3,Fail,baixo,17,0.1968067413238718
DDD_2013B_559838,3,Fail,baixo,27,0.0288566243194192
DDD_2013B_559903,1,Pass,alto,1,0.3776161547018054
DDD_2013B_559930,1,Fail,alto,0,0.3475753515273844
DDD_2013B_559950,3,Fail,medio,16,0.1326726665992516
DDD_2013B_560024,1,Distinction,baixo,6,0.3780933062880324
DDD_2013B_560114,1,Pass,alto,0,0.3015222431594578
DDD_2013B_560179,1,Pass,alto,0,0.3483231707317073
DDD_2013B_560240,1,Pass,medio,0,0.2989624409206587
DDD_2013B_560260,1,Pass,medio,7,0.339799989070441
DDD_2013B_560311,1,Pass,alto,1,0.4278348806366048
DDD_2013B_560347,1,Pass,medio,2,0.393571460108614
DDD_2013B_560381,1,Pass,alto,1,0.4115413053707064
DDD_2013B_560391,1,Pass,medio,1,0.4031490655810075
DDD_2013B_560444,2,Pass,alto,1,0.634040086426476
DDD_2013B_564465,3,Fail,baixo,27,0.0754622688655672
DDD_2013B_60135,1,Pass,alto,6,0.2431148287242517
DDD_2013B_66579,3,Fail,medio,17,0.182568225089909
DDD_2013B_67602,2,Pass,medio,2,0.4600441310085233
DDD_2013B_67785,1,Pass,medio,4,0.4567416890357216
DDD_2013B_69491,1,Pass,baixo,5,0.4560015074429997
DDD_2013B_77763,2,Pass,medio,3,0.5258325460557391
DDD_2013B_81351,1,Fail,medio,4,0.350920245398773
DDD_2013B_86047,1,Pass,medio,10,0.445320197044335
DDD_2013B_87107,1,Pass,medio,1,0.4103408132953314
DDD_2013B_89051,1,Pass,medio,2,0.3559741304801359
DDD_2013B_907261,1,Pass,medio,6,0.4830459770114942
DDD_2013B_90836,3,Fail,baixo,18,0.1280144241604688
DDD_2013B_92775,1,Fail,alto,0,0.2558534223718106
DDD_2013B_94923,3,Fail,baixo,16,0.2202906811057281
DDD_2013B_94964,3,Fail,baixo,24,0.1215106732348111
DDD_2013B_957467,1,Pass,alto,0,0.4256615878107457
DDD_2013B_96592,1,Pass,medio,10,0.4450518643117466
DDD_2013J_102850,2,Pass,alto,4,0.4785489848533676
DDD_2013J_103800,1,Pass,baixo,11,0.4019587839216486
DDD_2013J_104643,2,Pass,medio,0,0.5180854497157469
DDD_2013J_105523,1,Pass,medio,0,0.3779787869048164
DDD_2013J_1080206,1,Pass,medio,2,0.4658189655172414
DDD_2013J_108789,3,Fail,baixo,26,0.0437931034482758
DDD_2013J_1103608,2,Pass,alto,0,0.4634124496193462
DDD_2013J_111360,2,Fail,baixo,10,0.4736667036256791
DDD_2013J_111926,3,Fail,medio,10,0.2245680693956556
DDD_2013J_114558,1,Pass,medio,1,0.3877980526839195
DDD_2013J_1187586,2,Pass,medio,2,0.6080557707203719
DDD_2013J_120999,2,Pass,baixo,7,0.545341011586762
DDD_2013J_122739,1,Fail,baixo,13,0.2663617171006333
DDD_2013J_123497,3,Fail,baixo,22,0.1341661675365791
DDD_2013J_123598,2,Distinction,medio,9,0.5586976982972531
DDD_2013J_124006,1,Pass,medio,7,0.3471858295776124
DDD_2013J_126394,1,Pass,alto,2,0.5083250427045596
DDD_2013J_126812,1,Pass,alto,3,0.4021817415286244
DDD_2013J_127988,1,Pass,baixo,14,0.4434598343286456
DDD_2013J_1282596,1,Fail,alto,10,0.2997871845176736
DDD_2013J_128656,3,Pass,baixo,18,0.148671565856416
DDD_2013J_128965,2,Pass,baixo,12,0.5368199986450782
DDD_2013J_130467,1,Pass,medio,1,0.4533629224991465
DDD_2013J_130671,1,Pass,medio,6,0.3916666666666666
DDD_2013J_131222,1,Pass,alto,1,0.4502635455303743
DDD_2013J_132401,1,Fail,medio,9,0.261478686442261
DDD_2013J_1345808,2,Pass,alto,1,0.5103557283528941
DDD_2013J_135385,1,Pass,alto,2,0.4146555201624681
DDD_2013J_1355699,2,Pass,medio,0,0.5045977011494254
DDD_2013J_1375851,2,Pass,medio,6,0.5565191456168123
DDD_2013J_139843,3,Fail,baixo,24,0.0857996198751018
DDD_2013J_140807,1,Pass,alto,1,0.3515651318537683
DDD_2013J_1440467,1,Pass,alto,0,0.4209141491557336
DDD_2013J_1442991,1,Pass,medio,3,0.4621229150744053
DDD_2013J_144895,1,Pass,medio,5,0.3833671399594321
DDD_2013J_1449692,1,Pass,alto,0,0.3227602134267739
DDD_2013J_146485,1,Fail,baixo,7,0.3234839476813317
DDD_2013J_146666,1,Fail,medio,7,0.4835378920709137
DDD_2013J_148008,3,Fail,baixo,11,0.2093735740825239
DDD_2013J_1485105,3,Fail,baixo,24,0.0806288032454361
DDD_2013J_1497480,3,Fail,baixo,23,0.1120689655172413
DDD_2013J_1507503,2,Pass,alto,0,0.4863834928896736
DDD_2013J_1509881,1,Fail,medio,5,0.4219655589375807
DDD_2013J_1522631,1,Fail,alto,0,0.4341553906591008
DDD_2013J_1530521,1,Pass,medio,1,0.4123582504049988
DDD_2013J_1564630,1,Pass,medio,5,0.4274754824422651
DDD_2013J_156783,1,Pass,medio,1,0.4054177179702831
DDD_2013J_1569426,1,Pass,medio,1,0.4480603448275861
DDD_2013J_157310,1,Pass,medio,4,0.4020048115477145
DDD_2013J_1580084,1,Fail,baixo,14,0.3305455481214617
DDD_2013J_1581243,1,Pass,medio,5,0.4213836477987421
DDD_2013J_158611,1,Pass,medio,3,0.3855035952343463
DDD_2013J_162337,3,Fail,baixo,23,0.0439608405562137
DDD_2013J_164935,2,Pass,medio,8,0.6055236270753512
DDD_2013J_1678800,0,Pass,medio,7,0.5238399318859088
DDD_2013J_1679727,1,Pass,medio,1,0.369769519385385
DDD_2013J_1679862,1,Fail,baixo,12,0.3235765838011227
DDD_2013J_1689069,1,Pass,alto,1,0.4506790955103229
DDD_2013J_169079,1,Distinction,medio,1,0.3739033472891376
DDD_2013J_1713615,2,Distinction,medio,2,0.5721157616794331
DDD_2013J_1716492,1,Fail,alto,5,0.3870082703353532
DDD_2013J_1721891,1,Fail,baixo,12,0.304904214559387
DDD_2013J_1723019,1,Fail,medio,12,0.3021689991824172
DDD_2013J_173004,2,Fail,baixo,17,0.8254892823858342
DDD_2013J_173370,1,Pass,medio,3,0.4122055953155497
DDD_2013J_1756165,1,Pass,alto,0,0.4313721537360521
DDD_2013J_1766513,2,Pass,medio,4,0.4749602690616107
DDD_2013J_177354,1,Pass,medio,5,0.4878203100284721
DDD_2013J_1777511,1,Pass,medio,3,0.4012372551265896
DDD_2013J_178020,2,Pass,medio,9,0.4997469818549845
DDD_2013J_179718,2,Fail,medio,4,0.4220788378816726
DDD_2013J_179904,3,Fail,baixo,17,0.1053392658509454
DDD_2013J_180651,2,Pass,medio,4,0.4914125948608707
DDD_2013J_1819994,2,Distinction,alto,0,0.5370425216839433
DDD_2013J_1835411,1,Distinction,alto,0,0.4466520438005849
DDD_2013J_184025,3,Fail,baixo,26,0.0511083743842364
DDD_2013J_1847481,1,Pass,medio,6,0.3740601007835791
DDD_2013J_185127,1,Pass,baixo,9,0.4669731800766283
DDD_2013J_1868389,3,Fail,baixo,24,0.0376334675301942
DDD_2013J_1874363,1,Pass,medio,4,0.3150742949917057
DDD_2013J_1887928,1,Pass,medio,1,0.4729243388014731
DDD_2013J_188875,3,Fail,baixo,26,0.0827246475284525
DDD_2013J_1894634,2,Pass,medio,4,0.4850810319583986
DDD_2013J_189624,1,Pass,alto,1,0.35047094973189
DDD_2013J_1903477,1,Pass,medio,7,0.2913829709349147
DDD_2013J_1913872,1,Fail,alto,4,0.355529681967527
DDD_2013J_191445,1,Fail,medio,4,0.3041327232823717
DDD_2013J_1963677,1,Pass,medio,3,0.3417411664538101
DDD_2013J_1982833,3,Fail,baixo,15,0.1470567746429815
DDD_2013J_203066,1,Pass,medio,1,0.4414428730335294
DDD_2013J_2032057,1,Pass,medio,7,0.2851093250367298
DDD_2013J_2034802,1,Distinction,alto,6,0.3701380944598791
DDD_2013J_2039190,1,Distinction,alto,0,0.4126043630487477
DDD_2013J_204182,2,Pass,medio,2,0.5189691934416587
DDD_2013J_204505,3,Pass,alto,3,0.1898681330730013
DDD_2013J_205442,2,Pass,medio,3,0.5377777777777778
DDD_2013J_2089582,1,Pass,alto,0,0.4759170215688968
DDD_2013J_2098405,1,Pass,alto,0,0.427182899778181
DDD_2013J_2112088,1,Pass,alto,5,0.3398605406438055
DDD_2013J_2157412,1,Pass,medio,5,0.4027795987937589
DDD_2013J_2198952,1,Pass,medio,2,0.4556386275122949
DDD_2013J_2202076,1,Pass,medio,0,0.3292497521207447
DDD_2013J_2204293,2,Pass,alto,0,0.5292485492359446
DDD_2013J_2215898,1,Pass,alto,1,0.4685294008944081
DDD_2013J_2232218,2,Pass,medio,14,0.760033488566794
DDD_2013J_2239650,2,Distinction,alto,0,0.5142220053245727
DDD_2013J_2252750,1,Pass,medio,3,0.4735414283379637
DDD_2013J_227020,1,Fail,baixo,8,0.3905418719211823
DDD_2013J_2282040,1,Pass,medio,4,0.3922168608528501
DDD_2013J_2284294,2,Distinction,alto,0,0.6400380361343277
DDD_2013J_228888,1,Pass,baixo,15,0.3210624417520969
DDD_2013J_2289847,1,Pass,medio,2,0.4375721061402383
DDD_2013J_2292724,1,Pass,medio,1,0.4083322650942187
DDD_2013J_2296163,2,Pass,alto,0,0.5234399898017719
DDD_2013J_230510,3,Fail,baixo,25,0.1740670760510155
DDD_2013J_231572,2,Pass,baixo,7,0.5086885691012761
DDD_2013J_2327045,1,Pass,alto,0,0.4258796856569494
DDD_2013J_2327472,2,Pass,medio,2,0.4786603670155838
DDD_2013J_2337441,3,Fail,baixo,25,0.0958930647036032
DDD_2013J_2340230,2,Pass,alto,0,0.4770564639433021
DDD_2013J_2340786,2,Distinction,alto,2,0.5044957606167707
DDD_2013J_2342399,1,Pass,baixo,12,0.3280480295566502
DDD_2013J_234406,2,Pass,medio,6,0.4880268199233716
DDD_2013J_2356801,2,Pass,medio,3,0.5121597096188747
DDD_2013J_2358707,1,Pass,alto,0,0.4534700763966559
DDD_2013J_2359191,1,Pass,alto,0,0.3400201242593154
DDD_2013J_2366024,3,Fail,medio,13,0.2157542958902842
DDD_2013J_236857,1,Pass,baixo,9,0.3431553454042209
DDD_2013J_236953,1,Pass,medio,0,0.4553562555897843
DDD_2013J_2375123,1,Pass,baixo,13,0.4650383141762452
DDD_2013J_2375627,2,Pass,medio,8,0.5455249903138318
DDD_2013J_237602,1,Pass,medio,2,0.4251479113129743
DDD_2013J_2377769,1,Pass,medio,4,0.3773440122775887
DDD_2013J_237808,3,Fail,baixo,22,0.0890707188778492
DDD_2013J_2382048,1,Distinction,medio,3,0.381139489194499
DDD_2013J_2383036,1,Pass,medio,2,0.4702684488374704
DDD_2013J_238800,1,Fail,baixo,19,0.3282064003969238
DDD_2013J_2388030,3,Fail,baixo,17,0.2071887784921099
DDD_2013J_238983,1,Pass,alto,0,0.3671527973913266
DDD_2013J_2404530,3,Fail,baixo,26,0.0642959770114942
DDD_2013J_240641,1,Pass,medio,5,0.2682395644283121
DDD_2013J_2416024,1,Fail,medio,2,0.4137001580072497
DDD_2013J_2421961,1,Fail,baixo,12,0.4461244247893384
DDD_2013J_242472,3,Fail,medio,14,0.2157794090432422
DDD_2013J_2430070,1,Pass,medio,5,0.3838711906571763
DDD_2013J_2430405,1,Pass,medio,7,0.4433891625615763
DDD_2013J_243372,1,Pass,alto,1,0.2995736002966259
DDD_2013J_2434369,1,Distinction,alto,0,0.4205214465937762
DDD_2013J_2437065,2,Distinction,alto,2,0.4768183135323096
DDD_2013J_2446109,1,Pass,alto,0,0.4685573366214549
DDD_2013J_244738,1,Pass,medio,1,0.4516664262011254
DDD_2013J_245653,3,Fail,baixo,25,0.0313479623824451
