aluno,vol_w00,vol_w01,vol_w02,vol_w03,vol_w04,vol_w05,vol_w06,vol_w07,vol_w08,vol_w09,vol_w10,vol_w11,vol_w12,vol_w13,vol_w14,vol_w15,vol_w16,vol_w17,vol_w18,vol_w19,vol_w20,vol_w21,vol_w22,vol_w23,vol_w24,vol_w25,vol_w26,vol_w27,vol_w28,vol_w29
DDD_2014B_627536,47,87,62,15,20,59,12,7,29,2,11,0,1,0,0,12,1,2,0,0,16,0,0,0,25,0,0,20,0,1
DDD_2014B_627581,77,46,63,109,16,26,20,2,12,20,4,0,2,21,74,150,30,13,24,11,2,1,1,1,0,1,0,9,4,0
DDD_2014B_627655,55,6,28,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_627772,11,18,55,7,17,37,104,5,51,5,0,0,0,83,43,23,0,9,64,76,9,7,0,0,79,29,0,9,47,5
DDD_2014B_627879,157,93,88,37,34,31,18,1,21,6,2,0,11,40,42,203,119,27,5,55,6,1,0,0,28,0,4,0,0,5
DDD_2014B_627882,126,130,93,92,136,87,84,61,101,56,45,40,63,87,105,134,162,159,95,136,38,71,15,5,85,63,30,75,180,8
DDD_2014B_627891,13,17,0,10,0,36,17,0,0,17,1,9,0,0,2,0,0,61,9,49,1,0,5,0,3,0,12,18,24,0
DDD_2014B_628008,120,64,61,100,52,32,56,26,17,47,0,6,11,14,78,33,19,0,14,25,70,0,9,1,10,0,0,5,29,1
DDD_2014B_628099,101,62,79,53,70,56,57,19,62,33,1,19,14,80,44,5,10,0,48,59,83,97,38,48,50,0,6,23,44,0
DDD_2014B_628216,92,57,40,46,46,7,39,3,60,5,26,13,21,23,44,32,66,32,28,28,26,23,27,2,21,13,11,25,32,1
DDD_2014B_628246,34,90,54,92,7,1,88,61,49,33,0,1,5,73,79,12,45,43,8,71,0,17,0,0,0,0,55,106,15,0
DDD_2014B_628333,13,15,104,27,13,42,4,4,41,16,1,0,23,33,57,8,67,0,6,27,37,10,37,8,11,0,57,14,27,9
DDD_2014B_628347,13,49,26,8,10,31,57,1,15,12,0,0,0,24,23,79,41,19,22,33,0,16,0,13,28,0,26,7,50,0
DDD_2014B_628376,31,21,128,42,0,4,98,7,28,43,12,6,15,33,23,92,0,9,193,16,0,3,13,15,28,4,9,0,120,0
DDD_2014B_628386,28,37,103,80,24,27,54,6,45,63,11,9,22,44,134,175,96,36,11,61,18,10,8,13,27,10,12,80,51,5
DDD_2014B_628502,154,55,69,54,7,76,63,8,68,9,6,11,39,39,73,26,34,73,9,91,18,4,0,21,74,6,28,52,85,1
DDD_2014B_628575,18,24,46,95,25,3,73,7,2,17,0,0,1,19,19,3,1,3,1,28,9,0,1,38,12,24,4,0,16,0
DDD_2014B_628642,12,63,63,53,59,75,92,28,20,11,4,0,0,5,6,18,3,0,39,51,7,0,1,0,11,0,0,0,0,0
DDD_2014B_628806,34,304,272,320,159,175,118,66,65,140,160,171,75,36,4,103,85,38,42,18,17,0,30,28,0,0,1,6,95,5
DDD_2014B_628835,341,169,125,94,62,132,54,84,59,24,40,47,27,39,122,170,73,126,117,73,15,51,53,49,42,62,39,90,77,3
DDD_2014B_628875,54,120,54,36,4,25,28,38,32,19,4,2,9,16,24,36,17,26,33,26,0,0,1,0,0,0,0,0,4,0
DDD_2014B_628915,144,130,202,152,184,109,103,100,57,29,39,59,79,91,130,215,178,58,59,34,41,13,0,78,116,115,33,74,127,23
DDD_2014B_628956,12,26,98,81,39,15,43,9,36,9,8,53,21,24,73,63,40,19,23,58,50,36,11,13,9,3,6,74,45,15
DDD_2014B_629000,8,11,62,10,2,1,67,2,13,8,1,29,0,0,1,0,0,0,3,14,24,0,0,0,0,0,0,0,0,0
DDD_2014B_629055,93,10,92,3,7,59,46,4,21,5,3,1,7,21,35,40,72,20,17,48,6,7,1,36,63,0,0,0,0,0
DDD_2014B_629316,4,315,81,59,23,6,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_629405,185,92,80,87,62,106,41,83,69,75,22,21,25,75,141,70,111,40,8,68,6,87,31,13,42,103,161,72,82,17
DDD_2014B_629452,209,192,285,88,80,93,60,92,79,63,28,36,33,70,200,167,159,76,0,104,27,64,42,16,32,158,153,167,115,2
DDD_2014B_629696,5,7,15,68,35,42,105,2,30,27,1,0,26,20,36,20,5,1,10,75,8,15,0,17,133,58,0,116,163,1
DDD_2014B_629699,0,44,120,1,6,4,78,45,36,13,13,8,11,28,42,103,15,70,26,2,0,4,1,0,37,7,0,0,22,3
DDD_2014B_629710,154,87,154,33,118,206,64,37,2,32,17,101,44,61,29,32,108,136,51,110,69,35,43,74,92,280,218,122,115,16
DDD_2014B_629725,29,70,82,119,31,27,26,4,23,20,10,12,15,3,0,60,11,39,40,45,7,1,33,32,3,0,0,1,9,0
DDD_2014B_629822,50,25,26,27,0,0,33,0,18,0,0,7,3,6,0,1,0,16,18,20,0,1,2,2,21,0,0,7,53,1
DDD_2014B_629876,77,113,56,24,6,20,62,17,7,7,0,0,1,15,8,1,0,6,11,6,0,0,1,1,24,0,1,0,3,0
DDD_2014B_629877,106,112,112,149,50,223,39,31,65,45,2,30,13,29,160,79,30,29,46,65,14,12,27,55,10,55,78,27,50,0
DDD_2014B_629898,127,93,195,88,57,18,18,42,22,14,55,12,26,30,10,0,24,144,69,32,8,15,3,31,7,50,30,10,45,9
DDD_2014B_629921,80,42,44,55,144,38,27,8,6,32,28,25,3,42,102,41,64,118,37,76,28,0,4,24,2,17,43,64,36,16
DDD_2014B_630073,12,75,85,57,45,45,50,7,41,13,14,2,11,46,41,63,38,12,29,73,36,1,8,1,49,8,15,19,1,1
DDD_2014B_630137,80,121,176,100,119,79,111,28,81,24,7,6,7,24,213,62,68,41,40,74,38,11,38,56,38,13,36,0,37,10
DDD_2014B_630152,47,7,9,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_630178,44,39,28,0,17,38,66,0,7,5,0,6,1,0,57,19,4,0,0,0,18,21,33,12,0,0,7,0,26,0
DDD_2014B_630200,55,7,33,6,3,9,37,2,16,17,0,1,1,6,34,0,0,1,9,57,0,0,0,0,59,0,0,0,34,0
DDD_2014B_630301,195,52,116,34,10,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_630432,27,75,44,13,5,30,40,19,29,62,8,20,82,23,40,98,45,0,77,47,29,24,25,8,52,15,4,1,55,0
DDD_2014B_630596,204,228,200,133,117,101,91,60,85,37,53,112,34,122,240,105,301,117,154,73,126,39,7,72,60,167,87,161,85,5
DDD_2014B_630613,116,119,196,25,176,169,90,90,138,2,33,36,82,80,165,130,134,58,147,167,98,79,27,23,39,58,71,1,71,6
DDD_2014B_630774,0,82,159,7,91,18,3,30,47,9,30,20,5,75,79,35,7,12,19,57,1,17,10,1,30,4,23,0,18,0
DDD_2014B_630818,106,36,251,109,55,93,60,37,61,47,33,44,51,136,289,161,57,91,97,80,27,119,1,93,76,14,32,46,143,0
DDD_2014B_630935,162,239,46,168,96,78,134,12,39,34,25,32,10,26,84,99,91,51,0,0,0,49,32,60,28,26,134,11,52,11
DDD_2014B_630948,112,54,66,67,24,52,53,10,30,23,6,20,56,60,44,20,10,194,36,31,3,6,24,0,46,5,28,118,70,13
DDD_2014B_631029,28,67,29,10,1,3,62,5,4,9,2,1,4,20,13,0,0,0,2,51,1,0,0,0,0,0,0,0,0,0
DDD_2014B_631131,84,58,127,75,15,48,138,38,38,69,0,11,35,96,97,2,83,56,38,141,23,30,6,12,152,45,69,0,122,15
DDD_2014B_631207,55,28,15,1,46,42,74,28,26,3,26,0,12,0,8,0,5,9,4,6,0,0,4,0,12,0,0,0,13,0
DDD_2014B_631257,0,49,0,25,1,0,21,1,11,12,0,0,0,0,8,0,7,38,24,0,0,7,20,0,27,21,3,26,19,0
DDD_2014B_631299,24,0,9,6,73,20,3,16,0,0,23,1,14,0,52,0,0,0,1,4,3,0,0,1,32,0,0,0,9,0
DDD_2014B_631322,66,74,55,35,47,49,2,31,61,17,63,38,17,25,37,38,41,57,76,39,33,5,39,38,73,81,67,8,21,12
DDD_2014B_631355,77,6,63,119,21,26,24,6,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_631388,306,48,46,195,37,14,12,39,0,94,60,25,0,80,94,223,27,86,30,39,2,76,3,44,20,8,92,0,49,0
DDD_2014B_631439,191,37,25,74,20,33,40,88,24,2,11,0,10,54,39,32,99,48,48,9,42,28,15,9,60,23,55,99,15,0
DDD_2014B_631514,60,88,67,64,54,39,81,17,31,14,6,25,23,55,87,19,38,31,45,87,24,22,13,1,12,17,59,14,38,3
DDD_2014B_631569,54,14,74,54,47,56,49,22,27,22,4,2,29,5,118,29,20,16,80,33,4,26,0,19,9,7,37,20,48,7
DDD_2014B_631639,40,38,56,85,18,13,19,89,2,11,0,0,8,79,19,0,38,47,18,3,8,14,4,0,62,0,0,0,36,0
DDD_2014B_631670,50,70,97,129,42,23,24,10,15,36,14,23,25,35,10,61,64,68,54,17,19,4,8,24,51,20,15,4,134,46
DDD_2014B_631771,138,10,55,35,36,40,43,33,27,7,13,14,7,10,29,17,42,1,59,54,13,10,20,37,11,5,1,147,96,5
DDD_2014B_631813,27,16,16,6,90,0,0,4,4,11,0,0,4,4,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_631851,141,98,92,91,38,152,92,48,16,36,22,49,41,30,121,36,161,89,59,184,49,44,26,59,105,195,38,128,84,19
DDD_2014B_631945,74,47,15,17,78,29,26,2,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_632115,58,0,68,120,132,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_632125,390,413,382,97,96,67,50,91,51,8,28,15,9,1,51,32,0,18,17,1,0,21,0,0,31,4,0,0,0,0
DDD_2014B_632195,149,105,112,58,42,26,60,34,38,24,78,2,0,8,7,9,6,9,6,46,57,0,0,2,19,0,0,0,0,3
DDD_2014B_632205,59,40,46,22,17,45,12,7,21,6,1,12,2,37,45,36,24,19,69,43,6,6,6,4,18,1,0,1,19,0
DDD_2014B_632215,428,282,168,163,185,51,422,251,224,310,197,191,71,0,0,114,436,215,262,1,205,250,184,55,72,163,0,8,3,13
DDD_2014B_632305,12,16,24,0,2,15,32,0,23,17,0,2,7,4,14,1,3,0,14,35,0,1,0,0,31,0,8,0,2,0
DDD_2014B_632463,73,29,44,66,128,34,72,38,14,35,34,51,14,88,35,66,93,85,105,7,8,31,20,14,0,0,0,0,1,0
DDD_2014B_632482,70,23,0,29,8,0,7,0,0,0,2,2,1,5,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
DDD_2014B_632504,16,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_632551,196,168,72,102,77,9,92,19,18,8,20,50,26,13,87,71,0,20,0,76,21,0,1,7,57,8,7,0,34,0
DDD_2014B_632680,31,81,61,31,16,16,27,10,21,17,10,16,5,48,77,97,45,83,11,34,35,18,17,2,13,22,14,17,51,0
DDD_2014B_632725,1,53,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_632741,224,103,229,119,74,35,64,101,73,85,69,92,79,81,105,146,53,138,105,35,110,30,15,30,24,67,65,30,50,15
DDD_2014B_632790,21,34,79,7,9,3,81,36,52,6,16,8,9,64,36,15,12,9,45,202,1,3,22,78,95,21,39,50,180,0
DDD_2014B_632814,35,0,69,28,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_632845,195,124,197,86,72,101,84,15,39,39,47,15,27,24,23,55,186,138,157,56,4,8,2,17,8,33,22,20,128,0
DDD_2014B_632898,88,19,69,20,19,13,24,0,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_633008,49,21,18,31,53,59,13,27,3,23,3,53,35,68,40,41,54,181,110,24,45,27,21,98,48,45,50,40,52,16
DDD_2014B_633214,95,56,7,44,32,5,0,37,3,0,1,1,0,0,4,3,0,0,5,47,0,0,0,0,0,0,0,0,0,0
DDD_2014B_633325,2,5,0,1,16,72,21,3,56,25,10,18,1,44,139,16,11,9,7,28,125,88,16,0,254,150,30,0,130,24
DDD_2014B_633355,45,19,66,12,17,63,65,20,40,23,3,11,3,33,21,4,109,37,10,64,9,7,1,1,31,14,1,13,48,11
DDD_2014B_633368,41,14,51,26,24,30,44,16,11,13,8,9,0,0,36,3,0,21,97,58,9,0,6,5,55,0,0,26,39,0
DDD_2014B_633467,31,56,93,103,141,62,49,18,14,10,17,8,9,0,34,89,201,202,92,87,15,9,13,27,9,42,43,6,28,20
DDD_2014B_633510,21,0,37,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_633591,149,74,117,94,76,32,109,42,26,51,7,15,6,35,99,45,90,68,30,150,8,6,7,14,82,11,4,12,53,5
DDD_2014B_633763,146,77,73,75,19,38,33,31,34,30,19,1,13,28,39,83,16,67,48,68,35,19,52,42,41,35,24,21,29,6
DDD_2014B_633764,299,77,27,40,10,15,10,68,7,48,0,0,0,0,68,30,116,4,16,47,10,8,13,0,20,0,30,1,10,0
DDD_2014B_633864,157,113,66,72,18,14,111,13,23,32,29,23,5,12,111,43,18,81,5,9,0,0,0,1,0,0,9,30,144,24
DDD_2014B_633921,54,101,12,64,68,27,13,31,10,7,7,12,20,46,62,155,111,42,36,24,62,3,34,1,17,12,17,5,22,4
DDD_2014B_633960,313,60,158,55,44,30,74,84,62,10,4,21,139,52,60,143,6,85,76,85,11,0,37,77,35,0,190,132,51,6
DDD_2014B_634094,142,16,39,4,29,71,11,21,14,47,17,0,18,33,60,37,16,56,10,34,0,30,32,22,48,2,66,31,53,0
DDD_2014B_634106,88,175,169,96,23,34,40,19,22,5,27,12,8,66,66,64,46,12,34,49,40,33,18,8,8,45,13,13,12,1
DDD_2014B_634178,81,84,94,5,21,12,81,8,35,64,38,44,21,15,61,18,0,22,37,172,21,22,12,24,57,35,11,75,118,14
DDD_2014B_634246,40,26,141,66,32,68,0,0,40,13,16,0,16,31,4,21,19,0,3,13,14,38,4,6,8,81,3,53,22,0
DDD_2014B_634278,200,32,106,0,0,85,41,0,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_634351,5,3,2,22,19,16,42,0,28,8,3,10,3,23,16,23,0,78,71,42,0,4,16,0,14,0,0,39,18,1
DDD_2014B_634383,109,48,132,93,70,23,34,15,45,28,2,24,36,12,25,100,36,41,38,28,23,0,9,47,16,124,79,21,49,0
DDD_2014B_634397,171,89,71,41,32,21,27,84,21,19,5,18,4,8,7,58,28,15,8,0,9,0,1,0,0,0,0,0,0,0
DDD_2014B_634420,31,94,85,139,29,24,26,1,0,40,0,17,35,56,52,66,136,55,60,205,59,58,47,1,49,91,71,74,175,90
DDD_2014B_634596,162,118,45,122,104,44,17,50,37,36,27,18,89,13,41,96,73,19,29,41,0,0,0,0,40,0,0,0,0,0
DDD_2014B_634648,11,24,21,4,81,69,12,17,5,29,20,3,0,12,16,52,46,28,9,34,54,21,7,10,18,41,23,15,3,4
DDD_2014B_634681,88,75,163,35,21,69,46,1,20,1,2,3,21,7,8,92,10,106,81,20,24,0,5,20,8,1,17,63,52,3
DDD_2014B_634824,83,93,105,34,19,15,32,15,30,17,11,6,22,3,18,22,3,5,6,7,40,0,12,21,42,0,1,22,77,0
DDD_2014B_634905,115,32,127,111,63,77,126,32,106,13,3,17,24,41,69,31,3,12,122,141,98,0,4,90,43,11,0,0,7,1
DDD_2014B_634909,45,0,15,4,4,0,25,0,8,0,0,1,1,0,9,0,2,1,0,0,0,0,1,0,6,0,0,0,5,1
DDD_2014B_635058,126,87,96,66,56,70,57,22,32,42,6,24,26,16,43,31,51,10,3,19,90,4,27,8,59,9,2,10,171,17
DDD_2014B_635100,40,38,36,10,26,51,19,0,24,9,1,9,3,0,24,35,23,17,37,29,0,0,12,0,5,0,0,2,0,0
DDD_2014B_635141,122,138,74,97,48,67,39,106,44,36,35,32,33,23,63,60,42,43,17,9,8,0,11,6,0,3,8,0,47,1
DDD_2014B_64450,459,236,127,75,93,72,288,55,122,112,79,41,25,47,39,131,242,86,82,191,30,22,0,8,105,115,55,7,146,6
DDD_2014B_67781,36,6,86,138,144,38,44,60,92,99,23,68,44,20,5,39,74,54,60,37,28,82,25,27,29,46,91,72,130,7
DDD_2014B_69489,67,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_71723,0,115,21,17,9,13,5,0,1,13,1,2,14,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DDD_2014B_84576,57,182,62,72,5,37,18,83,1,30,6,1,14,18,171,60,120,65,3,0,4,34,32,56,0,431,144,118,36,2
DDD_2014B_84605,0,0,0,0,0,0,0,0,0,0,1,36,43,2,216,0,73,0,0,1,1,0,0,0,0,3,1,0,0,11
DDD_2014B_879295,0,0,21,13,1,13,12,0,28,13,18,3,0,31,3,13,12,3,0,19,12,0,15,3,0,0,0,0,2,0
DDD_2014B_88490,47,6,55,76,11,49,0,22,2,62,3,9,10,8,47,15,110,7,26,5,36,0,12,30,130,91,35,25,13,1
DDD_2014B_88910,27,36,76,83,40,22,41,47,3,21,10,2,6,0,1,32,0,16,0,0,34,0,0,5,7,11,7,0,2,0
DDD_2014B_89904,66,31,92,9,8,31,5,13,8,27,5,1,16,36,15,33,24,28,7,2,25,10,0,2,9,17,3,10,2,6
DDD_2014B_90537,0,44,73,45,17,0,15,9,184,63,1,0,38,32,56,0,45,15,13,14,0,29,11,0,34,0,2,0,14,2
DDD_2014B_909056,78,182,58,35,70,36,71,11,43,80,57,58,17,42,114,51,40,80,33,73,92,16,6,46,11,0,51,34,30,3
DDD_2014B_97939,38,12,20,7,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014B_99151,1,230,122,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_100561,10,77,20,30,86,58,58,15,3,7,13,56,33,40,54,18,58,25,22,26,0,34,21,14,5,39,21,80,0,0
DDD_2014J_101279,80,1,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_102221,77,45,76,48,52,16,85,0,1,16,0,13,31,1,0,50,31,80,25,16,32,12,34,11,52,0,25,47,0,0
DDD_2014J_104772,21,6,6,1,0,0,6,0,0,0,35,2,4,8,6,11,39,4,3,0,0,1,0,0,0,0,0,0,0,0
DDD_2014J_106553,23,13,22,37,7,31,24,12,0,15,3,0,63,13,17,1,64,25,30,0,9,71,0,5,0,0,0,26,10,0
DDD_2014J_1078701,192,96,87,70,154,162,99,56,25,28,44,17,142,31,52,28,65,23,10,46,47,23,61,16,30,46,10,130,3,12
DDD_2014J_1082062,168,112,96,41,85,112,86,21,56,75,75,84,56,46,38,200,154,56,65,43,42,26,44,128,173,155,69,39,0,0
DDD_2014J_110524,89,36,24,23,31,12,48,14,2,24,18,40,7,17,5,48,41,33,19,22,48,11,65,36,19,18,52,6,2,0
DDD_2014J_110640,166,142,70,93,210,212,65,10,0,32,32,27,58,63,28,53,113,25,25,1,0,63,107,33,22,21,75,13,0,0
DDD_2014J_111926,174,108,71,15,12,23,11,7,0,8,0,20,12,44,0,0,1,0,0,7,12,6,0,0,0,0,8,1,8,0
DDD_2014J_1173473,120,106,125,110,70,98,57,32,65,58,96,86,96,45,104,47,103,68,93,71,48,37,54,156,150,99,96,71,36,12
DDD_2014J_123183,114,136,106,89,93,107,98,148,14,14,60,143,169,122,67,74,59,68,99,95,94,64,96,111,103,64,114,49,0,1
DDD_2014J_129989,156,74,71,57,62,149,49,56,0,20,89,27,15,27,93,57,51,38,20,33,11,10,7,1,17,71,20,8,0,0
DDD_2014J_131152,60,23,33,1,33,1,28,0,1,2,0,4,1,1,1,0,19,0,0,2,1,6,0,0,0,3,33,38,1,0
DDD_2014J_131612,68,84,74,114,91,72,53,0,8,36,11,8,80,22,29,72,112,80,38,8,8,42,48,34,44,49,126,48,18,4
DDD_2014J_132157,8,54,42,19,31,21,68,4,4,6,12,51,35,2,2,14,68,7,6,4,2,43,13,4,12,13,29,104,1,6
DDD_2014J_132511,62,53,22,7,89,45,18,2,0,8,14,8,21,7,1,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_133365,191,97,173,111,120,108,59,39,25,39,17,65,50,77,73,80,80,92,82,52,21,60,36,35,58,22,15,25,6,7
DDD_2014J_134243,109,137,147,63,235,88,6,21,85,31,37,26,44,44,63,23,133,106,90,120,96,60,11,25,44,59,109,147,32,13
DDD_2014J_134920,6,17,29,10,14,1,0,23,2,0,0,0,25,0,0,0,15,0,0,0,0,0,8,2,0,0,0,5,0,0
DDD_2014J_1360878,49,0,5,0,27,1,13,0,0,0,10,0,1,10,0,3,56,3,5,7,1,8,0,3,2,0,2,2,1,0
DDD_2014J_136135,17,42,71,7,95,13,28,11,1,1,12,20,7,1,1,1,59,4,0,4,58,2,1,5,21,57,17,104,15,14
DDD_2014J_136793,76,21,11,25,4,20,11,31,0,0,0,0,6,0,16,45,32,0,0,21,44,15,0,0,0,0,22,14,0,0
DDD_2014J_1380308,11,19,11,27,27,38,34,0,0,8,0,0,0,11,6,0,9,0,0,0,0,10,0,18,10,9,16,30,0,6
DDD_2014J_1382719,102,39,95,149,80,24,42,6,2,31,37,7,76,24,67,35,58,12,62,30,6,12,5,2,0,0,17,13,0,2
DDD_2014J_138715,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9,0,0,0,17,0,0,0,0,0,0,0,0
DDD_2014J_147328,38,68,198,43,39,75,149,36,46,33,63,137,167,125,111,122,105,61,66,108,30,214,55,168,83,11,48,17,2,2
DDD_2014J_147715,178,43,46,35,73,17,13,15,3,15,15,18,0,13,10,20,0,41,13,42,0,7,7,0,69,90,32,46,0,0
DDD_2014J_1482413,10,0,19,22,29,11,37,0,0,12,7,14,13,24,0,0,2,0,1,0,23,0,11,0,0,0,0,0,0,0
DDD_2014J_148414,58,54,36,78,82,73,40,70,18,44,46,45,14,15,27,41,78,9,57,5,26,45,13,26,110,54,39,55,1,0
DDD_2014J_151745,42,52,58,19,35,9,35,6,0,7,13,22,14,3,31,8,4,0,34,1,0,14,8,5,2,18,72,79,0,0
DDD_2014J_152320,32,5,0,5,1,4,8,6,2,0,15,0,7,7,2,0,61,26,6,2,0,0,28,15,5,42,9,77,0,0
DDD_2014J_1526210,92,100,60,14,25,105,119,17,71,54,4,26,17,106,15,14,28,33,31,23,13,32,36,13,61,21,21,31,7,3
DDD_2014J_153170,84,50,67,21,124,59,37,26,2,26,7,30,13,7,11,22,10,36,14,4,4,19,30,22,50,0,75,138,14,12
DDD_2014J_154073,41,62,32,0,76,1,18,1,0,0,1,0,10,1,0,1,7,1,0,1,1,20,2,0,0,0,1,29,0,0
DDD_2014J_1589066,129,12,55,54,98,53,20,26,5,22,48,28,76,51,32,54,58,25,14,2,1,16,82,5,1,22,30,9,10,2
DDD_2014J_1591864,152,131,60,19,10,11,18,0,0,0,0,1,10,27,0,15,0,0,0,0,0,0,0,0,0,49,0,45,0,0
DDD_2014J_1593730,33,81,43,150,64,35,27,28,0,37,108,42,34,99,86,12,44,58,37,15,47,11,63,35,80,12,107,57,0,0
DDD_2014J_162337,74,86,53,11,15,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_1624025,0,15,25,5,47,24,0,0,0,0,32,15,126,8,34,52,157,41,5,57,33,64,112,86,66,69,82,180,0,0
DDD_2014J_163996,136,55,53,61,38,28,26,7,13,12,6,0,8,7,0,0,28,16,1,0,0,11,3,49,9,0,36,31,0,0
DDD_2014J_1667087,49,72,106,75,147,73,83,41,13,97,123,62,79,75,26,55,64,34,21,10,69,28,113,30,22,137,83,121,9,9
DDD_2014J_1684787,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,4,1,0,0,3,0,0,39,138,9,30,0,0
DDD_2014J_169894,34,26,43,0,47,44,20,4,3,4,10,0,24,47,0,14,40,1,1,7,9,33,23,0,1,0,0,31,0,13
DDD_2014J_1723564,58,72,104,10,83,57,15,35,0,0,25,23,33,13,1,0,3,21,1,0,2,0,8,0,38,255,46,61,0,0
DDD_2014J_172965,13,84,72,60,50,0,0,43,2,1,31,35,38,28,5,4,48,12,1,0,55,30,5,46,23,86,19,62,0,0
DDD_2014J_1747824,6,10,28,9,41,5,22,7,0,0,9,5,9,10,3,0,6,0,0,0,0,0,2,0,0,0,0,29,3,19
DDD_2014J_1757548,566,246,137,32,144,234,87,100,113,6,12,130,110,135,0,13,28,108,7,48,25,22,55,134,110,205,34,82,26,10
DDD_2014J_1774297,12,0,101,53,57,54,33,19,5,0,0,9,5,29,37,47,36,24,0,0,0,0,8,0,0,0,0,20,5,1
DDD_2014J_177781,0,39,115,10,54,17,31,33,0,1,0,0,0,10,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_1782581,33,12,39,40,21,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD_2014J_1804143,22,21,71,32,40,10,20,5,3,35,22,0,82,60,69,55,49,83,19,14,5,30,9,0,0,3,4,39,36,6
DDD_2014J_1822731,81,53,91,56,64,72,40,11,0,44,25,25,97,16,62,111,58,19,26,58,38,24,24,19,58,28,2,30,0,0
DDD_2014J_1832492,28,68,40,1,75,20,43,46,20,7,8,26,80,59,5,25,24,32,4,2,2,31,46,20,16,7,23,26,4,14
DDD_2014J_184409,176,75,81,53,67,89,57,38,62,43,58,39,83,37,81,112,53,95,72,76,17,16,39,178,154,77,54,150,23,27
DDD_2014J_1855583,0,35,37,30,10,21,13,2,0,13,13,24,16,18,1,17,33,21,5,0,11,24,18,8,10,8,3,61,15,3
DDD_2014J_1879751,100,248,422,135,224,94,96,87,1,58,57,29,101,51,96,76,107,56,48,53,0,1,8,59,60,94,169,123,51,10
DDD_2014J_1881062,225,155,136,69,89,82,50,10,0,51,119,62,94,100,54,80,56,43,34,74,0,12,32,99,44,116,55,1,0,0
DDD_2014J_189143,68,16,13,0,10,9,45,31,21,68,7,1,17,47,22,19,14,25,33,14,1,15,34,20,70,30,61,81,0,0
DDD_2014J_1901764,4,38,23,0,45,76,8,68,29,0,41,17,316,187,61,17,0,15,0,4,0,64,6,31,227,32,29,41,100,1
DDD_2014J_190279,725,686,645,736,593,458,404,415,92,439,572,258,539,419,367,487,484,304,303,248,310,284,268,192,501,554,381,680,113,26
DDD_2014J_1917311,61,57,47,49,102,37,63,9,23,2,14,12,25,17,5,0,11,0,4,11,1,25,18,23,31,7,21,23,18,8
DDD_2014J_191732,0,15,33,0,23,0,6,26,0,0,0,0,4,0,1,0,35,0,0,8,0,0,0,0,0,0,0,0,0,0
DDD_2014J_192375,147,176,78,127,51,40,74,68,7,38,47,10,76,24,17,2,60,6,14,16,2,21,35,1,3,13,79,28,0,0
DDD_2014J_1925789,52,22,25,3,0,0,0,9,0,18,0,3,8,19,26,16,8,16,17,0,0,1,26,21,0,0,22,2,0,0
