aluno,cluster,final_result,faixa_volume,semanas_mortas,centro_massa
EEE_2014B_632700,0,Pass,alto,3,0.3314187136107899
EEE_2014B_632800,0,Fail,alto,3,0.3693898072300977
EEE_2014B_632883,0,Pass,medio,3,0.3664488911024522
EEE_2014B_632904,0,Distinction,medio,3,0.3806854241590861
EEE_2014B_632977,0,Pass,medio,2,0.4515344961136781
EEE_2014B_633107,0,Pass,alto,5,0.3719812567583804
EEE_2014B_633259,1,Fail,baixo,20,0.1632410395787328
EEE_2014B_633270,0,Pass,alto,3,0.4900172147585497
EEE_2014B_633304,1,Pass,medio,9,0.2583307311415443
EEE_2014B_633310,0,Pass,medio,9,0.3490287425647851
EEE_2014B_633334,0,Fail,medio,7,0.3618273665714914
EEE_2014B_633395,1,Fail,baixo,25,0.0533733133433283
EEE_2014B_633432,1,Fail,baixo,17,0.2487465466080016
EEE_2014B_633455,0,Pass,alto,7,0.3346147872009941
EEE_2014B_633511,0,Pass,medio,2,0.4865213535087483
EEE_2014B_633544,0,Pass,medio,6,0.4826778648146651
EEE_2014B_633605,0,Pass,baixo,12,0.3132321399109058
EEE_2014B_633634,0,Pass,medio,3,0.4336405665655642
EEE_2014B_633637,1,Fail,baixo,25,0.0747126436781609
EEE_2014B_633695,0,Distinction,alto,2,0.4148661171535873
EEE_2014B_633716,1,Pass,medio,16,0.3284167164972427
EEE_2014B_633746,0,Distinction,alto,1,0.4528411469940704
EEE_2014B_633998,0,Pass,medio,5,0.4839004338890157
EEE_2014B_634040,1,Fail,baixo,21,0.1190546967895362
EEE_2014B_634193,0,Pass,medio,4,0.4229772712910497
EEE_2014B_634216,0,Distinction,alto,0,0.3821891460394482
EEE_2014B_634241,0,Distinction,alto,3,0.3965857643734895
EEE_2014B_634309,0,Pass,alto,2,0.3908652903442674
EEE_2014B_634318,0,Pass,alto,3,0.4267487429092926
EEE_2014B_634433,1,Fail,baixo,21,0.074524450621037
EEE_2014B_634570,0,Distinction,alto,3,0.4597802733630976
EEE_2014B_634600,0,Pass,alto,2,0.4214839052493218
EEE_2014B_634737,0,Fail,medio,13,0.366419220945083
EEE_2014B_634744,1,Fail,baixo,17,0.1998536540748193
EEE_2014B_634817,0,Pass,alto,2,0.391811259975108
EEE_2014B_634862,0,Fail,alto,2,0.4583360289836319
EEE_2014B_634869,0,Pass,medio,5,0.4281985175636482
EEE_2014B_635041,0,Pass,alto,5,0.4621136590229312
EEE_2014B_635043,0,Distinction,medio,8,0.3831277022039439
EEE_2014B_635109,0,Pass,medio,4,0.4394519911761291
EEE_2014B_635515,1,Fail,baixo,15,0.1734701577001433
EEE_2014B_64296,1,Fail,baixo,20,0.1763583153072909
EEE_2014B_70537,0,Pass,alto,1,0.3961294268406337
EEE_2014B_83219,0,Pass,alto,3,0.4335045012837596
EEE_2014B_996047,0,Pass,alto,8,0.5050322988067203
EEE_2014J_108281,0,Pass,alto,2,0.3878854705839469
EEE_2014J_108497,0,Pass,alto,2,0.3358184199039721
EEE_2014J_110789,1,Pass,medio,14,0.2971322127880783
EEE_2014J_124304,0,Pass,alto,4,0.4237468894418769
EEE_2014J_126450,0,Pass,alto,2,0.4180315214797973
EEE_2014J_131776,0,Pass,medio,7,0.407700743267942
EEE_2014J_1334225,0,Distinction,alto,2,0.4098714438204855
EEE_2014J_134212,0,Pass,alto,3,0.3660859585110573
EEE_2014J_1354095,0,Pass,alto,1,0.4953155818540434
EEE_2014J_135763,1,Pass,baixo,11,0.2792905650425266
EEE_2014J_142092,0,Distinction,medio,6,0.4716344339098963
EEE_2014J_1429504,0,Pass,alto,3,0.4359348161833692
EEE_2014J_1483814,0,Distinction,alto,9,0.3787096564711994
EEE_2014J_1490624,0,Distinction,alto,4,0.3489655172413793
EEE_2014J_1497822,0,Pass,medio,3,0.3896753640096022
EEE_2014J_158708,0,Pass,medio,4,0.3566502463054188
EEE_2014J_159287,0,Pass,alto,5,0.3379479171063183
EEE_2014J_161781,1,Fail,baixo,19,0.0902063588088996
EEE_2014J_162210,0,Distinction,alto,2,0.4057039685462125
EEE_2014J_1674799,0,Distinction,alto,2,0.4198143041465326
EEE_2014J_1679610,0,Distinction,alto,1,0.2720851654709558
EEE_2014J_171843,0,Pass,medio,9,0.4685276409414341
EEE_2014J_173341,1,Fail,baixo,25,0.0670914542728635
EEE_2014J_175940,0,Pass,medio,3,0.4245185099757814
EEE_2014J_177472,1,Fail,baixo,24,0.0712894918660888
EEE_2014J_1797068,0,Pass,alto,1,0.4131482006234061
EEE_2014J_1878648,0,Pass,alto,1,0.420151021869194
EEE_2014J_189117,0,Distinction,medio,6,0.4434664246823955
EEE_2014J_1895288,0,Distinction,alto,3,0.4101058014786266
EEE_2014J_190780,0,Pass,alto,1,0.3959190129705789
EEE_2014J_1910737,0,Pass,medio,10,0.3136797172013607
EEE_2014J_195252,1,Fail,baixo,22,0.139509192772035
EEE_2014J_195897,0,Pass,medio,9,0.4194353421149714
EEE_2014J_196132,0,Pass,alto,1,0.4471511147811725
EEE_2014J_2004220,1,Pass,baixo,13,0.2378002615458738
EEE_2014J_2024200,1,Fail,medio,16,0.1581688682501333
EEE_2014J_202606,0,Pass,alto,1,0.3939348769419324
EEE_2014J_2065756,0,Pass,alto,4,0.3210095007381052
EEE_2014J_2067969,0,Pass,medio,5,0.4336468129571578
EEE_2014J_2072671,0,Fail,baixo,20,0.3476871320437343
EEE_2014J_2137785,0,Pass,baixo,12,0.4530813689200597
EEE_2014J_2151019,1,Fail,baixo,20,0.1377820808818053
EEE_2014J_2173643,0,Pass,alto,5,0.4029947805253701
EEE_2014J_2192061,0,Distinction,alto,2,0.4303526203000195
EEE_2014J_2204389,0,Pass,alto,3,0.4223315607696946
EEE_2014J_2211797,0,Pass,alto,2,0.3916642216285496
EEE_2014J_2221654,0,Pass,medio,7,0.4840740392746407
EEE_2014J_2229389,0,Pass,medio,1,0.4810860350555619
EEE_2014J_2230251,0,Pass,medio,8,0.289418267965254
EEE_2014J_2257400,0,Pass,medio,8,0.4000959012633949
EEE_2014J_2258124,0,Distinction,medio,11,0.4749186727391021
EEE_2014J_2259662,0,Pass,medio,8,0.3574538488331592
EEE_2014J_2281441,0,Pass,alto,1,0.4355840108510483
EEE_2014J_2286544,0,Pass,alto,6,0.4363750413827952
EEE_2014J_2289071,0,Pass,medio,8,0.4833926244232326
EEE_2014J_2290886,1,Pass,alto,7,0.2818403130874241
EEE_2014J_2297016,0,Pass,alto,2,0.475176981045901
EEE_2014J_231017,0,Pass,medio,5,0.4892226526295776
EEE_2014J_232078,1,Fail,baixo,25,0.2176724137931034
EEE_2014J_233335,0,Pass,alto,5,0.3394006079707578
EEE_2014J_233685,0,Pass,alto,3,0.4012303545045317
EEE_2014J_2338535,1,Fail,baixo,18,0.1029771999246278
EEE_2014J_2352407,0,Pass,alto,3,0.3796919163369134
EEE_2014J_2355274,0,Pass,alto,7,0.4895402298850574
EEE_2014J_236512,1,Fail,baixo,25,0.0844155844155844
EEE_2014J_2391303,1,Fail,baixo,27,0.0703125
EEE_2014J_239908,0,Pass,medio,1,0.423158258167537
EEE_2014J_2410632,1,Fail,medio,14,0.222141560798548
EEE_2014J_241728,0,Distinction,alto,1,0.4050543518289855
EEE_2014J_2427886,0,Fail,alto,9,0.3065702040655841
EEE_2014J_2436584,1,Fail,baixo,25,0.068100358422939
EEE_2014J_2437591,0,Distinction,alto,0,0.4244055401209348
EEE_2014J_243926,1,Fail,medio,14,0.1625548374923345
EEE_2014J_2442423,0,Pass,baixo,16,0.3419084108739281
EEE_2014J_2453691,0,Distinction,alto,3,0.3830241232713827
EEE_2014J_2464118,0,Pass,medio,16,0.4589386157984836
EEE_2014J_250159,0,Pass,medio,4,0.2864974984271548
EEE_2014J_2533383,0,Pass,medio,8,0.3759156691084509
EEE_2014J_253496,0,Pass,alto,9,0.3190809522930019
EEE_2014J_2535666,0,Pass,alto,1,0.4525588475237279
EEE_2014J_2538792,1,Pass,medio,9,0.2707071718132225
EEE_2014J_2542182,0,Pass,medio,4,0.4695199570026307
EEE_2014J_2550960,0,Pass,medio,6,0.3494555353901995
EEE_2014J_2592973,0,Pass,alto,1,0.4122870201815158
EEE_2014J_2599179,0,Pass,alto,4,0.4462389058635239
EEE_2014J_2622627,0,Pass,medio,14,0.4337850529987924
EEE_2014J_2626779,0,Pass,alto,8,0.4725274725274726
EEE_2014J_2627992,0,Pass,alto,0,0.5112094098723233
EEE_2014J_2637000,0,Fail,medio,14,0.2869658228492843
EEE_2014J_2639115,0,Pass,alto,0,0.3993156878056799
EEE_2014J_2644404,0,Pass,baixo,11,0.4364017991004498
EEE_2014J_2654928,0,Pass,alto,6,0.4061213423573594
EEE_2014J_2663195,0,Pass,medio,4,0.4310501996039355
EEE_2014J_2686053,0,Distinction,alto,1,0.4137931034482759
EEE_2014J_2686712,1,Fail,medio,9,0.181427707199032
EEE_2014J_269220,0,Pass,medio,6,0.3939806412583181
EEE_2014J_270988,0,Pass,medio,6,0.3708718238018005
EEE_2014J_274967,0,Pass,medio,7,0.4715479072607908
EEE_2014J_284095,0,Distinction,alto,1,0.4434696368629844
EEE_2014J_285934,0,Pass,alto,5,0.4464492679715532
EEE_2014J_286262,0,Pass,baixo,9,0.4224489795918368
EEE_2014J_286527,0,Pass,baixo,17,0.346966051857792
EEE_2014J_296222,0,Distinction,medio,4,0.4357730075359671
EEE_2014J_298148,0,Pass,medio,11,0.472567360044674
EEE_2014J_299707,0,Pass,medio,6,0.3870608071358643
EEE_2014J_307953,0,Pass,medio,4,0.4162672027215092
EEE_2014J_310968,0,Pass,medio,7,0.4330785638108781
EEE_2014J_318769,0,Pass,alto,1,0.437872472355231
EEE_2014J_318855,1,Fail,baixo,25,0.1133004926108374
EEE_2014J_332945,0,Pass,alto,0,0.4224660819610413
EEE_2014J_333637,0,Pass,baixo,21,0.4516780071502709
EEE_2014J_333976,0,Fail,medio,3,0.3631624674196351
EEE_2014J_341010,0,Fail,alto,8,0.3495409636526085
EEE_2014J_344740,0,Distinction,alto,2,0.3863127790330854
EEE_2014J_345256,0,Pass,alto,4,0.4382086357403257
EEE_2014J_345288,0,Pass,alto,0,0.3744817473960966
EEE_2014J_346093,0,Pass,alto,5,0.4180262522597379
EEE_2014J_348288,0,Pass,medio,6,0.3483200192685963
EEE_2014J_355049,0,Pass,alto,0,0.3986966750116368
EEE_2014J_355617,0,Pass,medio,14,0.2746388071544285
EEE_2014J_356735,0,Pass,alto,0,0.3305416895402724
EEE_2014J_360266,0,Distinction,alto,0,0.4232559335544756
EEE_2014J_364322,0,Pass,medio,8,0.5367711281137546
EEE_2014J_369713,0,Pass,medio,3,0.414924869967251
EEE_2014J_369942,0,Distinction,alto,0,0.4888337853545139
EEE_2014J_378825,0,Pass,medio,3,0.4260207319653056
EEE_2014J_381185,0,Distinction,alto,1,0.4591272477012827
EEE_2014J_381586,0,Pass,medio,8,0.3219006128627335
EEE_2014J_381983,1,Fail,medio,21,0.0669269139015397
EEE_2014J_387944,0,Fail,medio,10,0.345331463874162
EEE_2014J_391301,1,Fail,baixo,20,0.2763825634352634
EEE_2014J_396674,0,Pass,medio,3,0.4451684041700081
EEE_2014J_398019,0,Fail,medio,12,0.3114754098360656
EEE_2014J_398413,0,Pass,alto,0,0.3469043006586594
EEE_2014J_401240,0,Pass,alto,1,0.4061199963021171
EEE_2014J_402295,1,Pass,alto,5,0.2592436770821534
EEE_2014J_404200,1,Pass,medio,12,0.1664205680535047
EEE_2014J_404695,0,Pass,medio,1,0.4008653269737013
EEE_2014J_405125,0,Distinction,alto,2,0.4138927646003587
EEE_2014J_407731,1,Pass,medio,5,0.2410552242675654
EEE_2014J_408763,0,Pass,medio,1,0.4310783539527947
EEE_2014J_410587,0,Pass,alto,3,0.3942606601858007
EEE_2014J_410592,0,Pass,alto,1,0.3594389246054939
EEE_2014J_411619,0,Pass,alto,0,0.4357288912203321
EEE_2014J_418035,0,Pass,medio,9,0.3976335898770233
EEE_2014J_418216,0,Distinction,medio,4,0.4656970732365238
EEE_2014J_423947,0,Pass,alto,1,0.3469977181700682
EEE_2014J_425053,1,Fail,medio,24,0.1042458362655407
EEE_2014J_425858,1,Fail,baixo,25,0.1404297851074462
EEE_2014J_434347,0,Distinction,alto,2,0.4275894723092999
EEE_2014J_436213,1,Fail,baixo,15,0.2231090602980607
EEE_2014J_441385,0,Fail,medio,12,0.341049015722024
EEE_2014J_441895,0,Pass,medio,11,0.4045081355426183
EEE_2014J_442359,0,Pass,alto,3,0.436621472545461
EEE_2014J_443200,0,Pass,alto,4,0.3763423452592951
EEE_2014J_443498,0,Distinction,alto,1,0.4402346396605213
EEE_2014J_445049,0,Pass,medio,7,0.408576836079952
EEE_2014J_464780,0,Pass,medio,6,0.380246913580247
EEE_2014J_464957,0,Fail,baixo,18,0.3725535880708294
EEE_2014J_465406,0,Pass,medio,13,0.517765168048887
EEE_2014J_466508,0,Pass,medio,7,0.3656355102191669
EEE_2014J_466892,0,Pass,alto,0,0.3777148420843164
EEE_2014J_469424,0,Distinction,medio,3,0.4400767220301829
EEE_2014J_470461,0,Pass,medio,6,0.4285483662663051
EEE_2014J_47061,0,Pass,baixo,21,0.4029613435357249
EEE_2014J_472762,0,Distinction,medio,1,0.4243576741041243
EEE_2014J_474290,0,Pass,baixo,11,0.4435149289260695
EEE_2014J_476438,0,Pass,alto,4,0.3481346127976323
EEE_2014J_476497,1,Fail,baixo,16,0.194015388999715
EEE_2014J_479987,1,Pass,medio,16,0.3040229885057471
EEE_2014J_480579,0,Pass,medio,3,0.4378546812769557
EEE_2014J_481787,0,Pass,medio,3,0.3672144643931477
EEE_2014J_481884,0,Fail,baixo,14,0.4044910534423509
EEE_2014J_482030,0,Pass,medio,3,0.3563653449581038
EEE_2014J_483131,0,Pass,medio,9,0.3492781416217389
EEE_2014J_483858,0,Pass,alto,3,0.3963704479535933
EEE_2014J_491170,0,Pass,medio,7,0.5148093459567445
EEE_2014J_491664,0,Pass,baixo,11,0.3571152856407616
EEE_2014J_494270,0,Pass,alto,4,0.3958414636050014
EEE_2014J_495429,0,Distinction,alto,3,0.3768508042697624
EEE_2014J_496530,1,Fail,baixo,15,0.219032474054235
EEE_2014J_502004,0,Pass,alto,5,0.5100538126716926
EEE_2014J_502548,0,Pass,medio,8,0.3145218627799502
EEE_2014J_507967,1,Fail,medio,18,0.1846921014254127
EEE_2014J_509780,0,Distinction,alto,4,0.3228309956036725
EEE_2014J_510402,0,Pass,alto,6,0.4627435934327691
EEE_2014J_515977,0,Distinction,medio,7,0.4979624764702231
EEE_2014J_517094,0,Distinction,medio,11,0.4797386338677795
EEE_2014J_520077,0,Distinction,alto,0,0.4013985318729391
EEE_2014J_521541,1,Fail,medio,16,0.1510909368324687
EEE_2014J_522645,1,Fail,baixo,19,0.1444618599791013
EEE_2014J_523804,1,Fail,baixo,25,0.0486150367439231
EEE_2014J_523872,0,Pass,medio,2,0.4128574362719368
EEE_2014J_525217,0,Pass,alto,2,0.4281228893229404
EEE_2014J_525625,0,Pass,medio,4,0.3757398576597733
EEE_2014J_529670,0,Pass,alto,1,0.3735971390358784
EEE_2014J_530087,0,Pass,medio,0,0.3222609609322761
EEE_2014J_532579,0,Pass,alto,5,0.4529141557499619
EEE_2014J_532846,0,Fail,medio,10,0.4469746258945998
EEE_2014J_536984,0,Pass,alto,0,0.3721811713191024
EEE_2014J_540219,0,Distinction,alto,4,0.4606896551724138
EEE_2014J_542279,0,Pass,alto,5,0.4231738035264482
EEE_2014J_543931,0,Pass,alto,2,0.401843632639126
EEE_2014J_545493,0,Pass,alto,5,0.4842753953690641
EEE_2014J_547153,1,Pass,medio,11,0.2780010370754472
EEE_2014J_548807,0,Pass,medio,10,0.3778325123152709
EEE_2014J_549922,0,Fail,alto,4,0.3911212951060935
EEE_2014J_550573,0,Pass,medio,6,0.4314543215405285
EEE_2014J_551182,0,Pass,medio,6,0.5071618037135278
EEE_2014J_552441,0,Pass,alto,2,0.3523112726830232
EEE_2014J_554235,1,Fail,baixo,22,0.1067101584342963
EEE_2014J_554459,0,Pass,baixo,7,0.2924707371085099
EEE_2014J_557229,0,Pass,alto,1,0.4531362559344541
EEE_2014J_558509,0,Pass,medio,4,0.4890738538776589
EEE_2014J_559113,1,Fail,baixo,27,0.0615028306742151
EEE_2014J_560707,0,Pass,medio,8,0.3348019601672435
EEE_2014J_560759,0,Pass,medio,4,0.3996968548692686
EEE_2014J_560881,0,Fail,medio,2,0.4585135747538417
EEE_2014J_560921,0,Pass,medio,6,0.5182344279697291
EEE_2014J_561208,0,Pass,baixo,13,0.3900605063737296
EEE_2014J_561413,0,Distinction,alto,0,0.4182078073215778
EEE_2014J_563046,0,Pass,baixo,7,0.4328789093825181
EEE_2014J_563321,0,Pass,medio,12,0.4330628803245436
EEE_2014J_564445,0,Pass,medio,10,0.5029552135023231
EEE_2014J_564734,0,Pass,alto,0,0.3630547951034767
EEE_2014J_565275,0,Pass,alto,0,0.4192744668128363
EEE_2014J_565952,0,Pass,medio,4,0.4569192377495462
EEE_2014J_566279,0,Pass,medio,6,0.369937304075235
EEE_2014J_566428,0,Pass,baixo,14,0.4767090139140955
EEE_2014J_567892,0,Fail,baixo,21,0.4422058633604546
EEE_2014J_569372,0,Distinction,alto,4,0.474644756909571
EEE_2014J_569953,0,Pass,medio,8,0.3183622635634778
EEE_2014J_570045,0,Pass,alto,3,0.3483742454239594
EEE_2014J_570273,0,Pass,alto,3,0.3421059294141476
EEE_2014J_570491,0,Pass,alto,0,0.4331170487065423
EEE_2014J_572599,0,Pass,alto,6,0.4288663161959071
EEE_2014J_574565,1,Fail,baixo,26,0.0271134593993325
EEE_2014J_575066,0,Fail,alto,4,0.3514892417551442
EEE_2014J_575411,0,Pass,medio,8,0.5191997247730701
EEE_2014J_575623,0,Distinction,alto,0,0.4494486505992325
EEE_2014J_578469,0,Pass,alto,6,0.3924474780604557
EEE_2014J_579052,0,Pass,alto,3,0.3994525249223729
EEE_2014J_579283,0,Distinction,alto,1,0.4914870689655172
EEE_2014J_580689,1,Fail,baixo,23,0.1446217189912506
EEE_2014J_580798,0,Pass,alto,4,0.4323151055609417
EEE_2014J_581082,0,Pass,alto,0,0.3690668267607219
EEE_2014J_581238,0,Pass,alto,1,0.3502480198415873
EEE_2014J_581851,0,Pass,alto,4,0.3513250518873445
EEE_2014J_581887,0,Pass,alto,2,0.4292443941963444
EEE_2014J_582094,0,Pass,alto,0,0.5270317453666847
EEE_2014J_583719,0,Distinction,alto,2,0.4113078595837217
EEE_2014J_584514,1,Fail,baixo,20,0.1771338665268126
EEE_2014J_584718,0,Fail,alto,6,0.3184696822552625
EEE_2014J_585643,0,Pass,medio,9,0.4984088893526005
EEE_2014J_585852,0,Pass,alto,1,0.2590584997706708
EEE_2014J_586474,1,Pass,medio,12,0.268420208500401
EEE_2014J_587008,0,Pass,alto,4,0.4726545704703757
EEE_2014J_587621,0,Fail,medio,11,0.367816091954023
EEE_2014J_587793,0,Distinction,alto,2,0.4276170985056184
EEE_2014J_588474,0,Pass,alto,3,0.380655302048224
EEE_2014J_589856,0,Fail,medio,7,0.3199051019449403
EEE_2014J_590837,0,Pass,medio,4,0.4216995073891626
EEE_2014J_591523,0,Pass,alto,0,0.4011124890842513
EEE_2014J_591761,0,Pass,medio,13,0.409024211298606
EEE_2014J_592047,0,Pass,alto,2,0.4523528528206338
EEE_2014J_592338,0,Pass,alto,6,0.4302942976136431
EEE_2014J_592843,0,Distinction,alto,2,0.4510459451714586
EEE_2014J_593038,0,Pass,medio,4,0.4234010136500731
EEE_2014J_593896,0,Pass,alto,1,0.3048469903383596
EEE_2014J_594629,0,Pass,alto,0,0.4532888107986577
EEE_2014J_597732,0,Pass,alto,5,0.3742062535165983
EEE_2014J_599215,1,Fail,alto,8,0.2537715517241379
EEE_2014J_599429,1,Fail,baixo,15,0.1561442660715571
EEE_2014J_600766,0,Distinction,alto,0,0.4299818982278142
EEE_2014J_601567,0,Fail,medio,14,0.3547413793103448
EEE_2014J_602707,0,Pass,alto,2,0.3624853494540744
EEE_2014J_602830,0,Distinction,medio,4,0.4502522845118236
EEE_2014J_603108,0,Pass,medio,2,0.3322605363984674
EEE_2014J_603179,0,Pass,medio,11,0.3449960687408738
EEE_2014J_604057,0,Distinction,alto,5,0.4659386375455018
EEE_2014J_605125,1,Pass,medio,12,0.2509119206264286
EEE_2014J_605129,0,Pass,medio,7,0.2677305415089065
EEE_2014J_605294,0,Distinction,alto,3,0.3676240638630565
EEE_2014J_605541,1,Fail,baixo,23,0.1663448275862069
EEE_2014J_605545,1,Fail,baixo,27,0.0689655172413793
EEE_2014J_605836,0,Distinction,alto,1,0.4553028730690545
EEE_2014J_60809,0,Pass,alto,1,0.4666562259745437
EEE_2014J_608488,0,Pass,alto,3,0.3923891353254445
EEE_2014J_608853,0,Pass,alto,2,0.4328654990140681
EEE_2014J_609605,1,Fail,medio,13,0.2888450353136684
EEE_2014J_610275,0,Pass,alto,0,0.3781883461739846
EEE_2014J_610287,0,Pass,baixo,25,0.8031469702042182
EEE_2014J_610373,0,Distinction,medio,6,0.4724978973927669
EEE_2014J_610672,0,Pass,alto,0,0.4295689188432313
EEE_2014J_610904,0,Pass,alto,0,0.4624577064286229
EEE_2014J_611162,0,Pass,medio,9,0.4245689655172414
EEE_2014J_611405,0,Distinction,alto,3,0.4312090790048014
EEE_2014J_611961,0,Pass,alto,5,0.3673616680032078
EEE_2014J_613644,1,Fail,baixo,26,0.1034482758620689
EEE_2014J_613953,0,Pass,alto,1,0.4950791771496227
EEE_2014J_614181,0,Pass,medio,4,0.4807810149852375
EEE_2014J_614300,0,Pass,medio,1,0.3620793207000105
EEE_2014J_614737,1,Fail,baixo,24,0.1710875331564987
EEE_2014J_617309,1,Fail,baixo,27,0.0738916256157635
EEE_2014J_617888,0,Pass,alto,4,0.3791113362521258
EEE_2014J_619168,1,Pass,baixo,19,0.248007897891545
EEE_2014J_62034,0,Pass,alto,4,0.4497211362078229
EEE_2014J_620343,0,Distinction,alto,1,0.3763228873111673
EEE_2014J_620519,0,Pass,medio,3,0.3731131866672569
EEE_2014J_620782,0,Pass,medio,6,0.4421275211450878
EEE_2014J_621380,0,Pass,baixo,10,0.3502799882110227
EEE_2014J_622129,0,Pass,alto,2,0.478798618519791
EEE_2014J_622315,0,Fail,medio,20,0.3514853758207447
EEE_2014J_623467,0,Pass,alto,0,0.4217234577977283
EEE_2014J_623889,0,Pass,alto,2,0.3328926789305131
EEE_2014J_623989,0,Distinction,alto,7,0.4489288109271874
EEE_2014J_624222,0,Distinction,alto,2,0.3946992485569273
EEE_2014J_625614,0,Pass,alto,2,0.3706673465485372
EEE_2014J_625785,0,Pass,medio,4,0.3419503055716644
EEE_2014J_625797,0,Fail,baixo,23,0.3518378173550587
EEE_2014J_626998,0,Pass,baixo,25,0.6403091557669441
EEE_2014J_627283,0,Pass,medio,6,0.4477073087528783
EEE_2014J_627312,0,Pass,medio,4,0.3941684201485808
EEE_2014J_628054,0,Pass,baixo,16,0.6428224519530978
EEE_2014J_628480,0,Pass,medio,1,0.4905172413793103
EEE_2014J_628741,0,Pass,medio,2,0.3670219435736677
EEE_2014J_628766,0,Pass,medio,4,0.2845918812745525
EEE_2014J_629014,0,Pass,alto,0,0.4168475961560813
EEE_2014J_629101,0,Pass,medio,7,0.3539325842696629
EEE_2014J_629400,0,Pass,medio,5,0.3982798195393504
EEE_2014J_629535,0,Pass,baixo,13,0.3788551268919996
EEE_2014J_629642,0,Pass,alto,0,0.3824956404342688
EEE_2014J_629862,0,Pass,medio,6,0.4101088020263658
EEE_2014J_630105,0,Pass,medio,3,0.3308815259689138
EEE_2014J_630106,0,Pass,alto,1,0.3502595476455321
EEE_2014J_630519,1,Pass,alto,3,0.2062489881819653
EEE_2014J_630541,0,Distinction,alto,0,0.4148821572735775
EEE_2014J_631113,0,Pass,medio,7,0.465108501783591
EEE_2014J_632626,0,Distinction,alto,4,0.4509327771905265
EEE_2014J_632635,0,Pass,medio,16,0.3239846743295019
EEE_2014J_632950,0,Distinction,alto,0,0.4006009628810473
EEE_2014J_633824,0,Distinction,alto,0,0.4537413486366957
EEE_2014J_633914,0,Pass,alto,4,0.5422752997836423
EEE_2014J_634094,0,Pass,medio,10,0.4541678740461701
EEE_2014J_634367,0,Pass,alto,0,0.4345236134082776
EEE_2014J_634552,0,Pass,baixo,6,0.4820723966375021
EEE_2014J_634721,0,Pass,medio,7,0.3901246098262345
EEE_2014J_634776,0,Pass,alto,4,0.3932241379310343
EEE_2014J_634879,0,Pass,alto,0,0.4072789524000091
EEE_2014J_634940,0,Distinction,medio,5,0.4894587038109871
EEE_2014J_635325,0,Pass,alto,3,0.4368281446321372
EEE_2014J_635564,0,Pass,medio,5,0.3778949166605656
EEE_2014J_635720,0,Pass,medio,9,0.3617974477328265
EEE_2014J_635953,0,Distinction,alto,3,0.4324607153104799
EEE_2014J_636124,0,Distinction,alto,1,0.4091602353130053
EEE_2014J_636443,0,Pass,medio,7,0.2688927943760985
EEE_2014J_636467,0,Pass,alto,3,0.3848810651217202
EEE_2014J_636996,0,Pass,alto,0,0.3894347938812549
EEE_2014J_637123,0,Pass,alto,1,0.4180298438868862
EEE_2014J_637401,0,Pass,alto,1,0.4269895002581903
EEE_2014J_637528,1,Fail,medio,25,0.061152203354516
EEE_2014J_637624,0,Pass,medio,11,0.4281646273637374
EEE_2014J_638018,0,Distinction,medio,3,0.4256540722659607
EEE_2014J_638257,0,Fail,baixo,14,0.3221264367816091
EEE_2014J_638604,0,Pass,alto,2,0.3622310520807283
EEE_2014J_638970,0,Pass,baixo,10,0.3453837597330367
EEE_2014J_639012,0,Pass,alto,5,0.3637865602303213
EEE_2014J_639194,0,Distinction,medio,4,0.3988581594026023
EEE_2014J_639243,1,Fail,medio,14,0.2171527872427422
EEE_2014J_639253,0,Distinction,alto,6,0.4616319939203951
EEE_2014J_640109,1,Fail,baixo,23,0.0846394984326018
EEE_2014J_640307,0,Fail,medio,7,0.3337827326938035
EEE_2014J_640439,1,Pass,medio,14,0.2246389207947408
EEE_2014J_641116,0,Pass,medio,4,0.3437029039296398
EEE_2014J_641195,1,Fail,baixo,22,0.1199059561128526
EEE_2014J_641200,0,Distinction,alto,2,0.441825615298161
EEE_2014J_641566,0,Distinction,medio,10,0.50773338543193
EEE_2014J_641569,0,Distinction,alto,8,0.3659927584652919
EEE_2014J_641881,1,Fail,baixo,24,0.0757862826828344
EEE_2014J_641899,0,Pass,medio,5,0.3491086885322603
EEE_2014J_642066,1,Fail,baixo,22,0.1818358426420592
EEE_2014J_642342,0,Distinction,alto,1,0.3524192385925011
EEE_2014J_642591,0,Distinction,alto,0,0.4983810525623747
EEE_2014J_642656,0,Distinction,alto,3,0.4668394995361258
EEE_2014J_642839,0,Fail,medio,5,0.3802706241815801
EEE_2014J_643077,0,Pass,alto,4,0.4011043881806967
EEE_2014J_643118,0,Distinction,alto,2,0.4174141742687978
EEE_2014J_643168,0,Pass,medio,13,0.3333707738964394
EEE_2014J_643267,0,Pass,alto,5,0.4484734195402299
EEE_2014J_643270,0,Pass,medio,6,0.2927985364231067
EEE_2014J_643404,1,Fail,medio,15,0.2526084311982407
EEE_2014J_643416,0,Fail,medio,7,0.3231487473421466
EEE_2014J_643434,1,Pass,baixo,10,0.2439060642092746
EEE_2014J_643457,0,Pass,alto,4,0.3528795187898279
EEE_2014J_643481,0,Fail,alto,11,0.3828241850554223
EEE_2014J_643484,0,Pass,alto,6,0.3593117064370085
EEE_2014J_643510,0,Pass,medio,0,0.3226430597153384
EEE_2014J_643514,0,Distinction,alto,3,0.4047672346636342
EEE_2014J_643531,0,Pass,alto,1,0.4930039087473394
EEE_2014J_643705,0,Pass,alto,1,0.4043167983745388
