aluno,total,p_comeco,p_meio,p_fim,semanas_mortas,cliques_ultimo_terco,ativo_no_fim,final_result,faixa_volume,timing,subtipo
CCC_2014J_674882,498,0.37349397590361444,0.4538152610441767,0.17269076305220885,10,86,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_674965,1036,0.416988416988417,0.28474903474903474,0.2982625482625483,15,309,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_675054,1698,0.3663133097762073,0.37985865724381623,0.25382803297997647,8,431,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_675063,543,0.3443830570902394,0.44567219152854515,0.20994475138121546,6,114,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_675374,947,0.6536430834213305,0.19746568109820486,0.14889123548046462,7,141,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_675383,1960,0.3989795918367347,0.35816326530612247,0.24285714285714285,2,476,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_675396,3453,0.3779322328410078,0.3764842166232262,0.245583550535766,4,848,True,Fail,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_675477,1344,0.5327380952380952,0.24107142857142858,0.2261904761904762,8,304,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_675760,2487,0.32649778850020106,0.5146763168476075,0.1588258946521914,5,395,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_675915,1229,0.33197721724979656,0.6192026037428804,0.04882017900732303,8,60,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_676469,142,0.6690140845070423,0.33098591549295775,0.0,20,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_676526,209,0.9904306220095693,0.004784688995215311,0.004784688995215311,21,1,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_676650,2288,0.48994755244755245,0.26136363636363635,0.2486888111888112,1,569,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_676916,1762,0.4608399545970488,0.3535754824063564,0.1855845629965948,1,327,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_677006,1468,0.4284741144414169,0.4209809264305177,0.1505449591280654,3,221,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_677018,2152,0.6352230483271375,0.2211895910780669,0.14358736059479554,4,309,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_677085,1061,0.40904806786050896,0.3100848256361923,0.28086710650329877,3,298,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_677349,2443,0.6811297584936553,0.21694637740483014,0.10192386410151454,4,249,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_677741,1700,0.7511764705882353,0.17,0.07882352941176471,7,134,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_678194,1313,0.5666412795125666,0.2985529322162985,0.13480578827113482,5,177,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_678203,540,0.44074074074074077,0.3055555555555556,0.2537037037037037,10,137,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_678204,482,0.5477178423236515,0.26556016597510373,0.18672199170124482,5,90,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_678339,1149,0.44473455178416016,0.4586597040905135,0.09660574412532637,7,111,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_678393,863,0.7740440324449595,0.22595596755504055,0.0,17,0,False,Fail,medio,comeco-pesado,abandonou_cedo
CCC_2014J_678395,2671,0.5630849868962935,0.31037064769749156,0.1265443654062149,0,338,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_678419,850,0.5352941176470588,0.3058823529411765,0.1588235294117647,10,135,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_678474,33,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_678790,1257,0.5688146380270486,0.27844073190135243,0.15274463007159905,12,192,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_679128,1829,0.5429196282121378,0.25915800984144344,0.1979223619464188,4,362,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_679179,110,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_679363,242,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_679386,667,0.41829085457271364,0.39280359820089955,0.1889055472263868,12,126,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_679539,52,1.0,0.0,0.0,28,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_679569,569,0.5254833040421792,0.2565905096660808,0.2179261862917399,13,124,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_679663,214,0.4532710280373832,0.4953271028037383,0.0514018691588785,17,11,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_679733,3544,0.3984198645598194,0.37866817155756205,0.2229119638826185,1,790,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_679886,2346,0.3900255754475703,0.3312020460358056,0.27877237851662406,3,654,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_679939,481,0.49272349272349275,0.41372141372141374,0.09355509355509356,10,45,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_679959,640,0.50625,0.3078125,0.1859375,12,119,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_680027,9214,0.5390709789450836,0.08215758628174517,0.37877143477317127,0,3490,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_680133,922,0.4511930585683297,0.22125813449023862,0.3275488069414317,10,302,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_680187,1568,0.5325255102040817,0.2755102040816326,0.19196428571428573,3,301,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_680267,655,0.7068702290076336,0.17251908396946564,0.12061068702290076,9,79,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_680602,414,0.42995169082125606,0.34299516908212563,0.22705314009661837,8,94,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_680687,2447,0.48794442174090724,0.28238659583163056,0.2296689824274622,7,562,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_680765,1597,0.6562304320601127,0.25046963055729493,0.09329993738259236,4,149,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_680804,1834,0.5648854961832062,0.29443838604143946,0.1406761177753544,5,258,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_681235,1039,0.4013474494706448,0.30317613089509143,0.29547641963426374,4,307,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_681302,737,0.451831750339213,0.310719131614654,0.23744911804613297,15,175,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_681642,711,0.5977496483825597,0.26863572433192684,0.13361462728551335,6,95,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_681731,1134,0.5670194003527337,0.2566137566137566,0.1763668430335097,3,200,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_682259,415,0.9301204819277108,0.060240963855421686,0.00963855421686747,16,4,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_682301,1065,0.34460093896713617,0.4347417840375587,0.22065727699530516,10,235,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_682569,1340,0.49850746268656715,0.3619402985074627,0.13955223880597015,3,187,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_682717,508,0.9980314960629921,0.001968503937007874,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_682738,484,0.8987603305785123,0.1012396694214876,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_683373,1372,0.6822157434402333,0.26457725947521865,0.053206997084548104,5,73,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_683777,619,0.4458804523424879,0.30048465266558966,0.25363489499192243,5,157,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_683865,96,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_684111,745,0.763758389261745,0.09664429530201342,0.1395973154362416,8,104,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_684270,1644,0.3613138686131387,0.4543795620437956,0.1843065693430657,8,303,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_684444,1286,0.6283048211508554,0.2744945567651633,0.09720062208398134,6,125,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_684498,400,0.64,0.2925,0.0675,12,27,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_684514,1396,0.42550143266475643,0.31805157593123207,0.25644699140401145,4,358,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_684617,144,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_684643,350,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_684663,346,0.976878612716763,0.023121387283236993,0.0,21,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_684709,869,0.4430379746835443,0.3958573072497123,0.1611047180667434,1,140,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_684905,2123,0.48657560056523785,0.16156382477626002,0.3518605746585021,4,747,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_684990,433,0.9561200923787528,0.04387990762124711,0.0,19,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_685098,885,0.615819209039548,0.22824858757062147,0.15593220338983052,6,138,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_685212,1355,0.4619926199261993,0.2863468634686347,0.25166051660516603,3,341,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_685287,976,0.8155737704918032,0.10450819672131148,0.07991803278688525,13,78,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_685399,149,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_685487,1665,0.436036036036036,0.26786786786786787,0.2960960960960961,1,493,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_685557,121,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_685572,1209,0.6071133167907361,0.20595533498759305,0.1869313482216708,10,226,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_685597,4643,0.5836743484815852,0.3577428386818867,0.05858281283652811,2,272,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_685849,713,0.5469845722300141,0.22720897615708274,0.22580645161290322,7,161,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_685952,92,1.0,0.0,0.0,23,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_686001,1066,0.5478424015009381,0.28236397748592873,0.1697936210131332,2,181,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_686018,1911,0.521193092621664,0.15907901622187337,0.3197278911564626,1,611,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_686110,1478,0.43234100135318,0.2374830852503383,0.3301759133964817,5,488,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_686411,8333,0.3876155046201848,0.3972158886355454,0.21516860674426977,0,1793,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_686515,3529,0.5131765372626806,0.33182204590535563,0.15500141683196372,0,547,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_686645,2290,0.422707423580786,0.2694323144104803,0.3078602620087336,9,705,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_686907,756,0.45634920634920634,0.36772486772486773,0.17592592592592593,10,133,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_687023,298,0.5805369127516778,0.12416107382550336,0.2953020134228188,12,88,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_687160,1846,0.6403033586132177,0.16901408450704225,0.19068255687973998,1,352,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_687190,1387,0.5162220620043259,0.29488103821196826,0.18889689978370583,0,262,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_687206,2158,0.41890639481000924,0.32808155699721964,0.25301204819277107,5,546,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_687310,640,0.9578125,0.0421875,0.0,16,0,False,Fail,medio,comeco-pesado,abandonou_cedo
CCC_2014J_687686,1009,0.6025768087215064,0.33696729435084244,0.06045589692765114,7,61,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_688033,665,0.4766917293233083,0.3744360902255639,0.14887218045112782,7,99,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_688337,1144,0.5297202797202797,0.24737762237762237,0.2229020979020979,2,255,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_688537,231,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_688707,444,0.759009009009009,0.23648648648648649,0.0045045045045045045,11,2,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_688770,442,0.6900452488687783,0.27149321266968324,0.038461538461538464,14,17,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_689004,2082,0.366954851104707,0.5489913544668588,0.08405379442843419,5,175,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_689050,5381,0.4445270395837205,0.4185095707117636,0.13696338970451588,0,737,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_689527,115,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_690439,382,0.9659685863874345,0.034031413612565446,0.0,19,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_690644,1330,0.47218045112781953,0.36466165413533835,0.1631578947368421,1,217,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_690733,4980,0.40803212851405624,0.35080321285140564,0.24116465863453815,1,1201,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_690763,217,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_690948,4746,0.4683944374209861,0.516645596291614,0.014959966287399916,2,71,True,Fail,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_691069,691,0.6497829232995659,0.2460202604920405,0.10419681620839363,9,72,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_691177,135,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_691195,584,0.6523972602739726,0.2243150684931507,0.1232876712328767,14,72,True,Fail,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_691218,667,0.43778110944527737,0.5292353823088456,0.03298350824587706,10,22,True,Fail,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_691433,633,0.8862559241706162,0.11374407582938388,0.0,19,0,False,Fail,medio,comeco-pesado,abandonou_cedo
CCC_2014J_691550,1532,0.4608355091383812,0.2943864229765013,0.2447780678851175,4,375,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_691843,2330,0.4210300429184549,0.33991416309012873,0.2390557939914163,6,557,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_691931,532,0.6917293233082706,0.10902255639097744,0.19924812030075187,16,106,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_692105,1813,0.4875896304467733,0.3110865968008825,0.20132377275234417,4,365,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_692490,1290,0.4325581395348837,0.3077519379844961,0.2596899224806202,4,335,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_692654,1531,0.5943827563683867,0.22273024167210972,0.18288700195950358,6,280,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_692928,1783,0.4582164890633763,0.4021312394840157,0.13965227145260797,7,249,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_693058,3423,0.4291557113643003,0.31229915278995035,0.25854513584574934,2,885,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_693141,167,0.9041916167664671,0.041916167664670656,0.05389221556886228,19,9,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_693182,503,0.48906560636182905,0.34393638170974156,0.16699801192842942,10,84,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_693938,4017,0.591984067712223,0.27532984814538214,0.13268608414239483,1,533,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_694103,637,0.4050235478806907,0.30141287284144425,0.29356357927786497,11,187,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_694362,427,0.48009367681498827,0.2693208430913349,0.2505854800936768,9,107,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_694472,403,0.630272952853598,0.20347394540942929,0.1662531017369727,8,67,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_694510,1574,0.6734434561626429,0.32655654383735705,0.0,13,0,False,Fail,medio,comeco-pesado,abandonou_cedo
CCC_2014J_694523,481,0.5114345114345115,0.2785862785862786,0.20997920997921,11,101,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_694579,2608,0.40299079754601225,0.3232361963190184,0.2737730061349693,3,714,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_694680,902,0.582039911308204,0.17960088691796008,0.23835920177383593,6,215,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_694860,1738,0.42692750287687,0.25776754890678943,0.31530494821634064,1,548,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_695232,14178,0.5690506418394696,0.2204824375793483,0.2104669205811821,0,2984,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_695354,2340,0.5072649572649572,0.261965811965812,0.23076923076923078,7,540,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_695518,822,0.6192214111922141,0.19708029197080293,0.18369829683698297,12,151,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_695673,441,0.6281179138321995,0.25170068027210885,0.12018140589569161,13,53,True,Distinction,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_695915,66,1.0,0.0,0.0,26,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_695946,1134,0.5317460317460317,0.25308641975308643,0.21516754850088182,4,244,True,Pass,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_696271,749,0.527369826435247,0.2817089452603471,0.1909212283044059,5,143,True,Distinction,medio,comeco-pesado,antecipou_sustentou
CCC_2014J_696357,2511,0.4149741138988451,0.4356829948227798,0.14934289127837516,8,375,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_696469,1921,0.5143154606975534,0.2545549193128579,0.23112961998958875,0,444,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_696515,468,0.5811965811965812,0.24572649572649571,0.17307692307692307,9,81,True,Pass,baixo,comeco-pesado,antecipou_sustentou
CCC_2014J_697460,166,1.0,0.0,0.0,25,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_697567,3905,0.38719590268886045,0.33188220230473753,0.280921895006402,0,1097,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_698002,2307,0.5140875596012137,0.30905938448201126,0.17685305591677503,2,408,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_698024,354,0.9661016949152542,0.03389830508474576,0.0,19,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_698299,1849,0.4310438074634938,0.2920497566252028,0.27690643591130343,1,512,True,Distinction,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_698359,4420,0.3167420814479638,0.5610859728506787,0.12217194570135746,2,540,True,Pass,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_699370,223,1.0,0.0,0.0,27,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_71723,486,0.7860082304526749,0.2139917695473251,0.0,13,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
CCC_2014J_943374,3985,0.4273525721455458,0.4409033877038896,0.13174404015056462,5,525,True,Fail,alto,comeco-pesado,antecipou_sustentou
CCC_2014J_96874,140,0.9642857142857143,0.03571428571428571,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1018685,560,1.0,0.0,0.0,24,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_103904,1475,0.34508474576271186,0.4766101694915254,0.1783050847457627,4,263,True,Distinction,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1044992,1154,0.4558058925476603,0.3509532062391681,0.19324090121317158,1,223,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1068316,1720,0.4308139534883721,0.2441860465116279,0.325,0,559,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1095916,1242,0.5805152979066023,0.26811594202898553,0.15136876006441224,4,188,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_110200,152,0.6381578947368421,0.34210526315789475,0.019736842105263157,19,3,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_1105628,1222,0.7479541734860884,0.21849427168576105,0.03355155482815057,1,41,True,Fail,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_111113,231,0.9567099567099567,0.017316017316017316,0.025974025974025976,15,6,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_112245,1909,0.427972760607648,0.4316396018858041,0.14038763750654792,1,268,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_121000,269,1.0,0.0,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_121390,371,1.0,0.0,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_130003,238,0.865546218487395,0.12605042016806722,0.008403361344537815,16,2,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_131145,3115,0.4443017656500803,0.37495987158908506,0.18073836276083466,0,563,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_134188,1102,0.49727767695099817,0.31851179673321234,0.18421052631578946,4,203,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_134336,272,0.8125,0.1875,0.0,18,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1347447,919,0.3253536452665941,0.4961915125136017,0.17845484221980412,2,164,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1351739,1623,0.5372766481823783,0.35489833641404805,0.10782501540357363,0,175,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_137603,1556,0.36889460154241643,0.41259640102827766,0.2185089974293059,1,340,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1384882,293,0.9795221843003413,0.020477815699658702,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1392016,481,0.5925155925155925,0.34303534303534305,0.06444906444906445,10,31,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_142819,423,0.5484633569739953,0.28132387706855794,0.1702127659574468,10,72,True,Pass,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_1444134,2717,0.5252116304747884,0.29333824070666176,0.18145012881854988,1,493,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1446954,1136,0.5730633802816901,0.4269366197183099,0.0,12,0,False,Fail,medio,comeco-pesado,abandonou_cedo
DDD_2013B_144923,307,0.9543973941368078,0.04560260586319218,0.0,20,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_146651,600,0.46166666666666667,0.47,0.06833333333333333,5,41,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_1470291,760,0.45657894736842103,0.40657894736842104,0.1368421052631579,4,104,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_150578,566,0.8939929328621908,0.10600706713780919,0.0,19,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1510198,3902,0.4231163505894413,0.41619682214249104,0.16068682726806766,1,627,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1534854,282,0.5425531914893617,0.2553191489361702,0.20212765957446807,11,57,True,Fail,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_157298,1258,0.49523052464228934,0.34022257551669316,0.16454689984101747,2,207,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1577134,4777,0.5461586769939293,0.3052124764496546,0.14862884655641617,0,710,True,Fail,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1584449,179,1.0,0.0,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_159925,2219,0.3717890941865705,0.4024335286164939,0.22577737719693555,0,501,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_160005,3741,0.34322373696872494,0.4755412991178829,0.18123496391339214,0,678,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1611842,1147,0.45161290322580644,0.4141238012205754,0.13426329555361813,0,154,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1620593,780,0.9769230769230769,0.010256410256410256,0.01282051282051282,21,10,True,Fail,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1626418,453,0.2582781456953642,0.58719646799117,0.1545253863134658,3,70,True,Pass,baixo,comeco-pesado,antecipou_sustentou
DDD_2013B_163067,983,0.3997965412004069,0.3947100712105799,0.20549338758901323,2,202,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1638119,3000,0.5373333333333333,0.325,0.13766666666666666,0,413,True,Fail,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_1638425,396,1.0,0.0,0.0,22,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1640773,1405,0.37935943060498223,0.4875444839857651,0.13309608540925266,0,187,True,Distinction,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1651198,1143,0.44006999125109364,0.33070866141732286,0.22922134733158356,4,262,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_165421,1123,0.4692787177203918,0.29741763134461263,0.23330365093499555,5,262,True,Fail,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_165733,2120,0.5462264150943397,0.24056603773584906,0.21320754716981133,1,452,True,Fail,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_166342,699,0.3719599427753934,0.474964234620887,0.1530758226037196,9,107,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_1664920,1245,0.3855421686746988,0.363855421686747,0.25060240963855424,2,312,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_166713,2106,0.42972459639126304,0.3855650522317189,0.18471035137701805,0,389,True,Pass,alto,comeco-pesado,antecipou_sustentou
DDD_2013B_166988,822,0.51338199513382,0.34306569343065696,0.1435523114355231,1,118,True,Pass,medio,comeco-pesado,antecipou_sustentou
DDD_2013B_167717,240,0.8541666666666666,0.14583333333333334,0.0,21,0,False,Fail,baixo,comeco-pesado,abandonou_cedo
DDD_2013B_1690836,4452,0.46540880503144655,0.35759209344115006,0.17699910152740342,0,788,True,Distinction,alto,comeco-pesado,antecipou_sustentou
