id_student,perfil_aluno,n_ciclos,consistencia,final_result
683745,Insuficiente,2,1.0,Fail
683764,Adiantado,3,0.6666666666666666,Fail
683772,Insuficiente,2,1.0,Withdrawn
683820,Equilibrado,5,0.6,Pass
683832,Insuficiente,2,1.0,Withdrawn
683902,Misto,5,0.4,Pass
683934,Equilibrado,5,0.6,Pass
684013,Equilibrado,5,0.8,Distinction
684040,Insuficiente,2,0.5,Withdrawn
684183,Equilibrado,5,0.6,Pass
684311,Equilibrado,5,0.6,Pass
684383,Misto,5,0.4,Pass
684386,Equilibrado,5,0.6,Pass
684526,Equilibrado,4,0.75,Withdrawn
684592,Tardio,5,0.6,Pass
684594,Insuficiente,1,1.0,Withdrawn
684671,Equilibrado,5,0.6,Pass
684675,Tardio,5,0.6,Pass
684882,Equilibrado,5,0.6,Pass
684981,Equilibrado,5,0.6,Withdrawn
685004,Insuficiente,2,0.5,Fail
685100,Insuficiente,1,1.0,Withdrawn
685105,Tardio,4,0.75,Fail
685128,Misto,5,0.4,Pass
685140,Equilibrado,5,0.8,Pass
685155,Equilibrado,5,0.6,Pass
685192,Insuficiente,1,1.0,Withdrawn
685212,Equilibrado,5,0.8,Distinction
685276,Equilibrado,5,0.8,Distinction
685283,Misto,4,0.5,Fail
685330,Misto,4,0.5,Withdrawn
685339,Equilibrado,5,0.6,Pass
685367,Insuficiente,2,1.0,Fail
685373,Equilibrado,5,0.8,Distinction
685378,Misto,4,0.5,Pass
685410,Equilibrado,5,0.6,Pass
685619,Tardio,5,0.8,Pass
685657,Insuficiente,2,0.5,Withdrawn
685705,Equilibrado,5,1.0,Pass
685708,Adiantado,5,0.6,Pass
685772,Equilibrado,5,0.6,Pass
685831,Equilibrado,5,0.6,Pass
685860,Insuficiente,2,0.5,Withdrawn
685928,Insuficiente,1,1.0,Fail
685998,Insuficiente,1,1.0,Withdrawn
686065,Equilibrado,5,0.8,Distinction
686164,Insuficiente,1,1.0,Fail
686314,Adiantado,4,0.75,Pass
686317,Misto,5,0.4,Pass
686344,Equilibrado,5,0.8,Pass
686348,Equilibrado,5,0.8,Pass
686448,Insuficiente,1,1.0,Withdrawn
686498,Equilibrado,5,0.6,Pass
686522,Adiantado,5,0.8,Pass
686558,Tardio,5,1.0,Pass
686700,Tardio,5,0.8,Pass
686705,Misto,4,0.5,Pass
686786,Adiantado,3,0.6666666666666666,Fail
686946,Tardio,5,0.6,Fail
687007,Insuficiente,1,1.0,Fail
687033,Tardio,3,1.0,Fail
687073,Equilibrado,3,1.0,Withdrawn
687112,Tardio,5,0.8,Pass
687115,Tardio,5,0.8,Pass
687288,Insuficiente,2,1.0,Withdrawn
687304,Insuficiente,1,1.0,Fail
687331,Insuficiente,1,1.0,Fail
687341,Insuficiente,2,0.5,Withdrawn
687345,Equilibrado,3,1.0,Fail
687351,Tardio,5,0.6,Pass
687410,Misto,5,0.4,Pass
687434,Equilibrado,5,0.6,Distinction
687468,Adiantado,5,0.6,Distinction
687485,Equilibrado,5,0.6,Pass
687503,Adiantado,5,0.6,Pass
687510,Insuficiente,2,1.0,Withdrawn
687511,Insuficiente,2,0.5,Withdrawn
687525,Insuficiente,2,0.5,Fail
687686,Equilibrado,4,0.75,Fail
687752,Insuficiente,2,0.5,Withdrawn
687846,Tardio,4,0.75,Pass
687910,Equilibrado,5,0.6,Pass
687930,Equilibrado,5,0.6,Pass
687931,Equilibrado,5,0.6,Pass
687988,Equilibrado,5,0.8,Pass
688008,Adiantado,5,0.6,Pass
688071,Insuficiente,1,1.0,Fail
688127,Adiantado,5,0.6,Distinction
688136,Adiantado,5,0.8,Fail
688159,Insuficiente,2,0.5,Withdrawn
688192,Equilibrado,5,0.8,Fail
688225,Equilibrado,3,0.6666666666666666,Fail
688250,Insuficiente,2,0.5,Fail
688265,Equilibrado,5,0.6,Fail
688337,Equilibrado,5,0.8,Pass
688453,Insuficiente,1,1.0,Fail
688470,Tardio,4,0.75,Fail
688543,Equilibrado,5,0.8,Pass
688664,Insuficiente,1,1.0,Withdrawn
688667,Equilibrado,5,0.8,Pass
688685,Equilibrado,5,0.8,Pass
688727,Equilibrado,5,0.6,Distinction
688881,Insuficiente,2,0.5,Withdrawn
688891,Adiantado,5,0.6,Fail
688895,Equilibrado,5,0.8,Distinction
688904,Equilibrado,3,0.6666666666666666,Withdrawn
688976,Misto,3,0.3333333333333333,Fail
689005,Misto,5,0.4,Pass
689052,Insuficiente,2,0.5,Fail
689056,Misto,4,0.5,Pass
689225,Insuficiente,1,1.0,Withdrawn
689260,Equilibrado,5,0.6,Pass
689280,Adiantado,5,0.6,Distinction
689347,Equilibrado,5,0.8,Pass
689444,Misto,4,0.5,Fail
689498,Insuficiente,1,1.0,Withdrawn
689626,Insuficiente,1,1.0,Fail
689796,Equilibrado,5,0.8,Pass
689827,Insuficiente,1,1.0,Withdrawn
689832,Equilibrado,5,0.6,Pass
689855,Equilibrado,5,1.0,Distinction
689924,Adiantado,5,0.6,Pass
690075,Tardio,5,0.6,Pass
690198,Misto,5,0.4,Distinction
690296,Insuficiente,2,0.5,Withdrawn
690382,Misto,4,0.5,Pass
690585,Insuficiente,1,1.0,Fail
690628,Equilibrado,5,0.6,Pass
690635,Adiantado,5,0.6,Distinction
690746,Equilibrado,5,0.6,Distinction
690832,Misto,4,0.5,Fail
690872,Misto,5,0.4,Pass
690962,Equilibrado,3,0.6666666666666666,Withdrawn
691269,Misto,5,0.4,Pass
691280,Tardio,5,0.6,Pass
691326,Adiantado,5,0.8,Fail
691375,Adiantado,3,0.6666666666666666,Fail
691465,Equilibrado,5,0.6,Fail
691699,Misto,5,0.4,Pass
691722,Equilibrado,5,0.8,Distinction
691805,Insuficiente,1,1.0,Withdrawn
691873,Equilibrado,5,0.8,Pass
691932,Equilibrado,5,0.6,Pass
692010,Equilibrado,5,0.6,Pass
692097,Equilibrado,5,0.6,Pass
692220,Equilibrado,5,0.6,Pass
692297,Insuficiente,2,1.0,Fail
692301,Tardio,5,0.8,Pass
692334,Misto,5,0.4,Pass
692454,Adiantado,5,1.0,Pass
692612,Adiantado,5,0.6,Pass
692632,Insuficiente,2,0.5,Fail
692893,Equilibrado,5,0.6,Pass
692946,Equilibrado,3,0.6666666666666666,Fail
692962,Equilibrado,5,0.6,Pass
692968,Misto,5,0.4,Pass
693160,Equilibrado,4,0.75,Pass
693162,Equilibrado,5,0.6,Distinction
693197,Misto,5,0.4,Pass
693236,Equilibrado,5,0.6,Pass
693345,Adiantado,5,0.8,Pass
693373,Equilibrado,5,0.8,Distinction
693497,Adiantado,5,0.6,Pass
693519,Tardio,5,0.8,Pass
693573,Insuficiente,2,0.5,Withdrawn
693628,Adiantado,5,0.6,Pass
693764,Misto,4,0.5,Pass
693806,Adiantado,5,0.8,Distinction
693812,Insuficiente,1,1.0,Withdrawn
693873,Tardio,5,0.6,Fail
693903,Equilibrado,5,0.6,Distinction
693906,Insuficiente,2,0.5,Withdrawn
693907,Equilibrado,5,0.8,Pass
694128,Equilibrado,4,1.0,Pass
694144,Equilibrado,5,0.6,Distinction
694221,Equilibrado,5,0.8,Fail
694284,Insuficiente,2,0.5,Withdrawn
694376,Insuficiente,1,1.0,Fail
694428,Misto,4,0.5,Pass
694456,Misto,4,0.5,Pass
694622,Equilibrado,5,0.6,Pass
694716,Tardio,5,0.6,Pass
694827,Misto,5,0.4,Pass
694836,Equilibrado,5,1.0,Pass
694848,Equilibrado,5,0.6,Distinction
695090,Tardio,5,0.6,Pass
695169,Tardio,5,0.6,Pass
695220,Insuficiente,1,1.0,Withdrawn
695250,Insuficiente,2,0.5,Withdrawn
695251,Insuficiente,1,1.0,Withdrawn
695369,Insuficiente,1,1.0,Withdrawn
695471,Adiantado,5,0.6,Pass
695485,Misto,5,0.4,Pass
695550,Insuficiente,2,1.0,Fail
695637,Adiantado,5,0.6,Distinction
695676,Insuficiente,1,1.0,Withdrawn
695700,Insuficiente,2,0.5,Fail
695729,Equilibrado,5,0.6,Pass
695748,Insuficiente,2,1.0,Withdrawn
695803,Equilibrado,5,0.6,Pass
695825,Misto,4,0.5,Withdrawn
695869,Equilibrado,5,0.8,Pass
695879,Insuficiente,1,1.0,Withdrawn
695926,Insuficiente,2,0.5,Fail
695964,Insuficiente,1,1.0,Withdrawn
696039,Misto,5,0.4,Fail
696043,Misto,5,0.4,Distinction
696071,Insuficiente,2,1.0,Withdrawn
696082,Equilibrado,5,0.6,Pass
696188,Tardio,5,0.8,Pass
696275,Equilibrado,5,0.8,Distinction
696318,Equilibrado,5,0.6,Distinction
696329,Equilibrado,5,0.6,Distinction
696347,Adiantado,5,0.6,Pass
696364,Misto,5,0.4,Pass
696410,Insuficiente,1,1.0,Withdrawn
696456,Insuficiente,2,0.5,Fail
696583,Misto,4,0.5,Fail
696615,Insuficiente,2,0.5,Fail
696653,Misto,3,0.3333333333333333,Fail
696659,Equilibrado,5,0.8,Pass
696662,Equilibrado,5,0.8,Distinction
696666,Tardio,5,0.8,Fail
696671,Equilibrado,5,0.8,Pass
696672,Misto,3,0.3333333333333333,Pass
696674,Misto,4,0.5,Pass
696678,Equilibrado,5,0.8,Pass
696729,Adiantado,5,0.6,Pass
697027,Equilibrado,3,0.6666666666666666,Fail
697042,Insuficiente,2,1.0,Withdrawn
697114,Tardio,4,1.0,Pass
697160,Insuficiente,1,1.0,Fail
697192,Insuficiente,1,1.0,Withdrawn
697255,Misto,5,0.4,Pass
697299,Insuficiente,1,1.0,Withdrawn
697438,Misto,4,0.5,Withdrawn
697478,Misto,4,0.5,Pass
697665,Insuficiente,1,1.0,Withdrawn
697878,Misto,5,0.4,Pass
697998,Equilibrado,5,0.8,Pass
698015,Equilibrado,4,0.75,Pass
698020,Insuficiente,1,1.0,Withdrawn
698112,Insuficiente,1,1.0,Withdrawn
698193,Insuficiente,1,1.0,Fail
698278,Insuficiente,1,1.0,Withdrawn
698384,Adiantado,5,0.6,Pass
698407,Insuficiente,1,1.0,Fail
698485,Equilibrado,5,0.6,Pass
698656,Adiantado,5,0.6,Pass
698762,Insuficiente,1,1.0,Withdrawn
699126,Tardio,4,0.75,Pass
699127,Tardio,5,0.8,Fail
699128,Misto,5,0.4,Pass
836614,Insuficiente,2,1.0,Fail
884652,Insuficiente,1,1.0,Withdrawn
895524,Equilibrado,5,1.0,Distinction
1021350,Equilibrado,3,0.6666666666666666,Fail
1042726,Misto,5,0.4,Fail
1318759,Equilibrado,5,0.8,Pass
1348205,Equilibrado,5,0.8,Distinction
1391717,Misto,5,0.4,Pass
1409532,Misto,4,0.5,Fail
1413902,Misto,5,0.4,Fail
1424608,Insuficiente,1,1.0,Withdrawn
1448966,Tardio,5,0.6,Pass
1450604,Adiantado,5,0.6,Pass
1473878,Equilibrado,5,0.6,Pass
1477284,Insuficiente,2,0.5,Withdrawn
1501577,Equilibrado,5,0.6,Distinction
1514245,Insuficiente,2,0.5,Withdrawn
1532711,Tardio,3,0.6666666666666666,Withdrawn
1585671,Equilibrado,5,0.6,Pass
1588621,Insuficiente,1,1.0,Withdrawn
1603549,Misto,5,0.4,Pass
1631797,Adiantado,4,0.75,Pass
1639699,Equilibrado,5,0.6,Pass
1640680,Equilibrado,4,0.75,Pass
1658963,Misto,5,0.4,Pass
1677677,Misto,4,0.5,Pass
1683192,Insuficiente,1,1.0,Withdrawn
1722493,Equilibrado,5,0.6,Fail
1733664,Misto,3,0.3333333333333333,Fail
1752994,Equilibrado,4,0.75,Pass
1755594,Equilibrado,5,0.6,Distinction
1765045,Insuficiente,1,1.0,Withdrawn
1771775,Misto,4,0.5,Pass
1796402,Equilibrado,4,0.75,Pass
1810759,Adiantado,5,0.6,Pass
1816458,Adiantado,5,0.6,Pass
1817710,Misto,5,0.4,Distinction
1818385,Misto,4,0.5,Pass
1836241,Equilibrado,5,0.6,Pass
1837138,Equilibrado,5,0.6,Distinction
1856869,Misto,4,0.5,Fail
1866233,Insuficiente,1,1.0,Fail
1871598,Equilibrado,5,0.8,Distinction
1871684,Adiantado,5,0.6,Pass
1877902,Adiantado,5,0.6,Pass
1879321,Adiantado,5,0.6,Distinction
1881231,Adiantado,5,0.6,Pass
1887108,Equilibrado,5,0.6,Pass
1889752,Adiantado,5,0.6,Pass
1944167,Adiantado,3,0.6666666666666666,Fail
1948159,Adiantado,5,0.6,Distinction
1962049,Equilibrado,5,0.8,Pass
1962062,Misto,4,0.5,Fail
1972092,Equilibrado,5,0.6,Pass
1995177,Adiantado,5,0.6,Distinction
1998834,Misto,4,0.5,Pass
2017487,Equilibrado,5,0.8,Distinction
2020628,Equilibrado,5,0.6,Pass
2026075,Equilibrado,4,0.75,Withdrawn
2028523,Insuficiente,1,1.0,Withdrawn
2029571,Equilibrado,4,0.75,Withdrawn
2035700,Equilibrado,5,0.6,Pass
2036893,Insuficiente,1,1.0,Withdrawn
2047575,Equilibrado,5,0.6,Distinction
2065972,Adiantado,5,0.6,Pass
2067799,Tardio,4,0.75,Fail
2081123,Equilibrado,5,1.0,Pass
2096251,Adiantado,5,0.6,Pass
2103552,Equilibrado,4,0.75,Withdrawn
2104819,Insuficiente,2,1.0,Withdrawn
2106955,Equilibrado,5,0.8,Distinction
2107747,Insuficiente,2,1.0,Withdrawn
2128283,Equilibrado,4,0.75,Pass
2138970,Misto,5,0.4,Pass
2140300,Adiantado,5,0.6,Pass
2143312,Equilibrado,5,0.8,Distinction
2143440,Equilibrado,5,0.8,Pass
2154361,Misto,5,0.4,Pass
2160316,Equilibrado,5,0.8,Distinction
2161710,Insuficiente,2,1.0,Fail
2178837,Equilibrado,4,1.0,Pass
2180090,Equilibrado,5,1.0,Distinction
2185729,Equilibrado,5,0.8,Pass
2195853,Insuficiente,1,1.0,Fail
2197766,Equilibrado,5,0.6,Distinction
2198970,Insuficiente,2,0.5,Withdrawn
2223401,Insuficiente,1,1.0,Withdrawn
2254637,Equilibrado,5,0.6,Pass
2256134,Insuficiente,2,1.0,Withdrawn
2272023,Insuficiente,2,0.5,Withdrawn
2274542,Equilibrado,5,0.6,Pass
2278101,Tardio,5,0.8,Pass
2282620,Insuficiente,2,1.0,Fail
2283708,Insuficiente,2,0.5,Withdrawn
2293511,Adiantado,5,0.6,Distinction
2298106,Tardio,5,0.6,Distinction
2298895,Equilibrado,5,0.8,Distinction
2301830,Adiantado,5,0.6,Pass
2306410,Equilibrado,5,0.6,Pass
2316717,Equilibrado,3,0.6666666666666666,Withdrawn
2332934,Misto,4,0.5,Fail
2339267,Tardio,4,1.0,Pass
2341420,Adiantado,5,0.6,Pass
2343785,Adiantado,5,0.6,Pass
2351969,Tardio,5,0.6,Pass
2360559,Adiantado,5,0.6,Pass
2366656,Equilibrado,5,0.6,Distinction
2378208,Equilibrado,5,0.8,Pass
2386732,Adiantado,5,0.6,Distinction
2395016,Insuficiente,1,1.0,Withdrawn
2399758,Adiantado,5,0.6,Pass
2403701,Equilibrado,5,1.0,Pass
2417433,Insuficiente,2,0.5,Fail
2417975,Misto,4,0.5,Pass
2424257,Equilibrado,5,0.6,Fail
2427845,Equilibrado,5,1.0,Pass
2438784,Adiantado,5,0.6,Pass
2449490,Insuficiente,1,1.0,Withdrawn
2457440,Adiantado,5,0.8,Pass
2459292,Misto,4,0.5,Pass
2470326,Insuficiente,2,0.5,Fail
2480886,Equilibrado,4,0.75,Fail
2482710,Tardio,5,0.6,Pass
2486930,Tardio,5,0.6,Pass
2499307,Misto,5,0.4,Pass
2504129,Insuficiente,2,0.5,Fail
2505058,Insuficiente,1,1.0,Fail
2519138,Equilibrado,5,0.6,Pass
2529052,Insuficiente,2,0.5,Fail
2529419,Equilibrado,5,0.8,Pass
2530976,Misto,4,0.5,Pass
2537777,Adiantado,5,0.6,Fail
2540871,Equilibrado,4,0.75,Fail
2542209,Equilibrado,5,0.6,Fail
2544643,Equilibrado,5,0.8,Distinction
2544766,Misto,5,0.4,Pass
2546315,Equilibrado,5,0.8,Distinction
2550534,Adiantado,3,0.6666666666666666,Withdrawn
2557008,Adiantado,5,0.6,Distinction
2558365,Misto,3,0.3333333333333333,Fail
2559144,Misto,4,0.5,Pass
2563095,Misto,4,0.5,Pass
2579891,Equilibrado,5,0.6,Pass
2584244,Tardio,5,0.6,Pass
2597117,Equilibrado,5,0.6,Distinction
2599162,Insuficiente,1,1.0,Withdrawn
2599883,Equilibrado,5,0.6,Pass
2602542,Equilibrado,5,0.8,Distinction
2603027,Equilibrado,5,0.6,Pass
2612102,Equilibrado,5,0.8,Distinction
2612728,Insuficiente,1,1.0,Withdrawn
2624028,Adiantado,5,0.8,Pass
2630284,Insuficiente,1,1.0,Withdrawn
2641156,Tardio,5,0.6,Pass
2642532,Equilibrado,5,0.6,Pass
2643472,Tardio,4,0.75,Pass
2643829,Misto,4,0.5,Fail
2649948,Equilibrado,5,0.6,Fail
2657913,Misto,5,0.4,Pass
2658856,Adiantado,5,0.8,Pass
2667478,Equilibrado,4,0.75,Fail
2678580,Insuficiente,2,1.0,Withdrawn
2681198,Adiantado,5,0.6,Pass
2682682,Misto,5,0.4,Distinction
2683857,Equilibrado,5,0.6,Pass
2684048,Insuficiente,1,1.0,Withdrawn
2686035,Adiantado,5,0.6,Withdrawn
2693932,Misto,4,0.5,Pass
2694139,Tardio,3,0.6666666666666666,Withdrawn
2697921,Misto,5,0.4,Pass
