,tendencia,antecedencia,durabilidade,concentracao,cobertura_final,intensidade_media,final_result,faixa_volume,cluster
BBB_2013J_483876,-0.014040932889100428,0.2949389179755672,0.5454545454545454,0.11359891580901678,0.0,17.363636363636363,Pass,baixo,0
FFF_2014B_2337362,-0.01732124377864288,0.21188340807174888,0.38461538461538464,0.173258131392092,0.0,34.30769230769231,Pass,alto,0
BBB_2013B_29144,-0.02071146245059288,0.4038647342995169,0.6363636363636364,0.11333884406654723,0.0,62.72727272727273,Fail,alto,0
BBB_2013B_481143,-0.010047846889952155,0.3304093567251462,0.36363636363636365,0.13273140843102507,0.0,5.181818181818182,Fail,baixo,0
AAA_2014J_311235,0.04848484848484847,0.4696969696969697,0.8,0.21881222058831148,0.5757575757575758,13.2,Pass,medio,1
DDD_2014B_418453,-0.04644326866549088,0.4173525377229081,1.0,0.10802459137677488,0.0102880658436214,69.42857142857143,Pass,alto,0
AAA_2013J_2639641,-0.034408602150537676,0.31765232974910396,1.0,0.06421524821899416,0.12365591397849462,74.4,Pass,alto,0
CCC_2014B_554205,-0.005117431588019832,0.4264705882352941,1.0,0.06353639378353795,0.17043740573152338,165.75,Fail,alto,1
GGG_2013J_554967,-0.02052569897873764,0.40699815837937386,0.3,0.27649104893913523,0.0,18.1,Pass,baixo,2
EEE_2014J_536984,0.01326923076923077,0.5,1.0,0.09147864884915098,0.10384615384615385,104.0,Pass,alto,1
DDD_2013J_1569426,-0.019814902705268155,0.38704318936877075,1.0,0.08972735993964079,0.009966777408637873,43.0,Pass,medio,0
BBB_2013J_561534,0.0006431427081522674,0.26179094964945826,0.6363636363636364,0.1054540265189923,0.0,95.0909090909091,Pass,alto,0
DDD_2013J_591071,-0.02797274979355904,0.34537572254335264,0.8571428571428571,0.11598675368051127,0.0,49.42857142857143,Pass,medio,0
FFF_2014J_129907,-0.021795739805218487,0.3192733017377567,0.46153846153846156,0.11531234220139533,0.0,81.15384615384616,Distinction,alto,0
CCC_2014B_574283,-0.03774062816616009,0.1875,0.5,0.12979568118656867,0.0,47.0,Fail,baixo,0
GGG_2013J_595256,-0.03752417794970985,0.351063829787234,0.4,0.1970929514403533,0.0,4.7,Pass,baixo,2
GGG_2013J_599410,-0.036428804170739626,0.34229390681003585,0.3,0.18877323317826059,0.0,9.3,Pass,medio,2
BBB_2014J_2614777,-0.015384615384615429,0.4291819291819292,1.0,0.07108870019462682,0.21245421245421245,54.6,Pass,medio,1
BBB_2014B_634944,0.011282051282051281,0.41111111111111115,0.45454545454545453,0.12720525547451986,0.0,17.727272727272727,Pass,baixo,0
FFF_2014J_688453,-0.02747252747252748,0.46027131782945735,0.15384615384615385,0.18040060614705497,0.0,13.23076923076923,Fail,baixo,2
BBB_2013J_365169,-0.02690541781450872,0.4444444444444444,0.5454545454545454,0.11926426964770138,0.0,18.0,Pass,medio,0
BBB_2014B_598624,-0.006942148760330576,0.33535353535353535,0.5454545454545454,0.0861761533708745,0.0,15.0,Pass,baixo,0
FFF_2013J_572783,-0.005810627728435941,0.5671232876712329,0.23076923076923078,0.2539568621575326,0.0,56.15384615384615,Pass,alto,2
CCC_2014J_682367,-0.019891500904159143,0.3760548523206751,0.75,0.14948973188521117,0.006329113924050633,39.5,Distinction,medio,0
BBB_2014J_600387,0.1054794520547945,0.6780821917808219,1.0,0.15307091204327195,0.4200913242009132,43.8,Distinction,medio,1
BBB_2013J_523545,0.0018991282689912847,0.7756849315068494,0.6363636363636364,0.10935883780481327,0.0,26.545454545454547,Pass,baixo,0
EEE_2014J_355049,-0.020384615384615393,0.46025641025641023,1.0,0.07840873034352006,0.1519230769230769,104.0,Pass,alto,1
DDD_2013J_1847481,-0.09011934011934013,0.5282555282555282,0.5714285714285714,0.23120987527343934,0.0,58.142857142857146,Pass,medio,2
BBB_2014B_610802,5.891683590763908e-18,0.4230769230769231,0.09090909090909091,0.2874797872880344,0.0,1.1818181818181819,Fail,baixo,2
BBB_2014J_699656,-0.03169014084507045,0.35093896713615025,1.0,0.12943960823535813,0.16901408450704225,28.4,Distinction,medio,1
FFF_2014J_683530,-0.020578911812087514,0.453195101248939,0.46153846153846156,0.11009226553654047,0.0,211.46153846153845,Distinction,alto,0
FFF_2014J_645003,-0.03030058177117001,0.4500612745098039,0.3076923076923077,0.1817242204903104,0.0,41.84615384615385,Fail,alto,2
FFF_2014J_688192,-0.0203676612345343,0.32232542139662884,0.46153846153846156,0.10245473767609063,0.0,74.53846153846153,Fail,alto,0
GGG_2013J_2516931,-0.04352617079889804,0.6060606060606061,0.2,0.2710554821068286,0.0,1.1,Fail,baixo,2
BBB_2013B_549732,-0.010935441370223982,0.5603864734299516,0.6363636363636364,0.12544867582258384,0.0,6.2727272727272725,Pass,baixo,0
BBB_2014J_531450,0.011377245508982024,0.5833333333333334,1.0,0.13524717976454964,0.0688622754491018,66.8,Fail,medio,1
BBB_2013J_408975,-0.011051693404634579,0.15359477124183005,0.36363636363636365,0.16282619959599626,0.0,4.636363636363637,Pass,baixo,0
BBB_2014J_573713,0.025429017160686424,0.5977639105564222,1.0,0.1469721202329502,0.059282371294851796,128.2,Pass,alto,1
EEE_2014J_645126,-0.046494464944649476,0.6193111931119312,0.8,0.15635309469070244,0.0,54.2,Distinction,alto,0
EEE_2013J_608884,-0.014024390243902469,0.29573170731707316,1.0,0.11416614378993611,0.18902439024390244,32.8,Pass,medio,1
DDD_2013B_515595,0.0005684742955618668,0.2729124236252546,0.8571428571428571,0.07964379698041509,0.0,35.07142857142857,Pass,medio,0
BBB_2014J_651324,-0.05233644859813088,0.35046728971962615,1.0,0.16322798463267887,0.11214953271028037,21.4,Pass,medio,0
DDD_2014J_536296,-0.06161137440758292,0.5497630331753555,1.0,0.1334445640125812,0.018957345971563982,35.166666666666664,Pass,medio,0
FFF_2013J_570061,-0.027074678370410075,0.4579522357723577,0.46153846153846156,0.12941700304315407,0.0,100.92307692307692,Pass,alto,0
CCC_2014B_622753,-0.07783882783882787,0.19444444444444445,0.375,0.26280096862916247,0.0,9.75,Fail,baixo,2
DDD_2014B_623514,-0.008852905569007278,0.3919491525423729,1.0,0.0746554817378765,0.01694915254237288,67.42857142857143,Pass,alto,0
BBB_2014J_1656979,0.03817204301075268,0.46505376344086025,0.8,0.15350003756717853,0.20698924731182797,74.4,Distinction,medio,1
EEE_2014J_581238,-0.16470588235294126,0.20751633986928106,1.0,0.3035481577025271,0.0196078431372549,20.4,Pass,alto,2
BBB_2013B_544408,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
BBB_2014J_652156,-0.07981651376146791,0.22324159021406728,1.0,0.18471150534564237,0.045871559633027525,21.8,Pass,baixo,0
DDD_2013J_597871,-0.0862800565770863,0.42574257425742573,0.8571428571428571,0.24788416016391968,0.0,14.428571428571429,Pass,medio,2
DDD_2014J_677629,-0.08819875776397516,0.5942028985507246,0.5,0.19329769569200864,0.0,19.166666666666668,Fail,baixo,2
DDD_2014J_645147,0.0021978021978022034,0.16346153846153846,1.0,0.09133209518445516,0.07692307692307693,8.666666666666666,Fail,baixo,0
BBB_2014B_1406920,-0.010697492163009402,0.26544540229885055,0.6363636363636364,0.09415647649116485,0.0,42.18181818181818,Pass,medio,0
BBB_2013J_595138,-0.004298801973220575,0.398578811369509,0.5454545454545454,0.10430951509652203,0.0,23.454545454545453,Pass,baixo,0
BBB_2013B_547192,-0.006115702479338845,0.42424242424242425,0.5454545454545454,0.09343595660384889,0.0,10.0,Pass,baixo,0
EEE_2014B_619928,0.02074866310160427,0.4224598930481283,1.0,0.17042504725359667,0.008556149732620321,187.0,Distinction,alto,0
BBB_2013B_535778,-0.036363636363636376,0.0,0.09090909090909091,0.2874797872880344,0.0,0.18181818181818182,Fail,baixo,2
DDD_2013B_555497,-0.02637362637362639,0.3551587301587302,0.21428571428571427,0.16913861688010998,0.0,6.0,Fail,baixo,2
CCC_2014B_610391,-0.03314952551936394,0.5436864153201676,0.625,0.20737045510074148,0.0,69.625,Fail,alto,0
FFF_2014B_634245,-0.025709124534956232,0.37279843444227007,0.3076923076923077,0.13886029122003268,0.0,39.30769230769231,Fail,medio,0
BBB_2013J_2002046,-0.010664335664335663,0.5534188034188035,0.5454545454545454,0.12764499379175662,0.0,14.181818181818182,Pass,baixo,0
DDD_2014B_630137,-0.0360576923076923,0.469150641025641,1.0,0.08382357283460376,0.009615384615384616,59.42857142857143,Pass,alto,0
FFF_2013J_291516,-0.030781262533087363,0.6563260340632603,0.3076923076923077,0.20782697273412365,0.0,21.076923076923077,Fail,medio,2
FFF_2013J_118050,-0.012235009085402782,0.2199475065616798,0.46153846153846156,0.1736856978430245,0.0,48.84615384615385,Pass,medio,0
EEE_2014J_653506,-0.12692307692307697,0.03926282051282051,0.6,0.2655761571871093,0.0,41.6,Fail,baixo,2
FFF_2014B_616909,-0.022327383599059898,0.289980732177264,0.3076923076923077,0.15701972745223639,0.0,13.307692307692308,Fail,medio,0
BBB_2014J_687173,0.03446327683615818,0.49905838041431266,1.0,0.14070405675511702,0.18926553672316385,70.8,Pass,alto,1
CCC_2014J_628777,0.01020735847325442,0.20391779062299295,0.75,0.12912473941362684,0.24277456647398843,64.875,Pass,medio,1
GGG_2013J_2246073,-0.02193617591847678,0.644542772861357,0.3,0.24753621887281296,0.0,11.3,Pass,medio,2
BBB_2014B_623821,-0.03484230055658627,0.491156462585034,0.36363636363636365,0.16266206653725301,0.0,22.272727272727273,Fail,baixo,0
DDD_2014J_696072,-0.028973843058350112,0.27582159624413144,1.0,0.0993154732455689,0.028169014084507043,23.666666666666668,Pass,baixo,0
FFF_2013J_381959,-0.026391162029459896,0.4287825059101655,0.3076923076923077,0.1455372601013579,0.0,43.38461538461539,Fail,alto,0
GGG_2014B_623442,-0.036914600550964155,0.4166666666666667,0.2,0.2342563404859114,0.0,2.2,Distinction,baixo,2
FFF_2013B_559325,-0.02418702475327617,0.4856549641374103,0.46153846153846156,0.11239371295364646,0.0,67.92307692307692,Distinction,alto,0
DDD_2014B_2306519,-0.043284161490683225,0.358695652173913,1.0,0.12358141460292882,0.005434782608695652,26.285714285714285,Pass,baixo,0
BBB_2013J_466800,0.01318181818181818,0.2625,0.2727272727272727,0.17846336754000527,0.0,3.6363636363636362,Pass,baixo,0
BBB_2014J_522478,-0.20000000000000007,0.6666666666666666,0.2,0.4000000000000001,0.0,0.2,Fail,baixo,2
CCC_2014B_588676,-0.008868904418222794,0.35391606522320235,1.0,0.08432556484269695,0.16680032076984763,155.875,Pass,alto,1
CCC_2014B_625684,-0.060044236273744486,0.20673952641165758,0.625,0.20000368587782769,0.0,22.875,Fail,baixo,2
FFF_2014J_685928,-0.032967032967032975,0.9185185185185185,0.07692307692307693,0.26646935501059654,0.0,3.4615384615384617,Fail,baixo,2
BBB_2013B_556959,-0.016924182536830756,0.308300395256917,0.6363636363636364,0.08746137702974562,0.0,23.0,Pass,medio,0
BBB_2013B_486282,-0.03517786561264823,0.9637681159420289,0.18181818181818182,0.2806741604529197,0.0,4.181818181818182,Fail,baixo,2
FFF_2013B_543384,-0.02099647924890643,0.5768608414239482,0.46153846153846156,0.1122002594831537,0.0,79.23076923076923,Distinction,alto,0
EEE_2014J_348288,0.045454545454545456,0.3480257116620753,1.0,0.18949964493178859,0.08264462809917356,72.6,Pass,medio,1
BBB_2014B_59725,-0.015584415584415581,0.6666666666666666,0.45454545454545453,0.13244206528812427,0.0,7.0,Distinction,medio,0
DDD_2014J_1986180,-0.0028985507246376795,0.4202898550724638,1.0,0.11373195523665268,0.028985507246376812,11.5,Pass,baixo,0
FFF_2014J_305659,-0.018422102091456928,0.3121639784946237,0.38461538461538464,0.12814923055686891,0.0,38.15384615384615,Distinction,alto,0
DDD_2014J_678065,0.017096018735362997,0.29713114754098363,1.0,0.10639086050512314,0.0860655737704918,40.666666666666664,Fail,baixo,1
GGG_2014B_623602,-0.030598669623059863,0.008130081300813009,0.3,0.28390285810043664,0.0,4.1,Pass,baixo,2
FFF_2014J_653558,-0.016298918472831523,0.16897233201581027,0.46153846153846156,0.10311909449382173,0.0,77.84615384615384,Pass,alto,0
GGG_2013J_489222,-0.026086956521739122,0.358695652173913,0.3,0.1838563742479624,0.0,18.4,Pass,medio,2
BBB_2014B_611348,0.0018424242424242457,0.4406666666666667,0.6363636363636364,0.08963552358899089,0.0,68.18181818181819,Pass,medio,0
DDD_2013J_314956,-0.05753968253968254,0.49845679012345684,0.8571428571428571,0.16235661175990387,0.0,30.857142857142858,Pass,medio,0
BBB_2013B_558662,-0.03787878787878787,0.34009009009009006,0.36363636363636365,0.17823290693193122,0.0,20.181818181818183,Fail,baixo,2
EEE_2013J_587616,0.020708955223880592,0.2627487562189055,1.0,0.21216025479227238,0.014925373134328358,107.2,Pass,medio,0
FFF_2014B_564632,-0.011555495693923949,0.252703677000721,0.46153846153846156,0.17345109880695758,0.0,106.6923076923077,Fail,alto,0
CCC_2014J_630452,-0.033928571428571426,0.28072916666666664,0.75,0.09760311054213384,0.0,40.0,Pass,baixo,0
AAA_2014J_431025,-0.1,0.5,0.2,0.4000000000000001,0.0,3.2,Fail,baixo,2
BBB_2014B_597882,-0.010794430794430787,0.5465465465465466,0.6363636363636364,0.09421941474891124,0.0,50.45454545454545,Pass,alto,0
FFF_2013J_522257,-0.023520562963718412,0.43903067800979634,0.46153846153846156,0.09934052946685831,0.0,99.46153846153847,Pass,alto,0
DDD_2013B_559459,-0.013784744667097617,0.16666666666666666,0.5714285714285714,0.07449101114072017,0.0,19.428571428571427,Fail,baixo,0
DDD_2014J_341855,-0.02970297029702969,0.17986798679867988,0.8333333333333334,0.21414666422844905,0.06930693069306931,16.833333333333332,Fail,baixo,0
EEE_2014J_605294,-0.010502283105022861,0.4528158295281583,1.0,0.049740260698251035,0.1506849315068493,87.6,Distinction,alto,1
FFF_2013J_523599,-0.013736263736263738,0.638888888888889,0.23076923076923078,0.154910845815315,0.0,2.3076923076923075,Pass,baixo,0
EEE_2014B_601054,0.038888888888888876,0.4696296296296296,1.0,0.06685898187072642,0.27555555555555555,90.0,Pass,medio,1
GGG_2014B_631201,-0.02937062937062937,0.4102564102564103,0.2,0.21770725689361395,0.0,2.6,Pass,baixo,2
FFF_2014J_691699,-0.02084920030464585,0.44389438943894394,0.38461538461538464,0.11150861312048944,0.0,31.076923076923077,Pass,alto,0
BBB_2013J_551219,-0.017782217782217776,0.45604395604395603,0.45454545454545453,0.16940653515469703,0.0,8.272727272727273,Pass,medio,0
AAA_2013J_58873,-0.026875000000000007,0.42569444444444443,1.0,0.03886407938787006,0.13958333333333334,96.0,Pass,medio,1
DDD_2013B_538701,-0.0037291228626968763,0.3516847172081829,0.9285714285714286,0.05916973599964536,0.0,39.57142857142857,Pass,medio,0
CCC_2014B_633112,-0.015625842636035166,0.3391845979614949,0.875,0.08821160714553464,0.1245753114382786,110.375,Distinction,alto,1
DDD_2014J_651627,-0.013769363166953524,0.5401606425702811,1.0,0.1063878086662619,0.13253012048192772,27.666666666666668,Pass,medio,1
FFF_2013J_348783,-0.019443404892321298,0.36584107327141385,0.46153846153846156,0.10090294107567188,0.0,74.53846153846153,Distinction,alto,0
DDD_2014J_636697,-0.015686274509803904,0.451525054466231,1.0,0.08235034750558269,0.13398692810457516,51.0,Pass,medio,1
FFF_2013B_505002,-0.029934065934065935,0.4871111111111111,0.23076923076923078,0.1741310123655623,0.0,28.846153846153847,Fail,medio,2
EEE_2014J_656553,-0.16881355932203398,0.8112994350282485,0.6,0.349071901169592,0.05254237288135593,118.0,Fail,alto,2
FFF_2014J_494046,-0.02129029425966843,0.49267643142476697,0.46153846153846156,0.11506428359095057,0.0,57.76923076923077,Pass,alto,0
BBB_2014J_2580626,-0.0044776119402985225,0.3043117744610282,1.0,0.1429307430089713,0.03482587064676617,40.2,Distinction,alto,0
DDD_2013B_368749,-0.005186813186813192,0.28022988505747126,1.0,0.05306102475709864,0.006896551724137931,51.785714285714285,Fail,alto,0
GGG_2014J_674640,-0.021305841924398616,0.4536082474226804,0.2,0.22746155886429148,0.0,9.7,Pass,baixo,2
EEE_2013J_610888,-0.16287425149700616,0.2415169660678643,0.6,0.2589874008651334,0.0,33.4,Fail,baixo,2
FFF_2013B_540160,-0.02135549179884155,0.47516420361247946,0.46153846153846156,0.10727900670012211,0.0,62.46153846153846,Pass,alto,0
EEE_2013J_590626,0.0038728897715988005,0.4107911287653095,1.0,0.12431224119337764,0.06852035749751738,201.4,Pass,alto,0
CCC_2014B_1951139,0.00508596633360338,0.3186830497794581,1.0,0.05275624225605981,0.21266540642722118,132.25,Pass,alto,1
DDD_2013J_339739,-0.053010890454836666,0.45142002989536617,0.8571428571428571,0.13598250970225825,0.03139013452914798,31.857142857142858,Fail,medio,0
FFF_2014J_629491,-0.02007696944405805,0.5201593999062354,0.46153846153846156,0.11283680861554354,0.0,54.69230769230769,Pass,alto,0
AAA_2013J_2084066,-0.12620481927710847,0.2936746987951807,1.0,0.2139792616148101,0.030120481927710843,132.8,Fail,alto,2
FFF_2014B_612982,-0.009694599878648954,0.440081799591002,0.46153846153846156,0.17914781747710554,0.0,62.69230769230769,Fail,alto,0
BBB_2014J_58653,0.03705882352941175,0.19607843137254902,0.8,0.163736643978417,0.17647058823529413,34.0,Pass,baixo,1
BBB_2013J_591501,-0.006996047430830041,0.5463768115942029,0.6363636363636364,0.09205329092812418,0.0,20.90909090909091,Distinction,medio,0
EEE_2014J_680765,0.0020576131687242726,0.43209876543209874,1.0,0.06282159551361773,0.12757201646090535,48.6,Pass,medio,1
DDD_2013J_484423,-0.036497064579256375,0.3383561643835617,0.8571428571428571,0.10045526553418342,0.0,52.142857142857146,Pass,medio,0
EEE_2014B_541999,-0.20000000000000007,0.4840182648401827,0.2,0.4000000000000001,0.0,14.6,Fail,baixo,2
DDD_2013B_537926,-0.0018813186813186836,0.18866666666666665,0.9285714285714286,0.04642307659791977,0.0,17.857142857142858,Fail,medio,0
CCC_2014B_529434,-0.002258459653958052,0.12111468381564844,1.0,0.09208216023541374,0.2315112540192926,38.875,Pass,baixo,1
AAA_2014J_364957,-0.03801020408163266,0.4647108843537415,1.0,0.11012137864262522,0.061224489795918366,78.4,Pass,medio,0
BBB_2013B_437562,-0.012791951131872075,0.4901185770750988,0.5454545454545454,0.09005362310482713,0.0,23.0,Pass,baixo,0
DDD_2013B_560179,-0.011441365287519148,0.439015939015939,1.0,0.06541831855916604,0.015592515592515593,68.71428571428571,Pass,alto,0
EEE_2013J_574507,-0.0687739463601533,0.36366538952745847,1.0,0.10860295016204319,0.12260536398467432,104.4,Pass,medio,0
EEE_2014B_291674,0.061547479484173495,0.4577960140679953,1.0,0.20656306844209157,0.123094958968347,170.6,Distinction,alto,1
FFF_2013J_590980,-0.02447489656791983,0.5336266499057197,0.46153846153846156,0.11874563068353201,0.0,122.38461538461539,Pass,alto,0
DDD_2013J_575766,-0.038423645320197056,0.635632183908046,0.8571428571428571,0.1077568613508737,0.0,41.42857142857143,Pass,medio,0
FFF_2013J_577476,-0.02361306513555648,0.4677047289504037,0.46153846153846156,0.11094212815876525,0.0,66.6923076923077,Pass,alto,0
BBB_2014J_693230,0.10370370370370371,0.4876543209876543,0.4,0.38175107338444814,0.037037037037037035,5.4,Pass,baixo,2
GGG_2013J_584500,-0.036249285305889084,0.4150943396226415,0.4,0.16275703991097848,0.0,5.3,Pass,medio,0
CCC_2014J_586476,-0.014860797592174574,0.1403310759969902,0.75,0.12817187511141992,0.1963882618510158,55.375,Pass,medio,1
BBB_2014J_649749,0.017841079460269856,0.5254872563718141,1.0,0.10861279993860953,0.11394302848575712,133.4,Pass,alto,1
FFF_2014B_483975,-0.014211749788672866,0.10096153846153845,0.46153846153846156,0.1611435013838099,0.0,40.0,Pass,medio,0
EEE_2014B_505855,0.012019230769230753,0.6017628205128205,1.0,0.09627876500929981,0.13942307692307693,41.6,Distinction,medio,1
DDD_2014B_2162388,-0.09012016021361816,0.1059190031152648,0.42857142857142855,0.23402981828557878,0.0,15.285714285714286,Fail,baixo,2
FFF_2014B_623948,-0.020524744838071395,0.5735842658528315,0.46153846153846156,0.10282185034694911,0.0,75.61538461538461,Pass,alto,0
EEE_2014B_620876,-0.09341317365269464,0.41916167664670656,0.6,0.1646260146341517,0.0,33.4,Fail,baixo,2
GGG_2014B_109772,-0.030735930735930735,0.25,0.3,0.16115020246683542,0.0,5.6,Pass,baixo,0
FFF_2013B_499993,-0.019717041672677713,0.40267089180624716,0.46153846153846156,0.09180169703439067,0.0,169.92307692307693,Pass,alto,0
FFF_2013B_526549,-0.016471636471636474,0.20342342342342343,0.46153846153846156,0.10318507675953478,0.0,71.15384615384616,Pass,alto,0
FFF_2013B_556970,-0.03175723359209597,0.4220183486238532,0.15384615384615385,0.21116371443542725,0.0,8.384615384615385,Fail,baixo,2
DDD_2013J_486533,0.004876649454962708,0.357429718875502,1.0,0.0817107908359377,0.0321285140562249,35.57142857142857,Pass,alto,0
DDD_2014J_648570,-0.038548752834467105,0.5105820105820106,1.0,0.13429672112695296,0.09523809523809523,10.5,Pass,baixo,0
DDD_2013J_419517,-0.0033820346320346368,0.4696969696969697,1.0,0.09569205072811945,0.011363636363636364,37.714285714285715,Distinction,medio,0
AAA_2013J_175932,-0.08100000000000006,0.4405555555555556,1.0,0.16907591983090517,0.065,120.0,Pass,alto,0
DDD_2013B_351775,-0.0046332365858993115,0.4503317195624888,1.0,0.036172643994593086,0.019903173749327596,132.78571428571428,Pass,alto,0
GGG_2014J_689335,-0.02001638001638001,0.17927927927927925,0.3,0.2573705323891872,0.0,18.5,Pass,medio,2
CCC_2014J_698002,-0.029821787870077617,0.24916163648558012,1.0,0.09799659055901326,0.0482897384305835,62.125,Distinction,alto,0
EEE_2014B_426316,0.04946808510638299,0.4671985815602837,1.0,0.15831417211894694,0.18085106382978725,37.6,Pass,medio,1
DDD_2013B_2640063,-0.02120736406450694,0.1341991341991342,0.35714285714285715,0.11477694226698303,0.0,5.5,Fail,baixo,0
DDD_2014B_387289,-0.05612244897959182,0.07518796992481203,0.2857142857142857,0.22908106449636378,0.0,19.0,Fail,baixo,2
DDD_2014J_651508,0.014091790562378788,0.3951734539969834,1.0,0.10555106242242893,0.11764705882352941,36.833333333333336,Distinction,medio,1
FFF_2013J_605069,-0.015752076766339836,0.2765451664025356,0.46153846153846156,0.10992489620775057,0.0,48.53846153846154,Pass,alto,0
DDD_2013J_2032057,-0.022702104097452932,0.13501291989664083,0.8571428571428571,0.11318187033423123,0.0,36.857142857142854,Pass,medio,0
DDD_2014B_627772,-0.015306122448979583,0.37520525451559933,1.0,0.0731608243117074,0.012315270935960592,58.0,Pass,medio,0
CCC_2014B_160300,0.039561556329849014,0.22383130081300814,0.875,0.16548588393298894,0.5442073170731707,82.0,Pass,alto,1
CCC_2014J_687310,-0.0698906356801094,0.48484848484848486,0.5,0.23619404716467257,0.0,26.125,Fail,medio,2
CCC_2014J_690507,0.02146796218487395,0.4059436274509804,1.0,0.08076999632564456,0.24448529411764705,136.0,Pass,alto,1
FFF_2014J_655445,-0.020135840835549295,0.489795918367347,0.46153846153846156,0.08903821708948868,0.0,26.384615384615383,Pass,alto,0
BBB_2013J_419375,-0.012337662337662333,0.6785714285714285,0.6363636363636364,0.09444840212575659,0.0,40.72727272727273,Pass,alto,0
DDD_2013B_548267,-0.0015301154541660907,0.29957805907172996,0.9285714285714286,0.04336835822719421,0.0,28.214285714285715,Pass,medio,0
GGG_2014J_465567,-0.04324140279196457,0.3277153558052434,0.3,0.15393258426966294,0.0,8.9,Fail,baixo,2
FFF_2013J_579416,-0.022701849049154434,0.3972055888223553,0.23076923076923078,0.1470862674252752,0.0,12.846153846153847,Fail,baixo,0
DDD_2013J_476144,-0.01761904761904762,0.48333333333333334,0.8571428571428571,0.10225130218332645,0.0,42.857142857142854,Pass,alto,0
DDD_2013B_548473,-0.006350107457118534,0.46217712177121767,0.9285714285714286,0.056774979199037,0.0,38.714285714285715,Fail,alto,0
EEE_2014B_486836,-0.04853333333333337,0.524,1.0,0.1157345622054574,0.08533333333333333,75.0,Pass,medio,0
CCC_2014J_242636,-0.08234126984126987,0.020833333333333332,0.25,0.32291666666666663,0.0,12.0,Fail,baixo,2
CCC_2014J_633069,0.001523986217863757,0.590599876314162,1.0,0.10809314222126094,0.3116883116883117,67.375,Distinction,medio,1
BBB_2013J_195938,-0.014423076923076919,0.4166666666666667,0.6363636363636364,0.12109719762621628,0.0,9.454545454545455,Distinction,baixo,0
BBB_2014B_618869,0.008056171470805618,0.20460704607046068,0.5454545454545454,0.11027188116220704,0.0,11.181818181818182,Fail,baixo,0
FFF_2013J_276808,-0.019098105114201694,0.30466130114017437,0.46153846153846156,0.09931665245566901,0.0,76.46153846153847,Pass,alto,0
DDD_2013J_303582,-0.029398954703832768,0.47256097560975613,0.5714285714285714,0.1809961160412644,0.0,23.428571428571427,Pass,baixo,0
DDD_2014B_596906,-0.08986175115207373,0.13978494623655915,0.2857142857142857,0.22604144642268614,0.0,4.428571428571429,Fail,baixo,2
AAA_2013J_102952,0.0050156739811911865,0.3845350052246604,1.0,0.07437861479916401,0.2507836990595611,63.8,Pass,medio,1
FFF_2013B_497897,-0.027584915084915087,0.3875,0.3076923076923077,0.1340208011397804,0.0,33.84615384615385,Fail,alto,0
BBB_2014J_537194,0.025690607734806612,0.4313996316758748,1.0,0.06950355294722113,0.20441988950276244,72.4,Pass,alto,1
DDD_2013J_365939,0.0,0.0,0.0,0.0,0.0,0.0,Fail,baixo,0
EEE_2014J_696192,0.007109004739336491,0.22630331753554503,1.0,0.08593241765918617,0.14928909952606634,84.4,Pass,medio,1
EEE_2014J_495429,0.0002309468822170744,0.43918398768283295,0.8,0.14914663374280449,0.0,86.6,Distinction,alto,0
DDD_2013J_571451,-0.04166666666666668,0.4355877616747182,1.0,0.11010457601330431,0.014492753623188406,59.142857142857146,Pass,medio,0
BBB_2013J_565919,-0.02331550802139036,0.41307189542483663,0.6363636363636364,0.09272315383053448,0.0,46.36363636363637,Pass,medio,0
FFF_2013B_383316,-0.024390567213245142,0.35002010454362686,0.46153846153846156,0.1154131074503732,0.0,63.76923076923077,Pass,alto,0
DDD_2013J_318794,-0.03109335839598997,0.2722953216374269,0.8571428571428571,0.07001301468109175,0.0,65.14285714285714,Pass,medio,0
FFF_2013B_557891,-0.02227383782717781,0.38600864074443336,0.46153846153846156,0.11053549770330809,0.0,77.15384615384616,Pass,alto,0
CCC_2014B_562825,-0.018448900027847406,0.31676413255360625,1.0,0.1303528809345441,0.2309941520467836,42.75,Pass,baixo,1
BBB_2014B_467100,-0.027381730978853273,0.403277378097522,0.6363636363636364,0.10250707596793256,0.0,37.90909090909091,Fail,medio,0
CCC_2014J_629696,0.040904597132970844,0.39619377162629754,0.625,0.2436403750529342,0.1972318339100346,36.125,Distinction,medio,1
CCC_2014J_691177,-0.08220847394075745,0.10236220472440945,0.25,0.31324427767152424,0.0,15.875,Fail,baixo,2
DDD_2013J_597571,-0.047699485199485206,0.5097597597597597,0.8571428571428571,0.10793944064999615,0.0,63.42857142857143,Pass,alto,0
GGG_2014J_2533195,-0.03847566574839299,0.32196969696969696,0.4,0.19194643613111015,0.0,13.2,Pass,medio,2
BBB_2013J_603440,-0.007929292929292928,0.125,0.6363636363636364,0.0916941411924865,0.0,32.72727272727273,Pass,medio,0
EEE_2014J_646071,0.008477011494252852,0.32447318007662834,1.0,0.13126051788947238,0.14224137931034483,139.2,Pass,medio,1
BBB_2013B_558689,-0.020927092709270925,0.19966996699669967,0.6363636363636364,0.11757291158967716,0.0,18.363636363636363,Pass,baixo,0
FFF_2014J_135280,-0.015842852799374543,0.3698945981554677,0.46153846153846156,0.11731289101019987,0.0,77.84615384615384,Distinction,alto,0
