aluno,total_cliques,faixa_volume,final_result
CCC_2014J_626768,991.0,medio,Withdrawn
CCC_2014J_626878,476.0,medio,Fail
CCC_2014J_627184,640.0,medio,Fail
CCC_2014J_627283,1403.0,alto,Pass
CCC_2014J_627290,28.0,baixo,Fail
CCC_2014J_627295,700.0,medio,Withdrawn
CCC_2014J_627401,428.0,medio,Distinction
CCC_2014J_627417,2062.0,alto,Pass
CCC_2014J_627450,1690.0,alto,Fail
CCC_2014J_627471,3861.0,alto,Pass
CCC_2014J_627527,334.0,baixo,Pass
CCC_2014J_627581,126.0,baixo,Withdrawn
CCC_2014J_627599,141.0,baixo,Withdrawn
CCC_2014J_627947,628.0,medio,Withdrawn
CCC_2014J_628008,65.0,baixo,Withdrawn
CCC_2014J_628034,3161.0,alto,Pass
CCC_2014J_628114,2283.0,alto,Pass
CCC_2014J_628216,576.0,medio,Pass
CCC_2014J_628300,239.0,baixo,Pass
CCC_2014J_628361,4901.0,alto,Distinction
CCC_2014J_628376,332.0,baixo,Pass
CCC_2014J_628407,1040.0,medio,Pass
CCC_2014J_628480,294.0,baixo,Withdrawn
CCC_2014J_628618,248.0,baixo,Fail
CCC_2014J_628706,143.0,baixo,Withdrawn
CCC_2014J_628717,752.0,medio,Withdrawn
CCC_2014J_628720,180.0,baixo,Withdrawn
CCC_2014J_628777,749.0,medio,Pass
CCC_2014J_628803,240.0,baixo,Withdrawn
CCC_2014J_628806,58.0,baixo,Withdrawn
CCC_2014J_628846,1216.0,medio,Pass
CCC_2014J_628910,1697.0,alto,Pass
CCC_2014J_629014,,,Withdrawn
CCC_2014J_629056,513.0,medio,Withdrawn
CCC_2014J_629096,1330.0,alto,Fail
CCC_2014J_629400,,,Withdrawn
CCC_2014J_629405,4230.0,alto,Pass
CCC_2014J_629523,5515.0,alto,Distinction
CCC_2014J_629535,612.0,medio,Fail
CCC_2014J_629560,713.0,medio,Withdrawn
CCC_2014J_629607,1282.0,medio,Pass
CCC_2014J_629692,2071.0,alto,Distinction
CCC_2014J_629696,1496.0,alto,Distinction
CCC_2014J_629748,304.0,baixo,Withdrawn
CCC_2014J_629822,86.0,baixo,Withdrawn
CCC_2014J_630013,1211.0,medio,Fail
CCC_2014J_630073,478.0,medio,Withdrawn
CCC_2014J_630165,785.0,medio,Withdrawn
CCC_2014J_630177,1151.0,medio,Pass
CCC_2014J_630200,246.0,baixo,Fail
CCC_2014J_630430,3816.0,alto,Pass
CCC_2014J_630431,411.0,medio,Fail
CCC_2014J_630452,347.0,baixo,Pass
CCC_2014J_630467,2566.0,alto,Distinction
CCC_2014J_630479,1140.0,medio,Pass
CCC_2014J_630510,,,Withdrawn
CCC_2014J_630519,1615.0,alto,Pass
CCC_2014J_630541,3.0,baixo,Withdrawn
CCC_2014J_630891,504.0,medio,Withdrawn
CCC_2014J_630905,10439.0,alto,Distinction
CCC_2014J_630935,1334.0,alto,Pass
CCC_2014J_631016,1385.0,alto,Withdrawn
CCC_2014J_631023,,,Withdrawn
CCC_2014J_631073,981.0,medio,Fail
CCC_2014J_631117,3188.0,alto,Distinction
CCC_2014J_631247,1199.0,medio,Distinction
CCC_2014J_631356,,,Withdrawn
CCC_2014J_631491,3938.0,alto,Distinction
CCC_2014J_631573,1715.0,alto,Pass
CCC_2014J_631663,1030.0,medio,Pass
CCC_2014J_631771,3211.0,alto,Distinction
CCC_2014J_631851,2300.0,alto,Distinction
CCC_2014J_631860,688.0,medio,Withdrawn
CCC_2014J_631870,891.0,medio,Withdrawn
CCC_2014J_631880,269.0,baixo,Withdrawn
CCC_2014J_631924,1923.0,alto,Pass
CCC_2014J_632004,2317.0,alto,Pass
CCC_2014J_632083,2600.0,alto,Pass
CCC_2014J_632134,1.0,baixo,Fail
CCC_2014J_632260,151.0,baixo,Withdrawn
CCC_2014J_632378,1583.0,alto,Distinction
CCC_2014J_632389,313.0,baixo,Withdrawn
CCC_2014J_632451,1801.0,alto,Pass
CCC_2014J_632575,2801.0,alto,Pass
CCC_2014J_632626,175.0,baixo,Withdrawn
CCC_2014J_632637,549.0,medio,Fail
CCC_2014J_632700,198.0,baixo,Withdrawn
CCC_2014J_632709,3630.0,alto,Pass
CCC_2014J_632756,1899.0,alto,Distinction
CCC_2014J_632866,2205.0,alto,Withdrawn
CCC_2014J_632904,412.0,medio,Withdrawn
CCC_2014J_632929,172.0,baixo,Withdrawn
CCC_2014J_632942,1953.0,alto,Withdrawn
CCC_2014J_633008,1773.0,alto,Distinction
CCC_2014J_633047,173.0,baixo,Fail
CCC_2014J_633069,1311.0,medio,Distinction
CCC_2014J_633157,,,Withdrawn
CCC_2014J_633179,1176.0,medio,Pass
CCC_2014J_633198,337.0,baixo,Fail
CCC_2014J_633205,6.0,baixo,Withdrawn
CCC_2014J_633238,159.0,baixo,Withdrawn
CCC_2014J_633303,3031.0,alto,Distinction
CCC_2014J_633328,572.0,medio,Withdrawn
CCC_2014J_633334,156.0,baixo,Fail
CCC_2014J_633504,6199.0,alto,Distinction
CCC_2014J_633511,2145.0,alto,Pass
CCC_2014J_633544,1064.0,medio,Pass
CCC_2014J_633618,627.0,medio,Withdrawn
CCC_2014J_633634,333.0,baixo,Fail
CCC_2014J_633647,4513.0,alto,Pass
CCC_2014J_633655,1060.0,medio,Distinction
CCC_2014J_63371,3344.0,alto,Pass
CCC_2014J_633746,1831.0,alto,Pass
CCC_2014J_633756,47.0,baixo,Withdrawn
CCC_2014J_633914,2472.0,alto,Pass
CCC_2014J_633960,2919.0,alto,Distinction
CCC_2014J_633990,87.0,baixo,Withdrawn
CCC_2014J_634111,380.0,baixo,Withdrawn
CCC_2014J_634119,1192.0,medio,Pass
CCC_2014J_634193,347.0,baixo,Withdrawn
CCC_2014J_634200,981.0,medio,Pass
CCC_2014J_634309,276.0,baixo,Fail
CCC_2014J_634351,884.0,medio,Pass
CCC_2014J_634365,4307.0,alto,Distinction
CCC_2014J_634420,714.0,medio,Withdrawn
CCC_2014J_634536,1133.0,medio,Pass
CCC_2014J_634552,410.0,medio,Pass
CCC_2014J_634600,3030.0,alto,Fail
CCC_2014J_634648,1088.0,medio,Pass
CCC_2014J_634655,34.0,baixo,Withdrawn
CCC_2014J_634721,879.0,medio,Fail
CCC_2014J_634776,362.0,baixo,Withdrawn
CCC_2014J_634817,132.0,baixo,Withdrawn
CCC_2014J_634824,791.0,medio,Pass
CCC_2014J_634853,4.0,baixo,Pass
CCC_2014J_635410,92.0,baixo,Withdrawn
CCC_2014J_635573,2429.0,alto,Distinction
CCC_2014J_635711,2509.0,alto,Pass
CCC_2014J_635802,1221.0,medio,Distinction
CCC_2014J_636000,3321.0,alto,Pass
CCC_2014J_636124,5885.0,alto,Distinction
CCC_2014J_636243,50.0,baixo,Withdrawn
CCC_2014J_636364,3136.0,alto,Distinction
CCC_2014J_636387,1355.0,alto,Distinction
CCC_2014J_636420,568.0,medio,Withdrawn
CCC_2014J_636422,1992.0,alto,Pass
CCC_2014J_636443,137.0,baixo,Withdrawn
CCC_2014J_636628,108.0,baixo,Withdrawn
CCC_2014J_636716,332.0,baixo,Distinction
CCC_2014J_636732,560.0,medio,Fail
CCC_2014J_636743,,,Withdrawn
CCC_2014J_636783,3039.0,alto,Distinction
CCC_2014J_636996,2444.0,alto,Pass
CCC_2014J_637070,1301.0,medio,Pass
CCC_2014J_637086,,,Withdrawn
CCC_2014J_637089,374.0,baixo,Withdrawn
CCC_2014J_637325,147.0,baixo,Withdrawn
CCC_2014J_637691,881.0,medio,Fail
CCC_2014J_637708,2265.0,alto,Distinction
CCC_2014J_637754,3162.0,alto,Distinction
CCC_2014J_637939,,,Withdrawn
CCC_2014J_638018,889.0,medio,Pass
CCC_2014J_638040,29.0,baixo,Withdrawn
CCC_2014J_638243,183.0,baixo,Withdrawn
CCC_2014J_638254,1186.0,medio,Pass
CCC_2014J_638426,275.0,baixo,Withdrawn
CCC_2014J_638504,339.0,baixo,Withdrawn
CCC_2014J_638771,3893.0,alto,Pass
CCC_2014J_639012,990.0,medio,Fail
CCC_2014J_639176,435.0,medio,Withdrawn
CCC_2014J_639232,1.0,baixo,Withdrawn
CCC_2014J_640109,328.0,baixo,Withdrawn
CCC_2014J_640443,,,Withdrawn
CCC_2014J_640662,,,Withdrawn
CCC_2014J_640773,3078.0,alto,Pass
CCC_2014J_641347,643.0,medio,Withdrawn
CCC_2014J_641363,490.0,medio,Pass
CCC_2014J_641684,241.0,baixo,Withdrawn
CCC_2014J_641696,1047.0,medio,Pass
CCC_2014J_641804,1469.0,alto,Fail
CCC_2014J_642066,,,Withdrawn
CCC_2014J_642261,5.0,baixo,Withdrawn
CCC_2014J_642291,1863.0,alto,Distinction
CCC_2014J_642591,3843.0,alto,Pass
CCC_2014J_642627,,,Withdrawn
CCC_2014J_642744,,,Withdrawn
CCC_2014J_642790,57.0,baixo,Withdrawn
CCC_2014J_642817,651.0,medio,Pass
CCC_2014J_642838,1872.0,alto,Pass
CCC_2014J_642839,330.0,baixo,Withdrawn
CCC_2014J_642850,981.0,medio,Distinction
CCC_2014J_642902,1880.0,alto,Pass
CCC_2014J_643114,,,Withdrawn
CCC_2014J_643199,503.0,medio,Withdrawn
CCC_2014J_643200,,,Withdrawn
CCC_2014J_643269,,,Withdrawn
CCC_2014J_643278,,,Withdrawn
CCC_2014J_643309,385.0,baixo,Withdrawn
CCC_2014J_643357,,,Withdrawn
CCC_2014J_643403,3875.0,alto,Distinction
CCC_2014J_643404,226.0,baixo,Fail
CCC_2014J_643416,3.0,baixo,Withdrawn
CCC_2014J_643434,455.0,medio,Withdrawn
CCC_2014J_643457,80.0,baixo,Withdrawn
CCC_2014J_643514,278.0,baixo,Withdrawn
CCC_2014J_643568,1142.0,medio,Pass
CCC_2014J_643690,215.0,baixo,Withdrawn
CCC_2014J_643757,121.0,baixo,Fail
CCC_2014J_643758,1300.0,medio,Fail
CCC_2014J_643770,198.0,baixo,Withdrawn
CCC_2014J_644093,3056.0,alto,Pass
CCC_2014J_644242,1759.0,alto,Distinction
CCC_2014J_644246,4036.0,alto,Distinction
CCC_2014J_644369,647.0,medio,Pass
CCC_2014J_644416,1260.0,medio,Distinction
CCC_2014J_644453,,,Withdrawn
CCC_2014J_644480,894.0,medio,Pass
CCC_2014J_644516,124.0,baixo,Withdrawn
CCC_2014J_644828,2270.0,alto,Pass
CCC_2014J_644848,473.0,medio,Fail
CCC_2014J_644905,287.0,baixo,Withdrawn
CCC_2014J_644951,396.0,medio,Distinction
CCC_2014J_644974,4239.0,alto,Pass
CCC_2014J_645124,1798.0,alto,Distinction
CCC_2014J_645144,2879.0,alto,Distinction
CCC_2014J_645160,56.0,baixo,Withdrawn
CCC_2014J_645174,428.0,medio,Pass
CCC_2014J_645216,698.0,medio,Distinction
CCC_2014J_645219,,,Withdrawn
CCC_2014J_645334,3105.0,alto,Distinction
CCC_2014J_645353,99.0,baixo,Withdrawn
CCC_2014J_645369,834.0,medio,Pass
CCC_2014J_645481,,,Withdrawn
CCC_2014J_645586,992.0,medio,Pass
CCC_2014J_645590,158.0,baixo,Fail
CCC_2014J_645698,913.0,medio,Pass
CCC_2014J_645710,,,Withdrawn
CCC_2014J_645770,2948.0,alto,Fail
CCC_2014J_645792,2462.0,alto,Distinction
CCC_2014J_645835,1219.0,medio,Withdrawn
CCC_2014J_645847,2.0,baixo,Withdrawn
CCC_2014J_645867,363.0,baixo,Withdrawn
CCC_2014J_645939,428.0,medio,Withdrawn
CCC_2014J_645948,1489.0,alto,Withdrawn
CCC_2014J_646071,1330.0,alto,Pass
CCC_2014J_646077,2.0,baixo,Withdrawn
CCC_2014J_646173,1036.0,medio,Pass
CCC_2014J_646351,1668.0,alto,Distinction
CCC_2014J_646359,337.0,baixo,Withdrawn
CCC_2014J_646363,163.0,baixo,Fail
CCC_2014J_646406,2083.0,alto,Distinction
CCC_2014J_646413,610.0,medio,Pass
CCC_2014J_646459,,,Withdrawn
CCC_2014J_646481,1487.0,alto,Pass
CCC_2014J_646502,211.0,baixo,Withdrawn
CCC_2014J_646547,,,Withdrawn
CCC_2014J_646553,269.0,baixo,Fail
CCC_2014J_646589,2312.0,alto,Pass
CCC_2014J_646628,7.0,baixo,Fail
CCC_2014J_646689,240.0,baixo,Withdrawn
CCC_2014J_646739,,,Fail
CCC_2014J_646747,,,Withdrawn
CCC_2014J_646751,,,Withdrawn
CCC_2014J_646841,158.0,baixo,Withdrawn
CCC_2014J_646938,,,Withdrawn
CCC_2014J_646998,1340.0,alto,Pass
CCC_2014J_647083,629.0,medio,Fail
CCC_2014J_647148,516.0,medio,Pass
CCC_2014J_647184,18.0,baixo,Withdrawn
CCC_2014J_647195,1237.0,medio,Distinction
CCC_2014J_647391,,,Withdrawn
CCC_2014J_647406,441.0,medio,Withdrawn
CCC_2014J_647417,54.0,baixo,Withdrawn
CCC_2014J_647464,1383.0,alto,Pass
CCC_2014J_647479,2059.0,alto,Fail
CCC_2014J_647518,1517.0,alto,Withdrawn
CCC_2014J_647593,1121.0,medio,Pass
CCC_2014J_647645,130.0,baixo,Withdrawn
CCC_2014J_647684,119.0,baixo,Withdrawn
CCC_2014J_647735,174.0,baixo,Fail
CCC_2014J_647763,4661.0,alto,Pass
CCC_2014J_647865,374.0,baixo,Pass
CCC_2014J_647869,282.0,baixo,Withdrawn
CCC_2014J_647887,11.0,baixo,Withdrawn
CCC_2014J_647888,427.0,medio,Pass
CCC_2014J_647947,131.0,baixo,Withdrawn
CCC_2014J_648085,335.0,baixo,Pass
CCC_2014J_648140,1197.0,medio,Pass
CCC_2014J_648161,2471.0,alto,Pass
CCC_2014J_648250,1727.0,alto,Withdrawn
CCC_2014J_648285,839.0,medio,Pass
CCC_2014J_648314,83.0,baixo,Withdrawn
CCC_2014J_648321,876.0,medio,Withdrawn
CCC_2014J_648354,,,Withdrawn
CCC_2014J_648363,2254.0,alto,Distinction
CCC_2014J_648369,1199.0,medio,Pass
CCC_2014J_648419,,,Withdrawn
CCC_2014J_648448,206.0,baixo,Withdrawn
CCC_2014J_648477,,,Withdrawn
CCC_2014J_648521,,,Withdrawn
CCC_2014J_648536,,,Withdrawn
CCC_2014J_648590,789.0,medio,Fail
CCC_2014J_648605,,,Withdrawn
CCC_2014J_648606,250.0,baixo,Withdrawn
CCC_2014J_648625,,,Withdrawn
CCC_2014J_648649,1323.0,alto,Pass
CCC_2014J_648654,18.0,baixo,Withdrawn
CCC_2014J_648781,1518.0,alto,Pass
CCC_2014J_648818,763.0,medio,Pass
CCC_2014J_648819,5.0,baixo,Withdrawn
CCC_2014J_648833,22.0,baixo,Withdrawn
CCC_2014J_648854,3989.0,alto,Pass
CCC_2014J_648868,204.0,baixo,Withdrawn
CCC_2014J_648872,190.0,baixo,Withdrawn
CCC_2014J_648959,596.0,medio,Fail
CCC_2014J_649001,349.0,baixo,Withdrawn
CCC_2014J_649105,4609.0,alto,Distinction
CCC_2014J_649129,1237.0,medio,Distinction
CCC_2014J_649141,1029.0,medio,Withdrawn
CCC_2014J_649215,1.0,baixo,Withdrawn
CCC_2014J_649248,,,Withdrawn
CCC_2014J_649343,679.0,medio,Pass
CCC_2014J_649394,2.0,baixo,Withdrawn
CCC_2014J_649413,,,Withdrawn
CCC_2014J_649523,,,Withdrawn
CCC_2014J_649592,876.0,medio,Distinction
CCC_2014J_649604,1473.0,alto,Pass
CCC_2014J_649607,253.0,baixo,Withdrawn
CCC_2014J_649701,4.0,baixo,Withdrawn
CCC_2014J_649761,1103.0,medio,Fail
CCC_2014J_649780,5.0,baixo,Withdrawn
CCC_2014J_649816,2537.0,alto,Fail
CCC_2014J_649840,7382.0,alto,Pass
CCC_2014J_649856,297.0,baixo,Fail
CCC_2014J_649868,708.0,medio,Pass
CCC_2014J_650070,,,Withdrawn
CCC_2014J_650074,6.0,baixo,Withdrawn
CCC_2014J_650085,120.0,baixo,Withdrawn
CCC_2014J_650099,778.0,medio,Pass
CCC_2014J_650105,194.0,baixo,Fail
CCC_2014J_650133,102.0,baixo,Withdrawn
CCC_2014J_650145,1054.0,medio,Fail
CCC_2014J_650163,,,Withdrawn
CCC_2014J_650271,212.0,baixo,Fail
CCC_2014J_650341,1139.0,medio,Fail
CCC_2014J_650370,2896.0,alto,Pass
CCC_2014J_650414,129.0,baixo,Withdrawn
CCC_2014J_650424,,,Withdrawn
CCC_2014J_650511,1451.0,alto,Distinction
CCC_2014J_650544,75.0,baixo,Withdrawn
CCC_2014J_650787,447.0,medio,Pass
CCC_2014J_650838,137.0,baixo,Withdrawn
CCC_2014J_650849,207.0,baixo,Withdrawn
CCC_2014J_650850,609.0,medio,Withdrawn
CCC_2014J_650856,1001.0,medio,Pass
CCC_2014J_650863,4855.0,alto,Distinction
CCC_2014J_650927,15.0,baixo,Withdrawn
CCC_2014J_651058,114.0,baixo,Fail
CCC_2014J_651156,,,Withdrawn
CCC_2014J_651159,1538.0,alto,Distinction
CCC_2014J_651187,9.0,baixo,Withdrawn
CCC_2014J_651217,323.0,baixo,Withdrawn
CCC_2014J_651236,10.0,baixo,Fail
CCC_2014J_651267,916.0,medio,Fail
CCC_2014J_651298,,,Withdrawn
CCC_2014J_651325,107.0,baixo,Withdrawn
CCC_2014J_651371,,,Withdrawn
CCC_2014J_651423,1661.0,alto,Distinction
CCC_2014J_651495,2400.0,alto,Distinction
CCC_2014J_651508,1328.0,alto,Distinction
CCC_2014J_651616,129.0,baixo,Withdrawn
CCC_2014J_651651,,,Withdrawn
CCC_2014J_651734,115.0,baixo,Withdrawn
CCC_2014J_651759,3528.0,alto,Distinction
CCC_2014J_651764,2063.0,alto,Distinction
CCC_2014J_651823,1555.0,alto,Pass
CCC_2014J_651839,55.0,baixo,Withdrawn
CCC_2014J_651850,564.0,medio,Withdrawn
CCC_2014J_651935,1346.0,alto,Pass
CCC_2014J_651963,77.0,baixo,Withdrawn
CCC_2014J_652023,1949.0,alto,Pass
CCC_2014J_652406,,,Withdrawn
CCC_2014J_652428,864.0,medio,Fail
CCC_2014J_652501,928.0,medio,Pass
CCC_2014J_652570,,,Withdrawn
CCC_2014J_652571,14.0,baixo,Withdrawn
CCC_2014J_652894,1996.0,alto,Fail
CCC_2014J_652902,1748.0,alto,Distinction
CCC_2014J_652945,,,Withdrawn
CCC_2014J_652971,141.0,baixo,Withdrawn
CCC_2014J_652994,71.0,baixo,Withdrawn
CCC_2014J_653062,,,Withdrawn
CCC_2014J_653115,571.0,medio,Pass
CCC_2014J_653127,8537.0,alto,Distinction
CCC_2014J_653177,250.0,baixo,Withdrawn
CCC_2014J_653278,1640.0,alto,Pass
CCC_2014J_653352,76.0,baixo,Withdrawn
CCC_2014J_653452,631.0,medio,Pass
CCC_2014J_653506,18.0,baixo,Withdrawn
CCC_2014J_653700,21.0,baixo,Fail
CCC_2014J_653726,43.0,baixo,Withdrawn
CCC_2014J_653821,585.0,medio,Pass
CCC_2014J_653887,643.0,medio,Withdrawn
CCC_2014J_653977,,,Withdrawn
CCC_2014J_653998,359.0,baixo,Withdrawn
CCC_2014J_654000,2002.0,alto,Pass
CCC_2014J_654002,912.0,medio,Distinction
CCC_2014J_654016,942.0,medio,Pass
CCC_2014J_654031,3742.0,alto,Pass
CCC_2014J_654095,,,Fail
CCC_2014J_654114,1764.0,alto,Pass
CCC_2014J_654188,955.0,medio,Fail
CCC_2014J_654202,93.0,baixo,Withdrawn
CCC_2014J_654258,6.0,baixo,Withdrawn
CCC_2014J_654295,1001.0,medio,Withdrawn
CCC_2014J_654322,3247.0,alto,Distinction
CCC_2014J_654407,2.0,baixo,Withdrawn
CCC_2014J_654504,549.0,medio,Pass
CCC_2014J_654539,2127.0,alto,Distinction
CCC_2014J_654646,2278.0,alto,Distinction
CCC_2014J_654671,98.0,baixo,Withdrawn
CCC_2014J_654755,128.0,baixo,Withdrawn
CCC_2014J_654817,529.0,medio,Distinction
CCC_2014J_654828,,,Withdrawn
CCC_2014J_654888,1.0,baixo,Withdrawn
CCC_2014J_654915,4063.0,alto,Distinction
CCC_2014J_654960,,,Withdrawn
CCC_2014J_655051,650.0,medio,Pass
CCC_2014J_655108,1626.0,alto,Pass
CCC_2014J_655293,73.0,baixo,Withdrawn
CCC_2014J_655353,4231.0,alto,Pass
CCC_2014J_655378,2202.0,alto,Pass
CCC_2014J_655390,2149.0,alto,Pass
CCC_2014J_655408,282.0,baixo,Withdrawn
CCC_2014J_655484,147.0,baixo,Withdrawn
CCC_2014J_655498,2019.0,alto,Pass
CCC_2014J_655627,,,Withdrawn
CCC_2014J_655761,,,Withdrawn
CCC_2014J_655890,4824.0,alto,Distinction
CCC_2014J_655919,2715.0,alto,Pass
CCC_2014J_655927,965.0,medio,Pass
CCC_2014J_655953,,,Withdrawn
CCC_2014J_655973,675.0,medio,Pass
CCC_2014J_655988,591.0,medio,Withdrawn
CCC_2014J_656026,44.0,baixo,Withdrawn
CCC_2014J_656068,,,Withdrawn
CCC_2014J_656203,501.0,medio,Fail
CCC_2014J_656277,2582.0,alto,Pass
CCC_2014J_656287,1626.0,alto,Distinction
CCC_2014J_656340,793.0,medio,Pass
CCC_2014J_656347,419.0,medio,Pass
CCC_2014J_656535,,,Withdrawn
CCC_2014J_656539,319.0,baixo,Withdrawn
CCC_2014J_656634,254.0,baixo,Withdrawn
CCC_2014J_656642,578.0,medio,Pass
CCC_2014J_656683,2853.0,alto,Pass
CCC_2014J_656878,,,Withdrawn
CCC_2014J_656929,452.0,medio,Fail
CCC_2014J_656954,226.0,baixo,Withdrawn
CCC_2014J_656978,,,Withdrawn
CCC_2014J_657048,556.0,medio,Withdrawn
CCC_2014J_657050,4334.0,alto,Distinction
CCC_2014J_657145,1347.0,alto,Distinction
CCC_2014J_657210,196.0,baixo,Fail
CCC_2014J_657211,5.0,baixo,Withdrawn
CCC_2014J_657285,748.0,medio,Distinction
CCC_2014J_657319,31.0,baixo,Withdrawn
CCC_2014J_657352,514.0,medio,Pass
CCC_2014J_665414,484.0,medio,Distinction
CCC_2014J_669530,8165.0,alto,Pass
CCC_2014J_674430,1391.0,alto,Withdrawn
CCC_2014J_674497,945.0,medio,Pass
CCC_2014J_674541,13991.0,alto,Distinction
CCC_2014J_674699,1249.0,medio,Pass
CCC_2014J_674808,674.0,medio,Pass
CCC_2014J_674814,,,Withdrawn
CCC_2014J_674882,499.0,medio,Pass
CCC_2014J_674965,1036.0,medio,Distinction
CCC_2014J_675054,1750.0,alto,Pass
CCC_2014J_675063,599.0,medio,Distinction
CCC_2014J_675111,1521.0,alto,Pass
CCC_2014J_675116,,,Withdrawn
CCC_2014J_675374,947.0,medio,Pass
CCC_2014J_675383,2284.0,alto,Distinction
CCC_2014J_675396,3466.0,alto,Fail
CCC_2014J_675441,26.0,baixo,Fail
CCC_2014J_675442,377.0,baixo,Withdrawn
CCC_2014J_675450,,,Withdrawn
CCC_2014J_675477,1360.0,alto,Pass
CCC_2014J_675495,675.0,medio,Withdrawn
CCC_2014J_675504,5639.0,alto,Distinction
CCC_2014J_675638,1236.0,medio,Distinction
CCC_2014J_675758,,,Withdrawn
CCC_2014J_675760,2556.0,alto,Distinction
CCC_2014J_675823,1307.0,medio,Withdrawn
CCC_2014J_675875,3127.0,alto,Distinction
CCC_2014J_675902,594.0,medio,Pass
CCC_2014J_675915,1363.0,alto,Fail
CCC_2014J_676138,49.0,baixo,Withdrawn
CCC_2014J_676150,10.0,baixo,Fail
CCC_2014J_676366,,,Withdrawn
CCC_2014J_676390,1466.0,alto,Pass
CCC_2014J_676469,144.0,baixo,Fail
CCC_2014J_676503,3627.0,alto,Distinction
CCC_2014J_676526,244.0,baixo,Fail
CCC_2014J_676538,747.0,medio,Pass
CCC_2014J_676650,2354.0,alto,Distinction
CCC_2014J_676736,,,Withdrawn
CCC_2014J_676760,52.0,baixo,Withdrawn
CCC_2014J_676783,294.0,baixo,Withdrawn
CCC_2014J_67685,10.0,baixo,Withdrawn
CCC_2014J_676884,,,Withdrawn
CCC_2014J_676909,524.0,medio,Distinction
CCC_2014J_676916,1853.0,alto,Pass
CCC_2014J_676964,5288.0,alto,Pass
CCC_2014J_677006,1583.0,alto,Pass
CCC_2014J_677018,2158.0,alto,Pass
CCC_2014J_677085,1062.0,medio,Pass
CCC_2014J_677089,2427.0,alto,Distinction
CCC_2014J_677270,151.0,baixo,Withdrawn
CCC_2014J_677323,,,Withdrawn
CCC_2014J_677349,2498.0,alto,Distinction
CCC_2014J_677382,,,Withdrawn
CCC_2014J_677459,2095.0,alto,Pass
CCC_2014J_677566,,,Withdrawn
CCC_2014J_677641,4379.0,alto,Distinction
CCC_2014J_677721,,,Withdrawn
CCC_2014J_677741,1768.0,alto,Distinction
CCC_2014J_677887,210.0,baixo,Withdrawn
CCC_2014J_678088,,,Withdrawn
CCC_2014J_678089,6604.0,alto,Distinction
CCC_2014J_678090,4.0,baixo,Withdrawn
CCC_2014J_678194,1318.0,medio,Fail
CCC_2014J_678203,540.0,medio,Pass
CCC_2014J_678204,485.0,medio,Pass
CCC_2014J_678339,1173.0,medio,Pass
CCC_2014J_678382,,,Withdrawn
CCC_2014J_678393,883.0,medio,Fail
CCC_2014J_678395,6402.0,alto,Distinction
CCC_2014J_678408,2575.0,alto,Pass
CCC_2014J_678419,878.0,medio,Pass
CCC_2014J_678474,34.0,baixo,Fail
CCC_2014J_678538,108.0,baixo,Withdrawn
CCC_2014J_678790,1284.0,medio,Pass
CCC_2014J_678811,,,Withdrawn
CCC_2014J_678843,16.0,baixo,Withdrawn
CCC_2014J_678860,1258.0,medio,Withdrawn
CCC_2014J_679037,,,Withdrawn
CCC_2014J_679039,633.0,medio,Pass
CCC_2014J_679114,7.0,baixo,Withdrawn
CCC_2014J_679128,1934.0,alto,Distinction
CCC_2014J_679179,194.0,baixo,Fail
CCC_2014J_679207,10.0,baixo,Withdrawn
CCC_2014J_679271,135.0,baixo,Withdrawn
CCC_2014J_679325,2.0,baixo,Withdrawn
CCC_2014J_679363,267.0,baixo,Fail
CCC_2014J_679386,673.0,medio,Pass
CCC_2014J_679431,3087.0,alto,Distinction
CCC_2014J_679451,2737.0,alto,Distinction
CCC_2014J_679468,55.0,baixo,Withdrawn
CCC_2014J_679529,1035.0,medio,Withdrawn
CCC_2014J_679539,52.0,baixo,Fail
CCC_2014J_679569,583.0,medio,Fail
CCC_2014J_679599,756.0,medio,Withdrawn
CCC_2014J_679663,214.0,baixo,Pass
CCC_2014J_679733,4290.0,alto,Distinction
CCC_2014J_679750,7882.0,alto,Pass
CCC_2014J_679886,2482.0,alto,Distinction
CCC_2014J_679939,482.0,medio,Pass
CCC_2014J_679959,666.0,medio,Pass
CCC_2014J_680002,1202.0,medio,Distinction
CCC_2014J_680027,9544.0,alto,Distinction
CCC_2014J_680133,1077.0,medio,Distinction
CCC_2014J_680145,389.0,baixo,Withdrawn
CCC_2014J_680187,1585.0,alto,Pass
CCC_2014J_680222,213.0,baixo,Withdrawn
CCC_2014J_680267,655.0,medio,Pass
CCC_2014J_680333,,,Withdrawn
CCC_2014J_680492,4398.0,alto,Pass
CCC_2014J_680602,414.0,medio,Pass
CCC_2014J_680687,2447.0,alto,Distinction
CCC_2014J_680698,1.0,baixo,Withdrawn
CCC_2014J_680765,1609.0,alto,Fail
CCC_2014J_680804,1927.0,alto,Pass
CCC_2014J_680890,630.0,medio,Withdrawn
CCC_2014J_681165,2065.0,alto,Pass
CCC_2014J_681174,686.0,medio,Distinction
CCC_2014J_681235,1144.0,medio,Pass
CCC_2014J_681302,820.0,medio,Pass
CCC_2014J_681335,257.0,baixo,Withdrawn
CCC_2014J_681642,717.0,medio,Pass
CCC_2014J_681704,,,Withdrawn
CCC_2014J_681731,1138.0,medio,Distinction
CCC_2014J_681789,,,Withdrawn
CCC_2014J_681844,172.0,baixo,Withdrawn
